"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-16.491"	"16.491"
"GO:0006351"	"transcription, DNA-templated"	"-11.308"	"11.308"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"-10.264"	"10.264"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"-10.008"	"10.008"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-9.385"	"9.385"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-7.904"	"7.904"
"GO:0006412"	"translation"	"-7.359"	"7.359"
"GO:0007218"	"neuropeptide signaling pathway"	"-7.023"	"7.023"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-6.808"	"6.808"
"GO:0006364"	"rRNA processing"	"-6.545"	"6.545"
"GO:0006955"	"immune response"	"-6.158"	"6.158"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-6.133"	"6.133"
"GO:0010469"	"regulation of receptor activity"	"-6.107"	"6.107"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-6.055"	"6.055"
"GO:0031124"	"mRNA 3'-end processing"	"-5.901"	"5.901"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-5.899"	"5.899"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-5.524"	"5.524"
"GO:0006413"	"translational initiation"	"-5.406"	"5.406"
"GO:0030593"	"neutrophil chemotaxis"	"-5.203"	"5.203"
"GO:0006935"	"chemotaxis"	"-5.173"	"5.173"
"GO:0070126"	"mitochondrial translational termination"	"-5.166"	"5.166"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-5.119"	"5.119"
"GO:0070125"	"mitochondrial translational elongation"	"-5.036"	"5.036"
"GO:0006954"	"inflammatory response"	"-4.927"	"4.927"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"-4.926"	"4.926"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-4.832"	"4.832"
"GO:0006406"	"mRNA export from nucleus"	"-4.704"	"4.704"
"GO:0008380"	"RNA splicing"	"-4.697"	"4.697"
"GO:0002181"	"cytoplasmic translation"	"-4.689"	"4.689"
"GO:0060326"	"cell chemotaxis"	"-4.548"	"4.548"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-4.395"	"4.395"
"GO:0007267"	"cell-cell signaling"	"-4.39"	"4.39"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"-4.35"	"4.35"
"GO:0060271"	"cilium morphogenesis"	"-4.27"	"4.27"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-4.187"	"4.187"
"GO:0007166"	"cell surface receptor signaling pathway"	"-4.153"	"4.153"
"GO:0000027"	"ribosomal large subunit assembly"	"-4.018"	"4.018"
"GO:0007268"	"chemical synaptic transmission"	"-3.916"	"3.916"
"GO:0051301"	"cell division"	"-3.779"	"3.779"
"GO:0045860"	"positive regulation of protein kinase activity"	"-3.732"	"3.732"
"GO:0007275"	"multicellular organism development"	"-3.716"	"3.716"
"GO:0006397"	"mRNA processing"	"-3.671"	"3.671"
"GO:0030595"	"leukocyte chemotaxis"	"-3.654"	"3.654"
"GO:0006405"	"RNA export from nucleus"	"-3.643"	"3.643"
"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"	"-3.618"	"3.618"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"-3.579"	"3.579"
"GO:0006396"	"RNA processing"	"-3.564"	"3.564"
"GO:0048208"	"COPII vesicle coating"	"-3.551"	"3.551"
"GO:0008284"	"positive regulation of cell proliferation"	"-3.536"	"3.536"
"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"-3.46"	"3.46"
"GO:0007018"	"microtubule-based movement"	"-3.459"	"3.459"
"GO:0035025"	"positive regulation of Rho protein signal transduction"	"-3.447"	"3.447"
"GO:0051928"	"positive regulation of calcium ion transport"	"-3.378"	"3.378"
"GO:0006906"	"vesicle fusion"	"-3.368"	"3.368"
"GO:0007346"	"regulation of mitotic cell cycle"	"-3.301"	"3.301"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"-3.288"	"3.288"
"GO:0008015"	"blood circulation"	"-3.276"	"3.276"
"GO:0002548"	"monocyte chemotaxis"	"-3.267"	"3.267"
"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"-3.262"	"3.262"
"GO:0051930"	"regulation of sensory perception of pain"	"-3.195"	"3.195"
"GO:0002092"	"positive regulation of receptor internalization"	"-3.194"	"3.194"
"GO:0007080"	"mitotic metaphase plate congression"	"-3.194"	"3.194"
"GO:0032467"	"positive regulation of cytokinesis"	"-3.184"	"3.184"
"GO:0070268"	"cornification"	"-3.116"	"3.116"
"GO:0090630"	"activation of GTPase activity"	"-3.114"	"3.114"
"GO:0007190"	"activation of adenylate cyclase activity"	"-3.106"	"3.106"
"GO:0007098"	"centrosome cycle"	"-3.101"	"3.101"
"GO:0045652"	"regulation of megakaryocyte differentiation"	"-3.089"	"3.089"
"GO:0008283"	"cell proliferation"	"-3.085"	"3.085"
"GO:0048278"	"vesicle docking"	"-3.044"	"3.044"
"GO:0030154"	"cell differentiation"	"-3.013"	"3.013"
"GO:0016575"	"histone deacetylation"	"-3.001"	"3.001"
