"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0006625"	"protein targeting to peroxisome"	"17.099"	"-17.099"
"GO:0055114"	"oxidation-reduction process"	"9.213"	"-9.213"
"GO:0042026"	"protein refolding"	"9.19"	"-9.19"
"GO:0006635"	"fatty acid beta-oxidation"	"8.961"	"-8.961"
"GO:0006986"	"response to unfolded protein"	"8.656"	"-8.656"
"GO:0055085"	"transmembrane transport"	"8.587"	"-8.587"
"GO:0015698"	"inorganic anion transport"	"8.338"	"-8.338"
"GO:0034620"	"cellular response to unfolded protein"	"8.314"	"-8.314"
"GO:0045454"	"cell redox homeostasis"	"8.233"	"-8.233"
"GO:0098656"	"anion transmembrane transport"	"8.219"	"-8.219"
"GO:0006637"	"acyl-CoA metabolic process"	"7.695"	"-7.695"
"GO:0006094"	"gluconeogenesis"	"7.635"	"-7.635"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"7.594"	"-7.594"
"GO:0006296"	"nucleotide-excision repair, DNA incision, 5'-to lesion"	"7.482"	"-7.482"
"GO:0033683"	"nucleotide-excision repair, DNA incision"	"7.467"	"-7.467"
"GO:0006283"	"transcription-coupled nucleotide-excision repair"	"7.374"	"-7.374"
"GO:0006099"	"tricarboxylic acid cycle"	"7.249"	"-7.249"
"GO:0034605"	"cellular response to heat"	"7.213"	"-7.213"
"GO:0007017"	"microtubule-based process"	"7.19"	"-7.19"
"GO:0046034"	"ATP metabolic process"	"7.074"	"-7.074"
"GO:0006749"	"glutathione metabolic process"	"6.996"	"-6.996"
"GO:0098869"	"cellular oxidant detoxification"	"6.96"	"-6.96"
"GO:0034599"	"cellular response to oxidative stress"	"6.705"	"-6.705"
"GO:0001676"	"long-chain fatty acid metabolic process"	"6.555"	"-6.555"
"GO:0061621"	"canonical glycolysis"	"6.433"	"-6.433"
"GO:0000226"	"microtubule cytoskeleton organization"	"6.358"	"-6.358"
"GO:0006626"	"protein targeting to mitochondrion"	"6.351"	"-6.351"
"GO:0005975"	"carbohydrate metabolic process"	"6.342"	"-6.342"
"GO:0006699"	"bile acid biosynthetic process"	"6.149"	"-6.149"
"GO:0006294"	"nucleotide-excision repair, preincision complex assembly"	"6.061"	"-6.061"
"GO:0070911"	"global genome nucleotide-excision repair"	"6.052"	"-6.052"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"5.807"	"-5.807"
"GO:0015721"	"bile acid and bile salt transport"	"5.776"	"-5.776"
"GO:0006096"	"glycolytic process"	"5.718"	"-5.718"
"GO:0051260"	"protein homooligomerization"	"5.666"	"-5.666"
"GO:0022900"	"electron transport chain"	"5.512"	"-5.512"
"GO:1901687"	"glutathione derivative biosynthetic process"	"5.475"	"-5.475"
"GO:0006293"	"nucleotide-excision repair, preincision complex stabilization"	"5.408"	"-5.408"
"GO:0019985"	"translesion synthesis"	"5.401"	"-5.401"
"GO:0009408"	"response to heat"	"5.38"	"-5.38"
"GO:0006297"	"nucleotide-excision repair, DNA gap filling"	"5.272"	"-5.272"
"GO:0006289"	"nucleotide-excision repair"	"5.233"	"-5.233"
"GO:0000715"	"nucleotide-excision repair, DNA damage recognition"	"5.16"	"-5.16"
"GO:0007005"	"mitochondrion organization"	"5.157"	"-5.157"
"GO:0043312"	"neutrophil degranulation"	"5.105"	"-5.105"
"GO:0036297"	"interstrand cross-link repair"	"5.063"	"-5.063"
"GO:1900034"	"regulation of cellular response to heat"	"4.979"	"-4.979"
"GO:0006457"	"protein folding"	"4.893"	"-4.893"
"GO:0032201"	"telomere maintenance via semi-conservative replication"	"4.865"	"-4.865"
"GO:0039702"	"viral budding via host ESCRT complex"	"4.783"	"-4.783"
"GO:0006654"	"phosphatidic acid biosynthetic process"	"4.712"	"-4.712"
"GO:0042276"	"error-prone translesion synthesis"	"4.711"	"-4.711"
"GO:0042769"	"DNA damage response, detection of DNA damage"	"4.676"	"-4.676"
"GO:0016567"	"protein ubiquitination"	"4.607"	"-4.607"
"GO:0007010"	"cytoskeleton organization"	"4.557"	"-4.557"
"GO:0007339"	"binding of sperm to zona pellucida"	"4.537"	"-4.537"
"GO:0009411"	"response to UV"	"4.522"	"-4.522"
"GO:0032482"	"Rab protein signal transduction"	"4.441"	"-4.441"
"GO:0042744"	"hydrogen peroxide catabolic process"	"4.345"	"-4.345"
"GO:0019058"	"viral life cycle"	"4.27"	"-4.27"
"GO:0008652"	"cellular amino acid biosynthetic process"	"4.238"	"-4.238"
"GO:0015914"	"phospholipid transport"	"4.148"	"-4.148"
"GO:0006629"	"lipid metabolic process"	"4.143"	"-4.143"
"GO:0008150"	"biological_process"	"4.115"	"-4.115"
"GO:0019882"	"antigen processing and presentation"	"4.058"	"-4.058"
"GO:0006361"	"transcription initiation from RNA polymerase I promoter"	"4.038"	"-4.038"
"GO:0042572"	"retinol metabolic process"	"4.014"	"-4.014"
"GO:0006644"	"phospholipid metabolic process"	"4.001"	"-4.001"
"GO:0042391"	"regulation of membrane potential"	"3.979"	"-3.979"
"GO:1902600"	"hydrogen ion transmembrane transport"	"3.975"	"-3.975"
"GO:0051289"	"protein homotetramerization"	"3.967"	"-3.967"
"GO:0018230"	"peptidyl-L-cysteine S-palmitoylation"	"3.908"	"-3.908"
"GO:0000278"	"mitotic cell cycle"	"3.895"	"-3.895"
"GO:0006363"	"termination of RNA polymerase I transcription"	"3.827"	"-3.827"
"GO:0050804"	"modulation of synaptic transmission"	"3.795"	"-3.795"
"GO:0006979"	"response to oxidative stress"	"3.786"	"-3.786"
"GO:0019730"	"antimicrobial humoral response"	"3.754"	"-3.754"
"GO:0034765"	"regulation of ion transmembrane transport"	"3.685"	"-3.685"
"GO:0016192"	"vesicle-mediated transport"	"3.66"	"-3.66"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"3.655"	"-3.655"
"GO:0007140"	"male meiosis"	"3.615"	"-3.615"
"GO:0006325"	"chromatin organization"	"3.54"	"-3.54"
"GO:0006261"	"DNA-dependent DNA replication"	"3.495"	"-3.495"
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	"3.493"	"-3.493"
