"ID"	"Pathway"	"Z-score"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"25.044"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"13.982"
"hsa03060"	"Protein export"	"9.785"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"7.124"
"hsa04024"	"cAMP signaling pathway"	"6.85"
"hsa04913"	"Ovarian steroidogenesis"	"6.346"
"hsa04924"	"Renin secretion"	"6.194"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"5.909"
"hsa00140"	"Steroid hormone biosynthesis"	"5.569"
"hsa04724"	"Glutamatergic synapse"	"5.245"
"hsa05032"	"Morphine addiction"	"5.213"
"hsa04713"	"Circadian entrainment"	"5.182"
"hsa04916"	"Melanogenesis"	"4.971"
"hsa00564"	"Glycerophospholipid metabolism"	"4.848"
"hsa04911"	"Insulin secretion"	"4.832"
"hsa00040"	"Pentose and glucuronate interconversions"	"4.698"
"hsa04728"	"Dopaminergic synapse"	"4.692"
"hsa04371"	"Apelin signaling pathway"	"4.678"
"hsa04727"	"GABAergic synapse"	"4.617"
"hsa04062"	"Chemokine signaling pathway"	"4.483"
"hsa05204"	"Chemical carcinogenesis"	"4.453"
"hsa04610"	"Complement and coagulation cascades"	"4.376"
"hsa04934"	"Cushing,s syndrome"	"4.368"
"hsa04726"	"Serotonergic synapse"	"4.351"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.199"
"hsa04020"	"Calcium signaling pathway"	"4.191"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"4.172"
"hsa00830"	"Retinol metabolism"	"4.051"
"hsa04922"	"Glucagon signaling pathway"	"4.037"
"hsa00053"	"Ascorbate and aldarate metabolism"	"3.93"
"hsa04270"	"Vascular smooth muscle contraction"	"3.92"
"hsa04926"	"Relaxin signaling pathway"	"3.88"
"hsa00510"	"N-Glycan biosynthesis"	"3.802"
"hsa04970"	"Salivary secretion"	"3.796"
"hsa05034"	"Alcoholism"	"3.751"
"hsa05031"	"Amphetamine addiction"	"3.719"
"hsa04742"	"Taste transduction"	"3.672"
"hsa04068"	"FoxO signaling pathway"	"3.554"
"hsa04725"	"Cholinergic synapse"	"3.528"
"hsa04130"	"SNARE interactions in vesicular transport"	"3.513"
"hsa04976"	"Bile secretion"	"3.481"
"hsa04950"	"Maturity onset diabetes of the young"	"3.47"
"hsa04720"	"Long-term potentiation"	"3.223"
"hsa04919"	"Thyroid hormone signaling pathway"	"3.128"
"hsa04927"	"Cortisol synthesis and secretion"	"3.026"
"hsa00430"	"Taurine and hypotaurine metabolism"	"3.026"
"hsa04611"	"Platelet activation"	"2.993"
"hsa04022"	"cGMP-PKG signaling pathway"	"2.966"
"hsa04921"	"Oxytocin signaling pathway"	"2.96"
"hsa04925"	"Aldosterone synthesis and secretion"	"2.903"
"hsa05030"	"Cocaine addiction"	"2.806"
"hsa04910"	"Insulin signaling pathway"	"2.796"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.777"
"hsa00620"	"Pyruvate metabolism"	"2.769"
"hsa04723"	"Retrograde endocannabinoid signaling"	"2.724"
"hsa04971"	"Gastric acid secretion"	"2.714"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"2.701"
"hsa00350"	"Tyrosine metabolism"	"2.625"
"hsa00561"	"Glycerolipid metabolism"	"2.539"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"2.421"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"2.421"
"hsa04918"	"Thyroid hormone synthesis"	"2.367"
"hsa04975"	"Fat digestion and absorption"	"2.341"
"hsa04912"	"GnRH signaling pathway"	"2.327"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"2.267"
"hsa00100"	"Steroid biosynthesis"	"2.226"
"hsa04015"	"Rap1 signaling pathway"	"2.215"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.196"
"hsa05133"	"Pertussis"	"2.162"
"hsa05200"	"Pathways in cancer"	"2.147"
"hsa04614"	"Renin-angiotensin system"	"2.078"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"2.07"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"2.016"
"hsa04740"	"Olfactory transduction"	"2.013"
"hsa04920"	"Adipocytokine signaling pathway"	"1.989"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"1.957"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"1.944"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.905"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"1.813"
"hsa00983"	"Drug metabolism - other enzymes"	"1.779"
"hsa04917"	"Prolactin signaling pathway"	"1.766"
"hsa00900"	"Terpenoid backbone biosynthesis"	"1.76"
"hsa04211"	"Longevity regulating pathway"	"1.742"
"hsa04146"	"Peroxisome"	"1.742"
"hsa04072"	"Phospholipase D signaling pathway"	"1.741"
