"GO.ID"	"GO.Term"	"Z-score"
"GO:0071890"	"bicarbonate binding"	"Inf"
"GO:0003735"	"structural constituent of ribosome"	"23.05"
"GO:0015254"	"glycerol channel activity"	"19.06"
"GO:0003947"	"(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity"	"18.221"
"GO:0017159"	"pantetheine hydrolase activity"	"18.221"
"GO:0004024"	"alcohol dehydrogenase activity, zinc-dependent"	"14.753"
"GO:0015152"	"glucose-6-phosphate transmembrane transporter activity"	"14.1"
"GO:0004613"	"phosphoenolpyruvate carboxykinase (GTP) activity"	"13.616"
"GO:0004474"	"malate synthase activity"	"11.904"
"GO:0005345"	"purine nucleobase transmembrane transporter activity"	"11.904"
"GO:0005350"	"pyrimidine nucleobase transmembrane transporter activity"	"11.904"
"GO:0046943"	"carboxylic acid transmembrane transporter activity"	"11.904"
"GO:0047777"	"(3S)-citramalyl-CoA lyase activity"	"11.904"
"GO:0004611"	"phosphoenolpyruvate carboxykinase activity"	"11.65"
"GO:0004346"	"glucose-6-phosphatase activity"	"11.355"
"GO:0005275"	"amine transmembrane transporter activity"	"11.13"
"GO:0015166"	"polyol transmembrane transporter activity"	"11.13"
"GO:0015265"	"urea channel activity"	"11.13"
"GO:0005179"	"hormone activity"	"10.826"
"GO:0008194"	"UDP-glycosyltransferase activity"	"10.403"
"GO:0015180"	"L-alanine transmembrane transporter activity"	"9.61"
"GO:0015193"	"L-proline transmembrane transporter activity"	"9.578"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"9.481"
"GO:0004855"	"xanthine oxidase activity"	"9.477"
"GO:0015187"	"glycine transmembrane transporter activity"	"9.096"
"GO:0016620"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	"9.069"
"GO:0019115"	"benzaldehyde dehydrogenase activity"	"9.069"
"GO:0004930"	"G-protein coupled receptor activity"	"9.035"
"GO:0015020"	"glucuronosyltransferase activity"	"8.664"
"GO:0017046"	"peptide hormone binding"	"8.485"
"GO:0061513"	"glucose 6-phosphate:inorganic phosphate antiporter activity"	"7.838"
"GO:0004686"	"elongation factor-2 kinase activity"	"7.655"
"GO:0008195"	"phosphatidate phosphatase activity"	"7.387"
"GO:0004632"	"phosphopantothenate--cysteine ligase activity"	"7.382"
"GO:0008115"	"sarcosine oxidase activity"	"7.382"
"GO:0016889"	"endodeoxyribonuclease activity, producing 3'-phosphomonoesters"	"7.382"
"GO:0050031"	"L-pipecolate oxidase activity"	"7.382"
"GO:0004022"	"alcohol dehydrogenase (NAD) activity"	"7.261"
"GO:0004411"	"homogentisate 1,2-dioxygenase activity"	"7.182"
"GO:0019843"	"rRNA binding"	"7.13"
"GO:0016608"	"growth hormone-releasing hormone activity"	"7.064"
"GO:0004745"	"retinol dehydrogenase activity"	"7.046"
"GO:0004977"	"melanocortin receptor activity"	"7.041"
"GO:0005280"	"hydrogen:amino acid symporter activity"	"6.956"
"GO:0004854"	"xanthine dehydrogenase activity"	"6.824"
"GO:0052731"	"phosphocholine phosphatase activity"	"6.665"
"GO:0052732"	"phosphoethanolamine phosphatase activity"	"6.665"
"GO:0004491"	"methylmalonate-semialdehyde dehydrogenase (acylating) activity"	"6.664"
"GO:0008281"	"sulfonylurea receptor activity"	"6.664"
"GO:0018478"	"malonate-semialdehyde dehydrogenase (acetylating) activity"	"6.664"
"GO:0050124"	"N-acylneuraminate-9-phosphatase activity"	"6.664"
"GO:0017077"	"oxidative phosphorylation uncoupler activity"	"6.59"
"GO:0015495"	"gamma-aminobutyric acid:proton symporter activity"	"6.514"
"GO:0005184"	"neuropeptide hormone activity"	"6.462"
"GO:0004579"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"	"6.381"
"GO:0008613"	"diuretic hormone activity"	"6.374"
