"Pathway"	"Z-score"
"Maturity onset diabetes of the young"	"60.578"
"Protein export"	"23.18"
"Type II diabetes mellitus"	"18.924"
"Insulin secretion"	"14.232"
"Glucagon signaling pathway"	"12.385"
"Longevity regulating pathway - multiple species"	"10.921"
"Insulin signaling pathway"	"10.616"
"Insulin resistance"	"10.375"
"Prolactin signaling pathway"	"10.01"
"Carbohydrate digestion and absorption"	"9.614"
"Neomycin, kanamycin and gentamicin biosynthesis"	"8.782"
"Central carbon metabolism in cancer"	"7.803"
"Galactose metabolism"	"7.737"
"Glycolysis / Gluconeogenesis"	"7.654"
"AMPK signaling pathway"	"7.467"
"FoxO signaling pathway"	"7.235"
"Starch and sucrose metabolism"	"6.872"
"Signaling pathways regulating pluripotency of stem cells"	"6.853"
"Longevity regulating pathway"	"6.61"
"Prostate cancer"	"6.173"
"Regulation of lipolysis in adipocytes"	"5.659"
"Adipocytokine signaling pathway"	"4.963"
"Renal cell carcinoma"	"4.9"
"Non-alcoholic fatty liver disease (NAFLD)"	"4.865"
"ErbB signaling pathway"	"4.25"
"AGE-RAGE signaling pathway in diabetic complications"	"3.96"
"HIF-1 signaling pathway"	"3.956"
"Progesterone-mediated oocyte maturation"	"3.925"
"T cell receptor signaling pathway"	"3.922"
"Thyroid hormone signaling pathway"	"3.679"
"Ras signaling pathway"	"3.654"
"Aldosterone-regulated sodium reabsorption"	"3.47"
"Autophagy - animal"	"3.331"
"Pyruvate metabolism"	"3.318"
"Phospholipase D signaling pathway"	"3.139"
"mTOR signaling pathway"	"3.009"
"Type I diabetes mellitus"	"3.001"
"ABC transporters"	"2.978"
"cGMP-PKG signaling pathway"	"2.93"
"Endocrine and other factor-regulated calcium reabsorption"	"2.93"
"Amino sugar and nucleotide sugar metabolism"	"2.845"
"Cellular senescence"	"2.828"
"Mineral absorption"	"2.823"
"Ovarian steroidogenesis"	"2.789"
"Tuberculosis"	"2.689"
"PI3K-Akt signaling pathway"	"2.654"
"Transcriptional misregulation in cancer"	"2.554"
"Endometrial cancer"	"2.517"
"VEGF signaling pathway"	"2.49"
"Focal adhesion"	"2.473"
"Regulation of actin cytoskeleton"	"2.417"
"Rap1 signaling pathway"	"2.416"
"Synaptic vesicle cycle"	"2.399"
"Non-small cell lung cancer"	"2.31"
"Acute myeloid leukemia"	"2.296"
"Fc epsilon RI signaling pathway"	"2.284"
"Glioma"	"2.239"
"Melanoma"	"2.229"
"B cell receptor signaling pathway"	"2.194"
"Gastric acid secretion"	"2.193"
"Pancreatic cancer"	"2.16"
"Chronic myeloid leukemia"	"2.112"
"Colorectal cancer"	"1.935"
"Protein digestion and absorption"	"1.907"
"Small cell lung cancer"	"1.886"
"Fc gamma R-mediated phagocytosis"	"1.861"
"MAPK signaling pathway"	"1.797"
"Choline metabolism in cancer"	"1.723"
"Chagas disease (American trypanosomiasis)"	"1.698"
"C-type lectin receptor signaling pathway"	"1.673"
"Toll-like receptor signaling pathway"	"1.655"
"TNF signaling pathway"	"1.639"
"Human papillomavirus infection"	"1.633"
"Cholinergic synapse"	"1.596"
"Toxoplasmosis"	"1.571"
"Sphingolipid signaling pathway"	"1.563"
"Neurotrophin signaling pathway"	"1.533"
"Platelet activation"	"1.501"
"Oocyte meiosis"	"1.465"
"Osteoclast differentiation"	"1.435"
"Relaxin signaling pathway"	"1.434"
"Hepatitis C"	"1.403"
"Dopaminergic synapse"	"1.38"
"Apelin signaling pathway"	"1.368"
"Measles"	"1.367"
"Fluid shear stress and atherosclerosis"	"1.357"
"Estrogen signaling pathway"	"1.355"
"Apoptosis"	"1.337"
"Adrenergic signaling in cardiomyocytes"	"1.301"
"Hepatitis B"	"1.261"
"Breast cancer"	"1.244"
"Gastric cancer"	"1.229"
"Jak-STAT signaling pathway"	"1.126"
"Hepatocellular carcinoma"	"1.104"
"Influenza A"	"1.068"
"Purine metabolism"	"1.066"
"Axon guidance"	"1.044"
"Chemokine signaling pathway"	"0.999"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.984"
"cAMP signaling pathway"	"0.949"
"Proteoglycans in cancer"	"0.935"
"Epstein-Barr virus infection"	"0.931"
"Pathways in cancer"	"0.87"
"Thermogenesis"	"0.787"
"HTLV-I infection"	"0.643"
"D-Arginine and D-ornithine metabolism"	"-0.042"
"Lipoic acid metabolism"	"-0.077"
"Biotin metabolism"	"-0.08"
"D-Glutamine and D-glutamate metabolism"	"-0.086"
"Valine, leucine and isoleucine biosynthesis"	"-0.09"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.098"
"Caffeine metabolism"	"-0.101"
"Phosphonate and phosphinate metabolism"	"-0.115"
"Vitamin B6 metabolism"	"-0.117"
"Sulfur relay system"	"-0.139"
"Riboflavin metabolism"	"-0.14"
"Sulfur metabolism"	"-0.143"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.145"
"Taurine and hypotaurine metabolism"	"-0.15"
"Synthesis and degradation of ketone bodies"	"-0.151"
"Non-homologous end-joining"	"-0.159"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.162"
"Fatty acid biosynthesis"	"-0.168"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.171"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.175"
"Phenylalanine metabolism"	"-0.183"
"Thiamine metabolism"	"-0.183"
"Nitrogen metabolism"	"-0.184"
"Selenocompound metabolism"	"-0.184"
"Other glycan degradation"	"-0.186"
"Ascorbate and aldarate metabolism"	"-0.189"
"Primary bile acid biosynthesis"	"-0.191"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.192"
"Glycosaminoglycan degradation"	"-0.192"
"Arginine biosynthesis"	"-0.193"
"Steroid biosynthesis"	"-0.195"
"Pantothenate and CoA biosynthesis"	"-0.198"
"One carbon pool by folate"	"-0.201"
"Proximal tubule bicarbonate reclamation"	"-0.208"
"Biosynthesis of unsaturated fatty acids"	"-0.213"
"Renin-angiotensin system"	"-0.213"
"Histidine metabolism"	"-0.215"
"Other types of O-glycan biosynthesis"	"-0.215"
"Pentose and glucuronate interconversions"	"-0.217"
"Mannose type O-glycan biosynthesis"	"-0.218"
"Terpenoid backbone biosynthesis"	"-0.219"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.221"
"Vitamin digestion and absorption"	"-0.222"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.224"
"Mismatch repair"	"-0.226"
"Folate biosynthesis"	"-0.227"
"alpha-Linolenic acid metabolism"	"-0.228"
"Collecting duct acid secretion"	"-0.233"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.235"
"Glyoxylate and dicarboxylate metabolism"	"-0.235"
"Fatty acid elongation"	"-0.24"
"Porphyrin and chlorophyll metabolism"	"-0.242"
"Linoleic acid metabolism"	"-0.244"
"Pentose phosphate pathway"	"-0.244"
"Butanoate metabolism"	"-0.246"
"Hippo signaling pathway - multiple species"	"-0.246"
"Propanoate metabolism"	"-0.246"
"beta-Alanine metabolism"	"-0.247"
"Phototransduction"	"-0.25"
"Asthma"	"-0.253"
"Nicotinate and nicotinamide metabolism"	"-0.254"
"Alanine, aspartate and glutamate metabolism"	"-0.257"
"Circadian rhythm"	"-0.257"
"Citrate cycle (TCA cycle)"	"-0.257"
"Mucin type O-glycan biosynthesis"	"-0.258"
"RNA polymerase"	"-0.259"
"Autophagy - other"	"-0.26"
"Base excision repair"	"-0.26"
"African trypanosomiasis"	"-0.263"
"SNARE interactions in vesicular transport"	"-0.267"
"Fructose and mannose metabolism"	"-0.268"
"Apoptosis - multiple species"	"-0.271"
"DNA replication"	"-0.271"
"Allograft rejection"	"-0.279"
"Primary immunodeficiency"	"-0.279"
"Prion diseases"	"-0.279"
"Glycine, serine and threonine metabolism"	"-0.28"
"Thyroid cancer"	"-0.28"
"Tyrosine metabolism"	"-0.28"
