"Pathway"	"Z-score"
"Ribosome - Homo sapiens (human)"	"25.044"
"Neuroactive ligand-receptor interaction - Homo sapiens (human)"	"13.982"
"Protein export - Homo sapiens (human)"	"9.785"
"Porphyrin and chlorophyll metabolism - Homo sapiens (human)"	"7.124"
"cAMP signaling pathway - Homo sapiens (human)"	"6.85"
"Ovarian steroidogenesis - Homo sapiens (human)"	"6.346"
"Renin secretion - Homo sapiens (human)"	"6.194"
"Regulation of lipolysis in adipocytes - Homo sapiens (human)"	"5.909"
"Steroid hormone biosynthesis - Homo sapiens (human)"	"5.569"
"Glutamatergic synapse - Homo sapiens (human)"	"5.245"
"Morphine addiction - Homo sapiens (human)"	"5.213"
"Circadian entrainment - Homo sapiens (human)"	"5.182"
"Melanogenesis - Homo sapiens (human)"	"4.971"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"4.848"
"Insulin secretion - Homo sapiens (human)"	"4.832"
"Pentose and glucuronate interconversions - Homo sapiens (human)"	"4.698"
"Dopaminergic synapse - Homo sapiens (human)"	"4.692"
"Apelin signaling pathway - Homo sapiens (human)"	"4.678"
"GABAergic synapse - Homo sapiens (human)"	"4.617"
"Chemokine signaling pathway - Homo sapiens (human)"	"4.483"
"Chemical carcinogenesis - Homo sapiens (human)"	"4.453"
"Complement and coagulation cascades - Homo sapiens (human)"	"4.376"
"Cushing,s syndrome - Homo sapiens (human)"	"4.368"
"Serotonergic synapse - Homo sapiens (human)"	"4.351"
"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"4.199"
"Calcium signaling pathway - Homo sapiens (human)"	"4.191"
"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"4.172"
"Retinol metabolism - Homo sapiens (human)"	"4.051"
"Glucagon signaling pathway - Homo sapiens (human)"	"4.037"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"3.93"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"3.92"
"Relaxin signaling pathway - Homo sapiens (human)"	"3.88"
"N-Glycan biosynthesis - Homo sapiens (human)"	"3.802"
"Salivary secretion - Homo sapiens (human)"	"3.796"
"Alcoholism - Homo sapiens (human)"	"3.751"
"Amphetamine addiction - Homo sapiens (human)"	"3.719"
"Taste transduction - Homo sapiens (human)"	"3.672"
"FoxO signaling pathway - Homo sapiens (human)"	"3.554"
"Cholinergic synapse - Homo sapiens (human)"	"3.528"
"SNARE interactions in vesicular transport - Homo sapiens (human)"	"3.513"
"Bile secretion - Homo sapiens (human)"	"3.481"
"Maturity onset diabetes of the young - Homo sapiens (human)"	"3.47"
"Long-term potentiation - Homo sapiens (human)"	"3.223"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"3.128"
"Cortisol synthesis and secretion - Homo sapiens (human)"	"3.026"
"Taurine and hypotaurine metabolism - Homo sapiens (human)"	"3.026"
"Platelet activation - Homo sapiens (human)"	"2.993"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"2.966"
"Oxytocin signaling pathway - Homo sapiens (human)"	"2.96"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"2.903"
"Cocaine addiction - Homo sapiens (human)"	"2.806"
"Insulin signaling pathway - Homo sapiens (human)"	"2.796"
"Inflammatory mediator regulation of TRP channels - Homo sapiens (human)"	"2.777"
"Pyruvate metabolism - Homo sapiens (human)"	"2.769"
"Retrograde endocannabinoid signaling - Homo sapiens (human)"	"2.724"
"Gastric acid secretion - Homo sapiens (human)"	"2.714"
"Vasopressin-regulated water reabsorption - Homo sapiens (human)"	"2.701"
"Tyrosine metabolism - Homo sapiens (human)"	"2.625"
"Glycerolipid metabolism - Homo sapiens (human)"	"2.539"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"2.421"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"2.421"
"Thyroid hormone synthesis - Homo sapiens (human)"	"2.367"
"Fat digestion and absorption - Homo sapiens (human)"	"2.341"
"GnRH signaling pathway - Homo sapiens (human)"	"2.327"
"Proximal tubule bicarbonate reclamation - Homo sapiens (human)"	"2.267"
"Steroid biosynthesis - Homo sapiens (human)"	"2.226"
"Rap1 signaling pathway - Homo sapiens (human)"	"2.215"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"2.196"
"Pertussis - Homo sapiens (human)"	"2.162"
