"GO.ID"	"GO.Term"	"zscore"
"GO:0008434"	"calcitriol receptor activity"	"24.979"
"GO:0038186"	"lithocholic acid receptor activity"	"24.979"
"GO:1902098"	"calcitriol binding"	"24.979"
"GO:1902121"	"lithocholic acid binding"	"24.979"
"GO:0015149"	"hexose transmembrane transporter activity"	"21.798"
"GO:0031769"	"glucagon receptor binding"	"19.585"
"GO:0004743"	"pyruvate kinase activity"	"16.409"
"GO:0008281"	"sulfonylurea receptor activity"	"16.409"
"GO:0008312"	"7S RNA binding"	"15.427"
"GO:0070644"	"vitamin D response element binding"	"13.207"
"GO:0030942"	"endoplasmic reticulum signal peptide binding"	"10.997"
"GO:0004346"	"glucose-6-phosphatase activity"	"10.8"
"GO:0005047"	"signal recognition particle binding"	"10.265"
"GO:0004340"	"glucokinase activity"	"10.21"
"GO:0008865"	"fructokinase activity"	"10.21"
"GO:0019158"	"mannokinase activity"	"10.21"
"GO:0008607"	"phosphorylase kinase regulator activity"	"9.949"
"GO:0015272"	"ATP-activated inward rectifier potassium channel activity"	"9.754"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"9.656"
"GO:0033300"	"dehydroascorbic acid transporter activity"	"9.615"
"GO:0005179"	"hormone activity"	"8.937"
"GO:0043425"	"bHLH transcription factor binding"	"8.753"
"GO:0005499"	"vitamin D binding"	"8.613"
"GO:0008134"	"transcription factor binding"	"7.784"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"7.399"
"GO:0030955"	"potassium ion binding"	"7.072"
"GO:0055056"	"D-glucose transmembrane transporter activity"	"6.912"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"6.882"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"6.765"
"GO:0001206"	"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding"	"6.621"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"6.536"
"GO:0005536"	"glucose binding"	"6.232"
"GO:0070888"	"E-box binding"	"6.171"
"GO:0070410"	"co-SMAD binding"	"6.169"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"6.114"
"GO:0003682"	"chromatin binding"	"5.903"
"GO:0008239"	"dipeptidyl-peptidase activity"	"5.838"
"GO:0019905"	"syntaxin binding"	"5.521"
"GO:0005355"	"glucose transmembrane transporter activity"	"5.509"
"GO:0046965"	"retinoid X receptor binding"	"5.43"
"GO:0043274"	"phospholipase binding"	"5.396"
"GO:0004708"	"MAP kinase kinase activity"	"5.258"
"GO:0001190"	"transcriptional activator activity, RNA polymerase II transcription factor binding"	"5.251"
"GO:0008236"	"serine-type peptidase activity"	"5.094"
"GO:0000149"	"SNARE binding"	"5.041"
"GO:0048037"	"cofactor binding"	"5.024"
"GO:0005159"	"insulin-like growth factor receptor binding"	"5.011"
"GO:0071837"	"HMG box domain binding"	"4.88"
"GO:0001223"	"transcription coactivator binding"	"4.874"
"GO:0031490"	"chromatin DNA binding"	"4.83"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"4.656"
"GO:0003713"	"transcription coactivator activity"	"4.622"
"GO:0005158"	"insulin receptor binding"	"4.534"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"4.513"
"GO:0017075"	"syntaxin-1 binding"	"4.424"
"GO:0008233"	"peptidase activity"	"4.284"
"GO:0000979"	"RNA polymerase II core promoter sequence-specific DNA binding"	"4.253"
"GO:0004252"	"serine-type endopeptidase activity"	"4.221"
"GO:0070412"	"R-SMAD binding"	"4.215"
"GO:0002020"	"protease binding"	"4.022"
"GO:0000993"	"RNA polymerase II core binding"	"3.948"
"GO:0035035"	"histone acetyltransferase binding"	"3.854"
"GO:0030332"	"cyclin binding"	"3.812"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"3.738"
"GO:0051721"	"protein phosphatase 2A binding"	"3.706"
"GO:0005267"	"potassium channel activity"	"3.577"
"GO:0030276"	"clathrin binding"	"3.148"
"GO:0030331"	"estrogen receptor binding"	"3.126"
"GO:0046983"	"protein dimerization activity"	"3.073"
"GO:0004879"	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"3.037"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"3.008"
