"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"25.044"	"432"	"133.613"	"11.915"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"13.982"	"255"	"113.924"	"10.09"
"hsa03060"	"Protein export"	"9.785"	"50"	"14.475"	"3.631"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"7.124"	"19"	"4.455"	"2.042"
"hsa04024"	"cAMP signaling pathway"	"6.85"	"177"	"109.903"	"9.796"
"hsa04913"	"Ovarian steroidogenesis"	"6.346"	"33"	"12.024"	"3.305"
"hsa04924"	"Renin secretion"	"6.194"	"67"	"31.697"	"5.699"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"5.909"	"57"	"26.685"	"5.131"
"hsa00140"	"Steroid hormone biosynthesis"	"5.569"	"25"	"8.627"	"2.94"
"hsa04724"	"Glutamatergic synapse"	"5.245"	"85"	"49.327"	"6.801"
"hsa05032"	"Morphine addiction"	"5.213"	"62"	"32.476"	"5.664"
"hsa04713"	"Circadian entrainment"	"5.182"	"84"	"48.729"	"6.806"
"hsa04916"	"Melanogenesis"	"4.971"	"86"	"51.92"	"6.856"
"hsa00564"	"Glycerophospholipid metabolism"	"4.848"	"22"	"8.383"	"2.809"
"hsa04911"	"Insulin secretion"	"4.832"	"55"	"29.086"	"5.363"
"hsa00040"	"Pentose and glucuronate interconversions"	"4.698"	"15"	"4.772"	"2.177"
"hsa04728"	"Dopaminergic synapse"	"4.692"	"128"	"85.927"	"8.968"
"hsa04371"	"Apelin signaling pathway"	"4.678"	"121"	"80.48"	"8.662"
"hsa04727"	"GABAergic synapse"	"4.617"	"63"	"36.902"	"5.652"
"hsa04062"	"Chemokine signaling pathway"	"4.483"	"162"	"116.07"	"10.245"
"hsa05204"	"Chemical carcinogenesis"	"4.453"	"25"	"10.831"	"3.182"
"hsa04610"	"Complement and coagulation cascades"	"4.376"	"32"	"15.311"	"3.814"
"hsa04934"	"Cushing's syndrome"	"4.368"	"104"	"69.264"	"7.952"
"hsa04726"	"Serotonergic synapse"	"4.351"	"85"	"54.218"	"7.075"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.199"	"19"	"7.781"	"2.672"
"hsa04020"	"Calcium signaling pathway"	"4.191"	"122"	"84.611"	"8.921"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"4.172"	"22"	"9.555"	"2.983"
"hsa00830"	"Retinol metabolism"	"4.051"	"20"	"8.484"	"2.843"
"hsa04922"	"Glucagon signaling pathway"	"4.037"	"102"	"69.475"	"8.057"
"hsa00053"	"Ascorbate and aldarate metabolism"	"3.93"	"17"	"7.022"	"2.539"
"hsa04270"	"Vascular smooth muscle contraction"	"3.92"	"83"	"55.335"	"7.057"
"hsa04926"	"Relaxin signaling pathway"	"3.88"	"131"	"95.152"	"9.24"
