"GO.ID"	"GO.Term"	"Z-score"
"GO:0022625"	"cytosolic large ribosomal subunit"	"23.04"
"GO:0042788"	"polysomal ribosome"	"15.883"
"GO:0022627"	"cytosolic small ribosomal subunit"	"15.724"
"GO:0005840"	"ribosome"	"11.5"
"GO:0008282"	"ATP-sensitive potassium channel complex"	"10.765"
"GO:0015935"	"small ribosomal subunit"	"9.329"
"GO:0016021"	"integral component of membrane"	"8.746"
"GO:0005887"	"integral component of plasma membrane"	"8.475"
"GO:0098556"	"cytoplasmic side of rough endoplasmic reticulum membrane"	"7.933"
"GO:0005925"	"focal adhesion"	"7.491"
"GO:0005787"	"signal peptidase complex"	"7.15"
"GO:0008250"	"oligosaccharyltransferase complex"	"6.343"
"GO:0005783"	"endoplasmic reticulum"	"6.336"
"GO:0014069"	"postsynaptic density"	"6.206"
"GO:0005791"	"rough endoplasmic reticulum"	"6.081"
"GO:0044666"	"MLL3/4 complex"	"5.912"
"GO:0005786"	"signal recognition particle, endoplasmic reticulum targeting"	"5.87"
"GO:0000262"	"mitochondrial chromosome"	"5.784"
"GO:0005886"	"plasma membrane"	"5.594"
"GO:1903143"	"adrenomedullin receptor complex"	"5.587"
"GO:0033588"	"Elongator holoenzyme complex"	"5.527"
"GO:0005789"	"endoplasmic reticulum membrane"	"5.248"
"GO:0005784"	"Sec61 translocon complex"	"5.22"
"GO:0031201"	"SNARE complex"	"5.062"
"GO:0022626"	"cytosolic ribosome"	"5.038"
"GO:0005615"	"extracellular space"	"4.749"
"GO:1990406"	"CGRP receptor complex"	"4.667"
"GO:0016914"	"follicle-stimulating hormone complex"	"4.526"
"GO:0031906"	"late endosome lumen"	"4.501"
"GO:0005899"	"insulin receptor complex"	"4.436"
"GO:0043527"	"tRNA methyltransferase complex"	"4.421"
"GO:0005576"	"extracellular region"	"4.415"
"GO:0035097"	"histone methyltransferase complex"	"4.411"
"GO:0005667"	"transcription factor complex"	"4.305"
"GO:0016020"	"membrane"	"4.292"
"GO:0150057"	NA	"4.287"
"GO:0071595"	"Nem1-Spo7 phosphatase complex"	"4.268"
"GO:0150056"	NA	"4.237"
"GO:0005622"	"intracellular"	"4.236"
"GO:0097447"	"dendritic tree"	"4.231"
"GO:1990907"	"beta-catenin-TCF complex"	"4.104"
"GO:0033291"	"eukaryotic 80S initiation complex"	"4.098"
"GO:0048500"	"signal recognition particle"	"4.081"
"GO:0048787"	"presynaptic active zone membrane"	"4.071"
"GO:0044316"	"cone cell pedicle"	"4.028"
