geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04933	AGE-RAGE signaling pathway in diabetic complications	http://www.kegg.jp/kegg-bin/show_pathway?hsa04933+10000+1027+1277+1278+1281+1432+2152+4088+4790+5054+5293+5332+5578+5581+7048+8503	97	16	1.4545618789521229	10.999875791827103	4.432010314303625e-13	1.3207390736624802e-10	10000;1027;1277;1278;1281;1432;2152;4088;4790;5054;5293;5332;5578;5581;7048;8503	ENSG00000117020;ENSG00000275199;ENSG00000111276;ENSG00000108821;ENSG00000164692;ENSG00000168542;ENSG00000117525;ENSG00000112062;ENSG00000109320;ENSG00000171608;ENSG00000117461;ENSG00000101333;ENSG00000154229;ENSG00000171132;ENSG00000106366;ENSG00000166949;ENSG00000163513
hsa04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04151+10000+1027+1277+1278+1902+2064+3480+3667+3690+3815+3915+4233+4609+4790+5159+5293+5578+5728+6256+627+8503+9863	333	22	4.993495934959349	4.405731032237057	1.672048499656853e-9	2.491352264488711e-7	10000;1027;1277;1278;1902;2064;3480;3667;3690;3815;3915;4233;4609;4790;5159;5293;5578;5728;6256;627;8503;9863	ENSG00000117020;ENSG00000275199;ENSG00000176697;ENSG00000111276;ENSG00000108821;ENSG00000164692;ENSG00000141736;ENSG00000140443;ENSG00000169047;ENSG00000259207;ENSG00000157404;ENSG00000135862;ENSG00000198121;ENSG00000187391;ENSG00000105976;ENSG00000136997;ENSG00000109320;ENSG00000113721;ENSG00000171608;ENSG00000117461;ENSG00000154229;ENSG00000171862;ENSG00000186350
hsa04015	Rap1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04015+10000+136+1432+1902+26037+3397+3480+3690+3815+4233+5159+5293+5332+5578+7410+8503+9863	196	17	2.939114724480578	5.784054585689698	2.826057610150201e-9	2.807217226082533e-7	10000;136;1432;1902;26037;3397;3480;3690;3815;4233;5159;5293;5332;5578;7410;8503;9863	ENSG00000170425;ENSG00000117020;ENSG00000275199;ENSG00000125968;ENSG00000140443;ENSG00000259207;ENSG00000157404;ENSG00000198121;ENSG00000187391;ENSG00000112062;ENSG00000105976;ENSG00000113721;ENSG00000171608;ENSG00000117461;ENSG00000101333;ENSG00000154229;ENSG00000197555;ENSG00000160293
hsa04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04510+10000+1277+1278+2064+2534+3480+3690+3915+4233+5159+5293+5578+5728+7410+8503+857	190	16	2.8491418247515807	5.6157260621433105	1.3581239466375905e-8	1.011802340245005e-6	10000;1277;1278;2064;2534;3480;3690;3915;4233;5159;5293;5578;5728;7410;8503;857	ENSG00000117020;ENSG00000275199;ENSG00000105974;ENSG00000108821;ENSG00000164692;ENSG00000141736;ENSG00000010810;ENSG00000140443;ENSG00000259207;ENSG00000135862;ENSG00000105976;ENSG00000113721;ENSG00000171608;ENSG00000117461;ENSG00000154229;ENSG00000171862;ENSG00000160293
hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+1027+2064+3667+3690+4233+4325+4609+4790+4853+5159+5578+5581+5728	144	13	2.159349593495935	6.020331325301205	1.6111610645630492e-7	9.602519944795774e-6	1027;2064;3667;3690;4233;4325;4609;4790;4853;5159;5578;5581;5728	ENSG00000111276;ENSG00000141736;ENSG00000169047;ENSG00000259207;ENSG00000105976;ENSG00000156103;ENSG00000136997;ENSG00000109320;ENSG00000134250;ENSG00000113721;ENSG00000154229;ENSG00000171132;ENSG00000171862
hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+10000+1432+1843+3690+4790+5293+5607+6383+657+8503+857+92	122	12	1.8294489611562783	6.559352162749358	1.9694413511128772e-7	9.670490211119035e-6	10000;1432;1843;3690;4790;5293;5607;6383;657;8503;857;92	ENSG00000121989;ENSG00000117020;ENSG00000275199;ENSG00000107779;ENSG00000105974;ENSG00000120129;ENSG00000259207;ENSG00000137764;ENSG00000112062;ENSG00000109320;ENSG00000171608;ENSG00000117461;ENSG00000169439
hsa05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05230+10000+2064+3815+4233+4609+5159+5293+5728+8503	61	9	0.9147244805781392	9.839028244124037	2.2715916603299746e-7	9.670490211119035e-6	10000;2064;3815;4233;4609;5159;5293;5728;8503	ENSG00000117020;ENSG00000275199;ENSG00000141736;ENSG00000157404;ENSG00000105976;ENSG00000136997;ENSG00000113721;ENSG00000171608;ENSG00000117461;ENSG00000171862
hsa04926	Relaxin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04926+10000+1277+1278+1281+1432+4088+4790+5293+5332+5578+7048+8503	126	12	1.889430894308943	6.351118760757315	2.8150180442221284e-7	1.0485942214727428e-5	10000;1277;1278;1281;1432;4088;4790;5293;5332;5578;7048;8503	ENSG00000117020;ENSG00000275199;ENSG00000108821;ENSG00000164692;ENSG00000168542;ENSG00000112062;ENSG00000109320;ENSG00000171608;ENSG00000117461;ENSG00000101333;ENSG00000154229;ENSG00000166949;ENSG00000163513
hsa05200	Pathways in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05200+10000+1027+1902+2064+2535+3480+3815+3915+4088+4233+4609+4790+4853+5159+5293+5332+5468+5578+5728+6256+7048+8503+861	487	23	7.3028003613369465	3.149476757131194	3.837463766753757e-7	1.2121693213940077e-5	10000;1027;1902;2064;2535;3480;3815;3915;4088;4233;4609;4790;4853;5159;5293;5332;5468;5578;5728;6256;7048;8503;861	ENSG00000117020;ENSG00000275199;ENSG00000111276;ENSG00000141736;ENSG00000180340;ENSG00000140443;ENSG00000157404;ENSG00000135862;ENSG00000198121;ENSG00000105976;ENSG00000136997;ENSG00000109320;ENSG00000134250;ENSG00000113721;ENSG00000171608;ENSG00000117461;ENSG00000101333;ENSG00000132170;ENSG00000154229;ENSG00000171862;ENSG00000159216;ENSG00000186350;ENSG00000166949;ENSG00000163513
hsa05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05205+10000+1432+2064+2535+3480+3690+4233+4609+5293+5578+6383+7410+8503+857	183	14	2.7441734417344175	5.101718348805056	4.067682286557073e-7	1.2121693213940077e-5	10000;1432;2064;2535;3480;3690;4233;4609;5293;5578;6383;7410;8503;857	ENSG00000117020;ENSG00000275199;ENSG00000105974;ENSG00000141736;ENSG00000180340;ENSG00000140443;ENSG00000259207;ENSG00000112062;ENSG00000105976;ENSG00000136997;ENSG00000171608;ENSG00000117461;ENSG00000154229;ENSG00000169439;ENSG00000160293
