GO.ID	GO.Term	Z-score
GO:0010469	regulation of receptor activity	-54.112
GO:0006955	immune response	-48.758
GO:0007186	G-protein coupled receptor signaling pathway	-48.543
GO:0007165	signal transduction	-45.813
GO:0006954	inflammatory response	-40.626
GO:0006351	transcription, DNA-templated	-37.573
GO:0007267	cell-cell signaling	-37.405
GO:0007268	chemical synaptic transmission	-36.568
GO:0007166	cell surface receptor signaling pathway	-35.144
GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	-34.263
GO:0007218	neuropeptide signaling pathway	-33.1
GO:0006935	chemotaxis	-30.885
GO:0006357	regulation of transcription from RNA polymerase II promoter	-30.787
GO:0007204	positive regulation of cytosolic calcium ion concentration	-30.432
GO:0070374	positive regulation of ERK1 and ERK2 cascade	-29.343
GO:0070098	chemokine-mediated signaling pathway	-28.562
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	-28.48
GO:0007193	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	-27.824
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	-27.582
GO:0030593	neutrophil chemotaxis	-27.254
GO:0019722	calcium-mediated signaling	-26.663
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	-26.286
GO:0030168	platelet activation	-25.861
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	-25.418
GO:0046854	phosphatidylinositol phosphorylation	-25.244
GO:0050900	leukocyte migration	-25.117
GO:0000165	MAPK cascade	-24.158
GO:0018108	peptidyl-tyrosine phosphorylation	-23.793
GO:0060326	cell chemotaxis	-23.615
GO:0007411	axon guidance	-23.115
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	-23.065
GO:0030335	positive regulation of cell migration	-22.934
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	-22.435
GO:0051056	regulation of small GTPase mediated signal transduction	-22.421
GO:0006897	endocytosis	-22.059
GO:0043410	positive regulation of MAPK cascade	-22.044
GO:0035556	intracellular signal transduction	-21.99
GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway	-21.941
GO:0045766	positive regulation of angiogenesis	-21.527
GO:0007266	Rho protein signal transduction	-21.523
GO:0051930	regulation of sensory perception of pain	-21.412
GO:0048010	vascular endothelial growth factor receptor signaling pathway	-20.649
GO:0050853	B cell receptor signaling pathway	-20.529
GO:0001525	angiogenesis	-20.515
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	-20.348
GO:0019233	sensory perception of pain	-20.322
GO:0030595	leukocyte chemotaxis	-20.284
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	-19.937
GO:0030036	actin cytoskeleton organization	-19.873
GO:0031295	T cell costimulation	-19.829
GO:0007631	feeding behavior	-19.771
GO:0006816	calcium ion transport	-19.723
GO:0007202	activation of phospholipase C activity	-19.594
GO:0035025	positive regulation of Rho protein signal transduction	-19.268
GO:0051897	positive regulation of protein kinase B signaling	-19.192
GO:0002250	adaptive immune response	-18.9
GO:0042742	defense response to bacterium	-18.856
GO:0050918	positive chemotaxis	-18.746
GO:0006874	cellular calcium ion homeostasis	-18.452
GO:0042755	eating behavior	-18.156
GO:0007190	activation of adenylate cyclase activity	-17.893
GO:0050852	T cell receptor signaling pathway	-17.871
GO:0007613	memory	-17.805
GO:0050728	negative regulation of inflammatory response	-17.702
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	-17.611
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	-17.604
GO:0035176	social behavior	-17.567
GO:0007015	actin filament organization	-17.514
GO:0030449	regulation of complement activation	-17.456
GO:0007155	cell adhesion	-17.346
GO:0002548	monocyte chemotaxis	-17.271
GO:0007626	locomotory behavior	-17.246
