"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"10.499"	"564"	"376.318"	"17.877"
"hsa00020"	"Citrate cycle (TCA cycle)"	"9.238"	"261"	"152.687"	"11.725"
"hsa00620"	"Pyruvate metabolism"	"8.819"	"272"	"165.09"	"12.123"
"hsa00030"	"Pentose phosphate pathway"	"7.503"	"202"	"123.78"	"10.425"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"7.177"	"191"	"117.426"	"10.251"
"hsa04145"	"Phagosome"	"7.068"	"842"	"669.16"	"24.453"
"hsa00500"	"Starch and sucrose metabolism"	"7.015"	"166"	"100.321"	"9.362"
"hsa04966"	"Collecting duct acid secretion"	"6.946"	"186"	"116.646"	"9.985"
"hsa04922"	"Glucagon signaling pathway"	"6.823"	"559"	"421.017"	"20.223"
"hsa00270"	"Cysteine and methionine metabolism"	"6.658"	"206"	"133.823"	"10.84"
"hsa00564"	"Glycerophospholipid metabolism"	"6.632"	"110"	"59.284"	"7.647"
"hsa00230"	"Purine metabolism"	"6.63"	"539"	"412.322"	"19.106"
"hsa00260"	"Glycine, serine and threonine metabolism"	"6.594"	"193"	"125.785"	"10.194"
"hsa04210"	"Apoptosis"	"6.535"	"787"	"633.44"	"23.499"
"hsa04721"	"Synaptic vesicle cycle"	"6.506"	"359"	"258.345"	"15.472"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"6.374"	"201"	"132.735"	"10.71"
"hsa00561"	"Glycerolipid metabolism"	"6.302"	"121"	"69.898"	"8.109"
"hsa04066"	"HIF-1 signaling pathway"	"6.251"	"613"	"478.345"	"21.543"
"hsa04146"	"Peroxisome"	"6.167"	"166"	"105.753"	"9.77"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"6.007"	"1036"	"863.668"	"28.688"
"hsa00051"	"Fructose and mannose metabolism"	"5.944"	"185"	"122.753"	"10.473"
"hsa00750"	"Vitamin B6 metabolism"	"5.94"	"18"	"4.936"	"2.199"
"hsa04530"	"Tight junction"	"5.894"	"924"	"759.614"	"27.889"
"hsa05110"	"Vibrio cholerae infection"	"5.894"	"372"	"275.802"	"16.322"
"hsa05230"	"Central carbon metabolism in cancer"	"5.751"	"524"	"414.802"	"18.989"
"hsa04218"	"Cellular senescence"	"5.715"	"923"	"770.16"	"26.744"
"hsa00052"	"Galactose metabolism"	"5.668"	"163"	"108.742"	"9.572"
"hsa00640"	"Propanoate metabolism"	"5.662"	"129"	"80.26"	"8.609"
"hsa05130"	"Pathogenic Escherichia coli infection"	"5.617"	"635"	"514.996"	"21.364"
"hsa04540"	"Gap junction"	"5.602"	"719"	"590.264"	"22.981"
"hsa00480"	"Glutathione metabolism"	"5.486"	"114"	"68.612"	"8.274"
"hsa05152"	"Tuberculosis"	"5.48"	"649"	"525.89"	"22.464"
