"Pathway"	"Z-score"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"10.499"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"9.238"
"Pyruvate metabolism - Homo sapiens (human)"	"8.819"
"Pentose phosphate pathway - Homo sapiens (human)"	"7.503"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"7.177"
"Phagosome - Homo sapiens (human)"	"7.068"
"Starch and sucrose metabolism - Homo sapiens (human)"	"7.015"
"Collecting duct acid secretion - Homo sapiens (human)"	"6.946"
"Glucagon signaling pathway - Homo sapiens (human)"	"6.823"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"6.658"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"6.632"
"Purine metabolism - Homo sapiens (human)"	"6.63"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"6.594"
"Apoptosis - Homo sapiens (human)"	"6.535"
"Synaptic vesicle cycle - Homo sapiens (human)"	"6.506"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"6.374"
"Glycerolipid metabolism - Homo sapiens (human)"	"6.302"
"HIF-1 signaling pathway - Homo sapiens (human)"	"6.251"
"Peroxisome - Homo sapiens (human)"	"6.167"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"6.007"
"Fructose and mannose metabolism - Homo sapiens (human)"	"5.944"
"Vitamin B6 metabolism - Homo sapiens (human)"	"5.94"
"Tight junction - Homo sapiens (human)"	"5.894"
"Vibrio cholerae infection - Homo sapiens (human)"	"5.894"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"5.751"
"Cellular senescence - Homo sapiens (human)"	"5.715"
"Galactose metabolism - Homo sapiens (human)"	"5.668"
"Propanoate metabolism - Homo sapiens (human)"	"5.662"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"5.617"
"Gap junction - Homo sapiens (human)"	"5.602"
"Glutathione metabolism - Homo sapiens (human)"	"5.486"
"Tuberculosis - Homo sapiens (human)"	"5.48"
"Viral carcinogenesis - Homo sapiens (human)"	"5.478"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"5.46"
"Legionellosis - Homo sapiens (human)"	"5.438"
"Tryptophan metabolism - Homo sapiens (human)"	"5.385"
"Arginine and proline metabolism - Homo sapiens (human)"	"5.366"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"5.34"
"Pyrimidine metabolism - Homo sapiens (human)"	"5.24"
"Alcoholism - Homo sapiens (human)"	"5.149"
"Epstein-Barr virus infection - Homo sapiens (human)"	"5.125"
"RNA degradation - Homo sapiens (human)"	"5.032"
"Necroptosis - Homo sapiens (human)"	"5.002"
"Tyrosine metabolism - Homo sapiens (human)"	"4.984"
"Measles - Homo sapiens (human)"	"4.972"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"4.948"
"Toxoplasmosis - Homo sapiens (human)"	"4.885"
"HTLV-I infection - Homo sapiens (human)"	"4.861"
"Antigen processing and presentation - Homo sapiens (human)"	"4.829"
"Amphetamine addiction - Homo sapiens (human)"	"4.762"
"Prostate cancer - Homo sapiens (human)"	"4.725"
"DNA replication - Homo sapiens (human)"	"4.672"
"Systemic lupus erythematosus - Homo sapiens (human)"	"4.646"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"4.574"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"4.52"
"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	"4.428"
"Hepatitis B - Homo sapiens (human)"	"4.42"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"4.35"
"Lysosome - Homo sapiens (human)"	"4.343"
"MAPK signaling pathway - Homo sapiens (human)"	"4.275"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"4.259"
"Influenza A - Homo sapiens (human)"	"4.234"
"Insulin resistance - Homo sapiens (human)"	"4.18"
"Arginine biosynthesis - Homo sapiens (human)"	"4.155"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"4.128"
"Porphyrin and chlorophyll metabolism - Homo sapiens (human)"	"4.038"
"Phenylalanine metabolism - Homo sapiens (human)"	"4.029"
"ABC transporters - Homo sapiens (human)"	"4.005"
"Rheumatoid arthritis - Homo sapiens (human)"	"3.992"
"Long-term potentiation - Homo sapiens (human)"	"3.928"
"Fatty acid degradation - Homo sapiens (human)"	"3.883"
"Proteasome - Homo sapiens (human)"	"3.842"
"Th17 cell differentiation - Homo sapiens (human)"	"3.827"
"Apoptosis - multiple species - Homo sapiens (human)"	"3.781"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"3.728"
"Base excision repair - Homo sapiens (human)"	"3.665"
"p53 signaling pathway - Homo sapiens (human)"	"3.621"
"Fat digestion and absorption - Homo sapiens (human)"	"3.603"
"Oxytocin signaling pathway - Homo sapiens (human)"	"3.601"
"Oxidative phosphorylation - Homo sapiens (human)"	"3.582"
"Butanoate metabolism - Homo sapiens (human)"	"3.568"
"beta-Alanine metabolism - Homo sapiens (human)"	"3.518"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"3.517"
"Histidine metabolism - Homo sapiens (human)"	"3.41"
"Insulin signaling pathway - Homo sapiens (human)"	"3.4"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"3.39"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"3.339"
"Thyroid hormone synthesis - Homo sapiens (human)"	"3.289"
"Nicotinate and nicotinamide metabolism - Homo sapiens (human)"	"3.28"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"3.247"
"Oocyte meiosis - Homo sapiens (human)"	"3.227"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"3.178"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"3.172"
"Cell cycle - Homo sapiens (human)"	"3.09"
"Cocaine addiction - Homo sapiens (human)"	"3.089"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"3.08"
"Type II diabetes mellitus - Homo sapiens (human)"	"3.076"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"3.039"
"Leishmaniasis - Homo sapiens (human)"	"2.992"
"mTOR signaling pathway - Homo sapiens (human)"	"2.987"
