"GO.ID"	"GO.Term"	"zscore"
"GO:0005484"	"SNAP receptor activity"	"20.05"
"GO:0019905"	"syntaxin binding"	"18.903"
"GO:0052692"	"raffinose alpha-galactosidase activity"	"15.981"
"GO:0005483"	"soluble NSF attachment protein activity"	"15.713"
"GO:0004336"	"galactosylceramidase activity"	"15.216"
"GO:1990583"	"phospholipase D activator activity"	"15.042"
"GO:1990939"	"ATP-dependent microtubule motor activity"	"15.042"
"GO:0051433"	"BH2 domain binding"	"14.873"
"GO:0015578"	"mannose transmembrane transporter activity"	"14.551"
"GO:0005048"	"signal sequence binding"	"13.931"
"GO:0004504"	"peptidylglycine monooxygenase activity"	"13.831"
"GO:0004598"	"peptidylamidoglycolate lyase activity"	"13.831"
"GO:0035615"	"clathrin adaptor activity"	"13.548"
"GO:0000149"	"SNARE binding"	"12.475"
"GO:0016532"	"superoxide dismutase copper chaperone activity"	"12.308"
"GO:0005537"	"mannose binding"	"11.42"
"GO:0019003"	"GDP binding"	"10.595"
"GO:0004557"	"alpha-galactosidase activity"	"10.321"
"GO:0034188"	"apolipoprotein A-I receptor activity"	"9.899"
"GO:0090556"	"phosphatidylserine-translocating ATPase activity"	"9.899"
"GO:0005006"	"epidermal growth factor-activated receptor activity"	"9.802"
"GO:0036143"	"kringle domain binding"	"9.615"
"GO:0005086"	"ARF guanyl-nucleotide exchange factor activity"	"9.251"
"GO:0004008"	"copper-exporting ATPase activity"	"9.19"
"GO:0043682"	"copper-transporting ATPase activity"	"9.19"
"GO:0030742"	"GTP-dependent protein binding"	"8.688"
"GO:1990460"	"leptin receptor binding"	"8.131"
"GO:0005010"	"insulin-like growth factor-activated receptor activity"	"8.076"
"GO:0032767"	"copper-dependent protein binding"	"8.076"
"GO:0031404"	"chloride ion binding"	"8.039"
"GO:0052745"	"inositol phosphate phosphatase activity"	"7.996"
"GO:0002950"	"ceramide phosphoethanolamine synthase activity"	"7.696"
"GO:0033188"	"sphingomyelin synthase activity"	"7.696"
"GO:0047493"	"ceramide cholinephosphotransferase activity"	"7.696"
"GO:0008565"	"protein transporter activity"	"7.455"
"GO:0016936"	"galactoside binding"	"7.344"
"GO:0016505"	"peptidase activator activity involved in apoptotic process"	"7.166"
"GO:0031852"	"mu-type opioid receptor binding"	"7.147"
"GO:0051430"	"corticotropin-releasing hormone receptor 1 binding"	"7.091"
"GO:0005515"	"protein binding"	"7.069"
"GO:0051020"	"GTPase binding"	"6.986"
"GO:0034186"	"apolipoprotein A-I binding"	"6.982"
"GO:0005198"	"structural molecule activity"	"6.904"
"GO:1905394"	"retromer complex binding"	"6.861"
"GO:0090554"	"phosphatidylcholine-translocating ATPase activity"	"6.778"
"GO:0048408"	"epidermal growth factor binding"	"6.762"
"GO:0008509"	"anion transmembrane transporter activity"	"6.73"
"GO:0072320"	"volume-sensitive chloride channel activity"	"6.591"
"GO:0015299"	"solute:proton antiporter activity"	"6.418"
"GO:0030276"	"clathrin binding"	"6.371"
"GO:0043813"	"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"	"6.245"
"GO:0044877"	"macromolecular complex binding"	"6.226"
"GO:0019212"	"phosphatase inhibitor activity"	"6.207"
"GO:0004784"	"superoxide dismutase activity"	"6.157"
"GO:0005215"	"transporter activity"	"6.154"
"GO:0034596"	"phosphatidylinositol phosphate 4-phosphatase activity"	"6.12"
"GO:0034237"	"protein kinase A regulatory subunit binding"	"6.075"
"GO:0031698"	"beta-2 adrenergic receptor binding"	"6.049"
"GO:0052658"	"inositol-1,4,5-trisphosphate 5-phosphatase activity"	"6.049"
"GO:0015036"	"disulfide oxidoreductase activity"	"6.037"
"GO:0030506"	"ankyrin binding"	"5.971"
