"Pathway"	"Z-score"
"SNARE interactions in vesicular transport - Homo sapiens (human)"	"59.573"
"Endocytosis - Homo sapiens (human)"	"30.663"
"Synaptic vesicle cycle - Homo sapiens (human)"	"27.941"
"Lysosome - Homo sapiens (human)"	"24.444"
"Phagosome - Homo sapiens (human)"	"23.842"
"Vasopressin-regulated water reabsorption - Homo sapiens (human)"	"21.608"
"Hematopoietic cell lineage - Homo sapiens (human)"	"20.868"
"Asthma - Homo sapiens (human)"	"18.415"
"Graft-versus-host disease - Homo sapiens (human)"	"17.022"
"Allograft rejection - Homo sapiens (human)"	"16.436"
"Type I diabetes mellitus - Homo sapiens (human)"	"15.5"
"Autoimmune thyroid disease - Homo sapiens (human)"	"15.363"
"Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)"	"15.251"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"14.006"
"Vibrio cholerae infection - Homo sapiens (human)"	"13.648"
"Rheumatoid arthritis - Homo sapiens (human)"	"13.003"
"Antigen processing and presentation - Homo sapiens (human)"	"11.325"
"Bacterial invasion of epithelial cells - Homo sapiens (human)"	"10.916"
"Collecting duct acid secretion - Homo sapiens (human)"	"10.661"
"Viral myocarditis - Homo sapiens (human)"	"10.416"
"Intestinal immune network for IgA production - Homo sapiens (human)"	"9.89"
"Staphylococcus aureus infection - Homo sapiens (human)"	"9.191"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"8.772"
"Legionellosis - Homo sapiens (human)"	"8.141"
"ABC transporters - Homo sapiens (human)"	"7.904"
"Cholesterol metabolism - Homo sapiens (human)"	"7.845"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"7.824"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"7.647"
"Bile secretion - Homo sapiens (human)"	"7.375"
"MAPK signaling pathway - Homo sapiens (human)"	"7.203"
"Inositol phosphate metabolism - Homo sapiens (human)"	"7.199"
"Salmonella infection - Homo sapiens (human)"	"7.051"
"Insulin secretion - Homo sapiens (human)"	"7.033"
"Salivary secretion - Homo sapiens (human)"	"6.819"
"Phosphatidylinositol signaling system - Homo sapiens (human)"	"6.764"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"6.702"
"Ovarian steroidogenesis - Homo sapiens (human)"	"6.697"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"6.597"
"mTOR signaling pathway - Homo sapiens (human)"	"6.573"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"6.521"
"Nicotine addiction - Homo sapiens (human)"	"6.358"
"Gap junction - Homo sapiens (human)"	"6.168"
"Tuberculosis - Homo sapiens (human)"	"6.126"
"Mineral absorption - Homo sapiens (human)"	"5.887"
"Toxoplasmosis - Homo sapiens (human)"	"5.419"
"N-Glycan biosynthesis - Homo sapiens (human)"	"5.125"
"Fat digestion and absorption - Homo sapiens (human)"	"5.077"
"Pancreatic secretion - Homo sapiens (human)"	"4.989"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"4.883"
"Ras signaling pathway - Homo sapiens (human)"	"4.696"
"Vitamin digestion and absorption - Homo sapiens (human)"	"4.678"
"Biosynthesis of unsaturated fatty acids - Homo sapiens (human)"	"4.604"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"4.466"
"Autophagy - animal - Homo sapiens (human)"	"4.419"
"Oxidative phosphorylation - Homo sapiens (human)"	"4.371"
"Leishmaniasis - Homo sapiens (human)"	"4.177"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"4.013"
"Thyroid hormone synthesis - Homo sapiens (human)"	"3.796"
"Shigellosis - Homo sapiens (human)"	"3.775"
"Primary immunodeficiency - Homo sapiens (human)"	"3.764"
"Influenza A - Homo sapiens (human)"	"3.742"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"3.732"
"Insulin signaling pathway - Homo sapiens (human)"	"3.657"
"Propanoate metabolism - Homo sapiens (human)"	"3.579"
"Autophagy - other - Homo sapiens (human)"	"3.44"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"3.378"
"Complement and coagulation cascades - Homo sapiens (human)"	"3.301"
"Choline metabolism in cancer - Homo sapiens (human)"	"3.252"
"Steroid biosynthesis - Homo sapiens (human)"	"3.229"
"Th17 cell differentiation - Homo sapiens (human)"	"3.177"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"3.163"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"3.157"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"3.141"
"Other glycan degradation - Homo sapiens (human)"	"3.09"
"Hedgehog signaling pathway - Homo sapiens (human)"	"3.062"
"Pyruvate metabolism - Homo sapiens (human)"	"3.031"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"3"
"Gastric acid secretion - Homo sapiens (human)"	"2.922"
"Estrogen signaling pathway - Homo sapiens (human)"	"2.862"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"2.729"
"Dilated cardiomyopathy (DCM) - Homo sapiens (human)"	"2.654"
"Long-term potentiation - Homo sapiens (human)"	"2.63"
