"GO.ID"	"GO.Term"	"zscore"
"GO:0030133"	"transport vesicle"	"26.176"
"GO:0031201"	"SNARE complex"	"23.578"
"GO:0000139"	"Golgi membrane"	"22.689"
"GO:0030137"	"COPI-coated vesicle"	"19.641"
"GO:0036020"	"endolysosome membrane"	"19.104"
"GO:0005802"	"trans-Golgi network"	"18.892"
"GO:0032588"	"trans-Golgi network membrane"	"18.765"
"GO:0030665"	"clathrin-coated vesicle membrane"	"18.247"
"GO:0030126"	"COPI vesicle coat"	"18.054"
"GO:0033116"	"endoplasmic reticulum-Golgi intermediate compartment membrane"	"16.657"
"GO:0030118"	"clathrin coat"	"16.525"
"GO:0030670"	"phagocytic vesicle membrane"	"15.938"
"GO:0031673"	"H zone"	"15.397"
"GO:0030134"	"ER to Golgi transport vesicle"	"15.281"
"GO:0012507"	"ER to Golgi transport vesicle membrane"	"14.837"
"GO:0005770"	"late endosome"	"14.578"
"GO:0098857"	"membrane microdomain"	"14.551"
"GO:1990836"	"lysosomal matrix"	"14.551"
"GO:0005794"	"Golgi apparatus"	"14.536"
"GO:0097489"	"multivesicular body, internal vesicle lumen"	"13.966"
"GO:0005795"	"Golgi stack"	"13.868"
"GO:0030122"	"AP-2 adaptor complex"	"13.701"
"GO:0030140"	"trans-Golgi network transport vesicle"	"13.556"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"13.462"
"GO:0044220"	"host cell perinuclear region of cytoplasm"	"13.446"
"GO:0042589"	"zymogen granule membrane"	"12.559"
"GO:0098835"	"presynaptic endocytic zone membrane"	"12.423"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"12.353"
"GO:0045335"	"phagocytic vesicle"	"12.313"
"GO:0005768"	"endosome"	"12.234"
"GO:0005764"	"lysosome"	"11.877"
"GO:0030130"	"clathrin coat of trans-Golgi network vesicle"	"11.799"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"11.728"
"GO:0031088"	"platelet dense granule membrane"	"11.659"
"GO:0031901"	"early endosome membrane"	"11.396"
"GO:0030132"	"clathrin coat of coated pit"	"11.229"
"GO:0030136"	"clathrin-coated vesicle"	"10.81"
"GO:0042470"	"melanosome"	"10.716"
"GO:0048471"	"perinuclear region of cytoplasm"	"10.586"
