"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04130"	"SNARE interactions in vesicular transport"	"59.573"	"516"	"55.809"	"7.725"
"hsa04144"	"Endocytosis"	"30.663"	"1413"	"622.67"	"25.774"
"hsa04721"	"Synaptic vesicle cycle"	"27.941"	"523"	"165.42"	"12.798"
"hsa04142"	"Lysosome"	"24.444"	"349"	"102.066"	"10.102"
"hsa04145"	"Phagosome"	"23.842"	"935"	"437.725"	"20.857"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"21.608"	"346"	"118.836"	"10.513"
"hsa04640"	"Hematopoietic cell lineage"	"20.868"	"233"	"65.711"	"8.017"
"hsa05310"	"Asthma"	"18.415"	"108"	"21.866"	"4.677"
"hsa05332"	"Graft-versus-host disease"	"17.022"	"135"	"36.158"	"5.807"
"hsa05330"	"Allograft rejection"	"16.436"	"134"	"36.85"	"5.911"
"hsa04940"	"Type I diabetes mellitus"	"15.5"	"161"	"52.413"	"7.006"
"hsa05320"	"Autoimmune thyroid disease"	"15.363"	"137"	"41.099"	"6.242"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"15.251"	"301"	"133.187"	"11.003"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"14.006"	"208"	"82.196"	"8.982"
"hsa05110"	"Vibrio cholerae infection"	"13.648"	"367"	"178.959"	"13.778"
"hsa05323"	"Rheumatoid arthritis"	"13.003"	"305"	"156.327"	"11.433"
"hsa04612"	"Antigen processing and presentation"	"11.325"	"474"	"284.594"	"16.724"
"hsa05100"	"Bacterial invasion of epithelial cells"	"10.916"	"401"	"238.762"	"14.863"
"hsa04966"	"Collecting duct acid secretion"	"10.661"	"164"	"75.244"	"8.325"
"hsa05416"	"Viral myocarditis"	"10.416"	"219"	"113.827"	"10.097"
"hsa04672"	"Intestinal immune network for IgA production"	"9.89"	"120"	"50.862"	"6.991"
"hsa05150"	"Staphylococcus aureus infection"	"9.191"	"118"	"53.268"	"7.043"
"hsa05130"	"Pathogenic Escherichia coli infection"	"8.772"	"505"	"345.759"	"18.154"
"hsa05134"	"Legionellosis"	"8.141"	"439"	"297.228"	"17.415"
