"GO.ID"	"GO.Term"	"Z-score"
"GO:0006958"	"complement activation, classical pathway"	"40.962"
"GO:0006956"	"complement activation"	"40.201"
"GO:0030449"	"regulation of complement activation"	"37.156"
"GO:0050853"	"B cell receptor signaling pathway"	"25.974"
"GO:0050871"	"positive regulation of B cell activation"	"25.898"
"GO:0006910"	"phagocytosis, recognition"	"25.881"
"GO:0006955"	"immune response"	"25.502"
"GO:0007165"	"signal transduction"	"24.901"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"24.328"
"GO:0050900"	"leukocyte migration"	"24.079"
"GO:0006911"	"phagocytosis, engulfment"	"23.908"
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	"23.396"
"GO:0042742"	"defense response to bacterium"	"22.506"
"GO:2000609"	"regulation of thyroid hormone generation"	"22.327"
"GO:0006508"	"proteolysis"	"22.232"
"GO:0051897"	"positive regulation of protein kinase B signaling"	"21.527"
"GO:0006954"	"inflammatory response"	"21.154"
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"20.645"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"20.471"
"GO:0045087"	"innate immune response"	"20.132"
"GO:0050852"	"T cell receptor signaling pathway"	"19.987"
"GO:0000165"	"MAPK cascade"	"19.625"
"GO:0030168"	"platelet activation"	"19.041"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"18.924"
"GO:0019221"	"cytokine-mediated signaling pathway"	"18.892"
"GO:0042730"	"fibrinolysis"	"18.071"
"GO:0030335"	"positive regulation of cell migration"	"17.992"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"17.988"
"GO:0010951"	"negative regulation of endopeptidase activity"	"17.811"
"GO:0002250"	"adaptive immune response"	"17.617"
"GO:0007598"	"blood coagulation, extrinsic pathway"	"17.505"
"GO:2000427"	"positive regulation of apoptotic cell clearance"	"17.342"
"GO:0007411"	"axon guidance"	"17.25"
"GO:0010469"	"regulation of receptor activity"	"17.012"
"GO:0014068"	"positive regulation of phosphatidylinositol 3-kinase signaling"	"16.878"
"GO:0050776"	"regulation of immune response"	"16.725"
"GO:0006957"	"complement activation, alternative pathway"	"16.687"
"GO:0006898"	"receptor-mediated endocytosis"	"16.636"
"GO:0007166"	"cell surface receptor signaling pathway"	"16.466"
"GO:0031295"	"T cell costimulation"	"16.29"
"GO:0015706"	"nitrate transport"	"15.772"
"GO:0016116"	"carotenoid metabolic process"	"15.772"
"GO:0016119"	"carotene metabolic process"	"15.772"
"GO:0016122"	"xanthophyll metabolic process"	"15.772"
"GO:0008228"	"opsonization"	"15.678"
"GO:0030198"	"extracellular matrix organization"	"15.504"
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"15.477"
"GO:0043410"	"positive regulation of MAPK cascade"	"15.189"
"GO:0007597"	"blood coagulation, intrinsic pathway"	"15.112"
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	"15.018"
"GO:0006935"	"chemotaxis"	"14.664"
"GO:0002576"	"platelet degranulation"	"14.517"
"GO:0001525"	"angiogenesis"	"14.438"
"GO:0007267"	"cell-cell signaling"	"14.221"
"GO:0051918"	"negative regulation of fibrinolysis"	"14.046"
"GO:0009968"	"negative regulation of signal transduction"	"13.982"
"GO:0007155"	"cell adhesion"	"13.978"
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"13.906"
"GO:0048208"	"COPII vesicle coating"	"13.891"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"13.861"
"GO:0002223"	"stimulatory C-type lectin receptor signaling pathway"	"13.593"
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"13.553"
"GO:0050906"	"detection of stimulus involved in sensory perception"	"13.478"
"GO:0045957"	"negative regulation of complement activation, alternative pathway"	"13.465"
"GO:0048013"	"ephrin receptor signaling pathway"	"13.386"
"GO:0002377"	"immunoglobulin production"	"13.381"
"GO:0031638"	"zymogen activation"	"13.319"
"GO:0019835"	"cytolysis"	"13.008"
"GO:0060326"	"cell chemotaxis"	"13.004"
"GO:0070098"	"chemokine-mediated signaling pathway"	"12.962"
"GO:0007229"	"integrin-mediated signaling pathway"	"12.948"
"GO:0030593"	"neutrophil chemotaxis"	"12.867"
"GO:0043552"	"positive regulation of phosphatidylinositol 3-kinase activity"	"12.654"
"GO:0042060"	"wound healing"	"12.642"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"12.616"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"12.481"
"GO:0010757"	"negative regulation of plasminogen activation"	"12.287"
"GO:0006953"	"acute-phase response"	"12.121"
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"11.999"
"GO:0045766"	"positive regulation of angiogenesis"	"11.959"
