"Pathway"	"Z-score"
"Complement and coagulation cascades"	"35.35"
"Pertussis"	"19.379"
"Kaposi's sarcoma-associated herpesvirus infection"	"13.155"
"Prion diseases"	"12.722"
"Legionellosis"	"12.519"
"Staphylococcus aureus infection"	"12.377"
"Platelet activation"	"11.166"
"Tuberculosis"	"11.139"
"Chemokine signaling pathway"	"10.295"
"Apelin signaling pathway"	"9.824"
"Apoptosis"	"9.683"
"C-type lectin receptor signaling pathway"	"9.477"
"Cholinergic synapse"	"9.173"
"Relaxin signaling pathway"	"9.148"
"AGE-RAGE signaling pathway in diabetic complications"	"8.89"
"Fc epsilon RI signaling pathway"	"8.861"
"Chagas disease (American trypanosomiasis)"	"8.699"
"TNF signaling pathway"	"8.515"
"Estrogen signaling pathway"	"8.016"
"Hematopoietic cell lineage"	"7.96"
"T cell receptor signaling pathway"	"7.823"
"Phospholipase D signaling pathway"	"7.697"
"Cholesterol metabolism"	"7.56"
"Serotonergic synapse"	"7.287"
"Pathways in cancer"	"7.268"
"GnRH signaling pathway"	"7.209"
"Toxoplasmosis"	"7.118"
"Amoebiasis"	"7.072"
"Influenza A"	"7"
"Circadian entrainment"	"6.975"
"Choline metabolism in cancer"	"6.967"
"Neurotrophin signaling pathway"	"6.946"
"Long-term depression"	"6.852"
"Lysosome"	"6.85"
"Rap1 signaling pathway"	"6.708"
"PI3K-Akt signaling pathway"	"6.636"
"Natural killer cell mediated cytotoxicity"	"6.584"
"Dopaminergic synapse"	"6.58"
"Acute myeloid leukemia"	"6.528"
"Measles"	"6.474"
"GABAergic synapse"	"6.419"
"Malaria"	"6.353"
"NOD-like receptor signaling pathway"	"6.265"
"Ras signaling pathway"	"6.248"
"Prolactin signaling pathway"	"6.23"
"Hepatitis B"	"6.157"
"IL-17 signaling pathway"	"6.121"
"Sphingolipid signaling pathway"	"6.112"
"Glioma"	"6.073"
"MicroRNAs in cancer"	"6.021"
"Alcoholism"	"6.011"
"Prostate cancer"	"5.998"
"Oxytocin signaling pathway"	"5.915"
"Systemic lupus erythematosus"	"5.723"
"VEGF signaling pathway"	"5.633"
"Renin-angiotensin system"	"5.626"
"Viral myocarditis"	"5.589"
"Salmonella infection"	"5.533"
"Gap junction"	"5.362"
"Renin secretion"	"5.323"
"Glutamatergic synapse"	"5.261"
"Fc gamma R-mediated phagocytosis"	"5.243"
"Morphine addiction"	"5.197"
"Epithelial cell signaling in Helicobacter pylori infection"	"5.183"
"B cell receptor signaling pathway"	"4.976"
"Autophagy - animal"	"4.949"
"Inflammatory mediator regulation of TRP channels"	"4.929"
"cGMP-PKG signaling pathway"	"4.851"
"Bacterial invasion of epithelial cells"	"4.839"
"Gastric acid secretion"	"4.828"
"Alzheimer's disease"	"4.762"
"Regulation of actin cytoskeleton"	"4.709"
"Antigen processing and presentation"	"4.675"
"Apoptosis - multiple species"	"4.639"
"ECM-receptor interaction"	"4.532"
"Adrenergic signaling in cardiomyocytes"	"4.522"
"ErbB signaling pathway"	"4.415"
"Phagosome"	"4.391"
"Endometrial cancer"	"4.385"
"Colorectal cancer"	"4.309"
"Focal adhesion"	"4.189"
"Small cell lung cancer"	"4.175"
"Jak-STAT signaling pathway"	"4.115"
"Shigellosis"	"4.076"
