"ID"	"Pathway"	"Z-score"
"hsa04610"	"Complement and coagulation cascades"	"36.839"
"hsa04062"	"Chemokine signaling pathway"	"26.257"
"hsa04510"	"Focal adhesion"	"23.339"
"hsa05150"	"Staphylococcus aureus infection"	"23.32"
"hsa04014"	"Ras signaling pathway"	"22.968"
"hsa04015"	"Rap1 signaling pathway"	"22.572"
"hsa05200"	"Pathways in cancer"	"22.49"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"21.509"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"21.239"
"hsa04151"	"PI3K-Akt signaling pathway"	"21.199"
"hsa04072"	"Phospholipase D signaling pathway"	"20.928"
"hsa04810"	"Regulation of actin cytoskeleton"	"20.615"
"hsa04630"	"Jak-STAT signaling pathway"	"20.33"
"hsa05205"	"Proteoglycans in cancer"	"19.921"
"hsa04660"	"T cell receptor signaling pathway"	"19.505"
"hsa04012"	"ErbB signaling pathway"	"19.069"
"hsa04664"	"Fc epsilon RI signaling pathway"	"18.875"
"hsa04360"	"Axon guidance"	"18.771"
"hsa04662"	"B cell receptor signaling pathway"	"17.654"
"hsa04640"	"Hematopoietic cell lineage"	"17.532"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"17.459"
"hsa04611"	"Platelet activation"	"17.411"
"hsa04010"	"MAPK signaling pathway"	"17.385"
"hsa04380"	"Osteoclast differentiation"	"16.927"
"hsa04926"	"Relaxin signaling pathway"	"16.842"
"hsa04725"	"Cholinergic synapse"	"16.484"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"16.456"
"hsa04512"	"ECM-receptor interaction"	"15.988"
"hsa04620"	"Toll-like receptor signaling pathway"	"15.95"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"15.83"
"hsa04625"	"C-type lectin receptor signaling pathway"	"15.708"
"hsa05161"	"Hepatitis B"	"15.58"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"15.55"
"hsa05133"	"Pertussis"	"15.359"
"hsa04670"	"Leukocyte transendothelial migration"	"15.1"
"hsa04722"	"Neurotrophin signaling pathway"	"15.078"
"hsa04917"	"Prolactin signaling pathway"	"15.062"
"hsa04024"	"cAMP signaling pathway"	"14.837"
"hsa05152"	"Tuberculosis"	"14.795"
"hsa05140"	"Leishmaniasis"	"14.7"
"hsa05146"	"Amoebiasis"	"14.635"
"hsa05165"	"Human papillomavirus infection"	"14.62"
"hsa05160"	"Hepatitis C"	"14.542"
"hsa05215"	"Prostate cancer"	"14.455"
"hsa05231"	"Choline metabolism in cancer"	"14.409"
"hsa04659"	"Th17 cell differentiation"	"14.176"
"hsa04370"	"VEGF signaling pathway"	"14.038"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"14.004"
"hsa04658"	"Th1 and Th2 cell differentiation"	"13.941"
"hsa05145"	"Toxoplasmosis"	"13.898"
"hsa04071"	"Sphingolipid signaling pathway"	"13.873"
"hsa05211"	"Renal cell carcinoma"	"13.833"
"hsa04724"	"Glutamatergic synapse"	"13.766"
"hsa05221"	"Acute myeloid leukemia"	"13.71"
"hsa05332"	"Graft-versus-host disease"	"13.54"
"hsa05223"	"Non-small cell lung cancer"	"13.492"
"hsa05220"	"Chronic myeloid leukemia"	"13.387"
"hsa04668"	"TNF signaling pathway"	"13.294"
"hsa04742"	"Taste transduction"	"13.248"
"hsa05218"	"Melanoma"	"13.13"
"hsa05212"	"Pancreatic cancer"	"13.04"
"hsa05214"	"Glioma"	"13.009"
"hsa04064"	"NF-kappa B signaling pathway"	"12.825"
"hsa04726"	"Serotonergic synapse"	"12.543"
"hsa05330"	"Allograft rejection"	"12.451"
"hsa05206"	"MicroRNAs in cancer"	"12.443"
"hsa05226"	"Gastric cancer"	"12.145"
"hsa04912"	"GnRH signaling pathway"	"12.135"
"hsa04915"	"Estrogen signaling pathway"	"11.859"
"hsa04940"	"Type I diabetes mellitus"	"11.812"
"hsa05224"	"Breast cancer"	"11.532"
"hsa05144"	"Malaria"	"11.51"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"11.401"
"hsa05210"	"Colorectal cancer"	"11.27"
"hsa05100"	"Bacterial invasion of epithelial cells"	"11.25"
"hsa04210"	"Apoptosis"	"11.244"
"hsa05222"	"Small cell lung cancer"	"11.088"
"hsa04713"	"Circadian entrainment"	"11.041"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"11.027"
"hsa04621"	"NOD-like receptor signaling pathway"	"11.005"
"hsa04371"	"Apelin signaling pathway"	"10.976"
"hsa05213"	"Endometrial cancer"	"10.937"
"hsa04672"	"Intestinal immune network for IgA production"	"10.928"
"hsa05320"	"Autoimmune thyroid disease"	"10.872"
"hsa05225"	"Hepatocellular carcinoma"	"10.809"
"hsa05032"	"Morphine addiction"	"10.799"
"hsa04140"	"Autophagy - animal"	"10.539"
"hsa05162"	"Measles"	"10.385"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"10.331"
"hsa04730"	"Long-term depression"	"10.31"
"hsa05310"	"Asthma"	"10.241"
"hsa04657"	"IL-17 signaling pathway"	"10.163"
"hsa04930"	"Type II diabetes mellitus"	"10.099"
"hsa04215"	"Apoptosis - multiple species"	"9.68"
"hsa04916"	"Melanogenesis"	"9.629"
"hsa05020"	"Prion diseases"	"9.612"
"hsa04723"	"Retrograde endocannabinoid signaling"	"9.441"
"hsa04520"	"Adherens junction"	"9.406"
"hsa05219"	"Bladder cancer"	"9.37"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"9.345"
"hsa05132"	"Salmonella infection"	"9.268"
"hsa04921"	"Oxytocin signaling pathway"	"9.091"
"hsa04068"	"FoxO signaling pathway"	"9.081"
"hsa04066"	"HIF-1 signaling pathway"	"9.03"
"hsa04931"	"Insulin resistance"	"8.959"
"hsa04920"	"Adipocytokine signaling pathway"	"8.958"
"hsa05164"	"Influenza A"	"8.924"
"hsa05131"	"Shigellosis"	"8.844"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"8.809"
"hsa04720"	"Long-term potentiation"	"8.706"
"hsa05143"	"African trypanosomiasis"	"8.621"
"hsa05166"	"HTLV-I infection"	"8.599"
"hsa04919"	"Thyroid hormone signaling pathway"	"8.515"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"8.387"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"8.386"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"8.338"
"hsa04910"	"Insulin signaling pathway"	"8.253"
"hsa05416"	"Viral myocarditis"	"8.186"
"hsa05230"	"Central carbon metabolism in cancer"	"8.173"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.001"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"7.999"
"hsa04934"	"Cushing,s syndrome"	"7.949"
"hsa04727"	"GABAergic synapse"	"7.726"
"hsa04270"	"Vascular smooth muscle contraction"	"7.703"
"hsa05323"	"Rheumatoid arthritis"	"7.642"
"hsa04150"	"mTOR signaling pathway"	"7.606"
"hsa04022"	"cGMP-PKG signaling pathway"	"7.407"
"hsa04972"	"Pancreatic secretion"	"7.314"
"hsa05010"	"Alzheimer,s disease"	"7.277"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"7.266"
"hsa04070"	"Phosphatidylinositol signaling system"	"7.263"
"hsa05030"	"Cocaine addiction"	"7.256"
"hsa04211"	"Longevity regulating pathway"	"7.162"
"hsa05340"	"Primary immunodeficiency"	"7.121"
"hsa04973"	"Carbohydrate digestion and absorption"	"6.969"
"hsa04728"	"Dopaminergic synapse"	"6.924"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"6.83"
"hsa05033"	"Nicotine addiction"	"6.802"
"hsa04020"	"Calcium signaling pathway"	"6.764"
"hsa00562"	"Inositol phosphate metabolism"	"6.675"
"hsa04927"	"Cortisol synthesis and secretion"	"6.566"
"hsa04974"	"Protein digestion and absorption"	"6.469"
"hsa04971"	"Gastric acid secretion"	"6.233"
"hsa04540"	"Gap junction"	"6.128"
"hsa04144"	"Endocytosis"	"6.05"
"hsa04977"	"Vitamin digestion and absorption"	"5.938"
"hsa04911"	"Insulin secretion"	"5.713"
"hsa02010"	"ABC transporters"	"5.593"
"hsa04918"	"Thyroid hormone synthesis"	"5.52"
"hsa00531"	"Glycosaminoglycan degradation"	"5.438"
"hsa04976"	"Bile secretion"	"5.425"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"5.404"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"5.338"
"hsa05203"	"Viral carcinogenesis"	"5.204"
"hsa04614"	"Renin-angiotensin system"	"5.176"
"hsa04913"	"Ovarian steroidogenesis"	"5.16"
"hsa05168"	"Herpes simplex infection"	"5.019"
"hsa04924"	"Renin secretion"	"4.709"
"hsa05216"	"Thyroid cancer"	"4.659"
"hsa04925"	"Aldosterone synthesis and secretion"	"4.438"
"hsa04213"	"Longevity regulating pathway - multiple species"	"4.387"
"hsa05134"	"Legionellosis"	"4.383"
"hsa04217"	"Necroptosis"	"4.019"
"hsa04130"	"SNARE interactions in vesicular transport"	"3.996"
"hsa04970"	"Salivary secretion"	"3.976"
"hsa04218"	"Cellular senescence"	"3.942"
"hsa04979"	"Cholesterol metabolism"	"3.807"
"hsa00740"	"Riboflavin metabolism"	"3.755"
"hsa04975"	"Fat digestion and absorption"	"3.482"
"hsa04137"	"Mitophagy - animal"	"3.444"
"hsa00590"	"Arachidonic acid metabolism"	"3.212"
"hsa00430"	"Taurine and hypotaurine metabolism"	"3.184"
"hsa04530"	"Tight junction"	"3.138"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"3.09"
"hsa00592"	"alpha-Linolenic acid metabolism"	"3.089"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"3.076"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"2.961"
"hsa04350"	"TGF-beta signaling pathway"	"2.882"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"2.828"
"hsa05031"	"Amphetamine addiction"	"2.71"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"2.544"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.525"
"hsa04612"	"Antigen processing and presentation"	"2.421"
"hsa04714"	"Thermogenesis"	"2.324"
"hsa04152"	"AMPK signaling pathway"	"2.178"
"hsa05169"	"Epstein-Barr virus infection"	"2.007"
"hsa03450"	"Non-homologous end-joining"	"2.002"
"hsa04122"	"Sulfur relay system"	"1.985"
"hsa00565"	"Ether lipid metabolism"	"1.897"
"hsa04330"	"Notch signaling pathway"	"1.575"
"hsa00591"	"Linoleic acid metabolism"	"1.555"
"hsa04310"	"Wnt signaling pathway"	"1.509"
"hsa04142"	"Lysosome"	"1.504"
"hsa03050"	"Proteasome"	"1.41"
"hsa00750"	"Vitamin B6 metabolism"	"1.37"
"hsa00564"	"Glycerophospholipid metabolism"	"1.321"
"hsa00650"	"Butanoate metabolism"	"1.238"
"hsa00785"	"Lipoic acid metabolism"	"1.22"
"hsa03320"	"PPAR signaling pathway"	"1.22"
"hsa05202"	"Transcriptional misregulation in cancer"	"1.197"
"hsa00511"	"Other glycan degradation"	"1.174"
"hsa00480"	"Glutathione metabolism"	"1.152"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"1.025"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.01"
"hsa04114"	"Oocyte meiosis"	"0.988"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.963"
"hsa00350"	"Tyrosine metabolism"	"0.923"
"hsa00780"	"Biotin metabolism"	"0.86"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.833"
"hsa04922"	"Glucagon signaling pathway"	"0.819"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"0.797"
"hsa00510"	"N-Glycan biosynthesis"	"0.737"
"hsa04115"	"p53 signaling pathway"	"0.728"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.696"
"hsa05204"	"Chemical carcinogenesis"	"0.597"
