"GO.ID"	"GO.Term"	"Z-score"
"GO:0004930"	"G-protein coupled receptor activity"	"113.786"
"GO:0033038"	"bitter taste receptor activity"	"77.263"
"GO:0008009"	"chemokine activity"	"74.431"
"GO:0016493"	"C-C chemokine receptor activity"	"59.633"
"GO:0019956"	"chemokine binding"	"59.602"
"GO:0019957"	"C-C chemokine binding"	"59.504"
"GO:0042923"	"neuropeptide binding"	"52.661"
"GO:0008527"	"taste receptor activity"	"51.595"
"GO:0004950"	"chemokine receptor activity"	"48.516"
"GO:0016494"	"C-X-C chemokine receptor activity"	"37.514"
"GO:0048020"	"CCR chemokine receptor binding"	"37.015"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"36.767"
"GO:0030594"	"neurotransmitter receptor activity"	"35.642"
"GO:0038036"	"sphingosine-1-phosphate receptor activity"	"34.147"
"GO:0048248"	"CXCR3 chemokine receptor binding"	"33.753"
"GO:0004994"	"somatostatin receptor activity"	"33.067"
"GO:0042379"	"chemokine receptor binding"	"32.638"
"GO:0004966"	"galanin receptor activity"	"31.314"
"GO:0051378"	"serotonin binding"	"30.742"
"GO:0004985"	"opioid receptor activity"	"30.013"
"GO:0005184"	"neuropeptide hormone activity"	"29.395"
"GO:0008066"	"glutamate receptor activity"	"29.315"
"GO:0001601"	"peptide YY receptor activity"	"28.178"
"GO:0004949"	"cannabinoid receptor activity"	"28.011"
"GO:0001602"	"pancreatic polypeptide receptor activity"	"27.33"
"GO:0001664"	"G-protein coupled receptor binding"	"27.16"
"GO:0004938"	"alpha2-adrenergic receptor activity"	"27.133"
"GO:0001515"	"opioid peptide activity"	"26.745"
"GO:0031735"	"CCR10 chemokine receptor binding"	"26.617"
"GO:0001591"	"dopamine neurotransmitter receptor activity, coupled via Gi/Go"	"25.636"
"GO:0004983"	"neuropeptide Y receptor activity"	"23.897"
"GO:0004982"	"N-formyl peptide receptor activity"	"23.785"
"GO:0051379"	"epinephrine binding"	"23.601"
"GO:0016907"	"G-protein coupled acetylcholine receptor activity"	"23.204"
"GO:0004935"	"adrenergic receptor activity"	"22.929"
"GO:0004918"	"interleukin-8 receptor activity"	"22.567"
"GO:0001609"	"G-protein coupled adenosine receptor activity"	"22.242"
"GO:0031732"	"CCR7 chemokine receptor binding"	"22.104"
"GO:0001641"	"group II metabotropic glutamate receptor activity"	"20.79"
"GO:0035717"	"chemokine (C-C motif) ligand 7 binding"	"20.608"
"GO:0071791"	"chemokine (C-C motif) ligand 5 binding"	"20.574"
"GO:0070915"	"lysophosphatidic acid receptor activity"	"19.946"
"GO:0015026"	"coreceptor activity"	"19.885"
"GO:0045028"	"G-protein coupled purinergic nucleotide receptor activity"	"19.679"
"GO:0004965"	"G-protein coupled GABA receptor activity"	"19.671"
"GO:0008188"	"neuropeptide receptor activity"	"19.671"
"GO:0005246"	"calcium channel regulator activity"	"19.564"
"GO:0031726"	"CCR1 chemokine receptor binding"	"19.511"
"GO:0019958"	"C-X-C chemokine binding"	"19.453"
"GO:0005124"	"scavenger receptor binding"	"19.299"
"GO:0019959"	"interleukin-8 binding"	"19.205"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"18.891"
"GO:0031683"	"G-protein beta/gamma-subunit complex binding"	"18.137"
"GO:0008201"	"heparin binding"	"18.008"
"GO:0005179"	"hormone activity"	"17.876"
"GO:0001607"	"neuromedin U receptor activity"	"17.854"
"GO:0042924"	"neuromedin U binding"	"17.854"
"GO:0004947"	"bradykinin receptor activity"	"17.628"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"17.542"
"GO:0004878"	"complement component C5a receptor activity"	"17.354"
"GO:0032795"	"heterotrimeric G-protein binding"	"17.334"
"GO:0035240"	"dopamine binding"	"17.283"
"GO:0008144"	"drug binding"	"16.658"
"GO:0050646"	"5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding"	"16.572"
"GO:0050647"	"5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding"	"16.572"
"GO:0050648"	"5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding"	"16.572"
"GO:0042056"	"chemoattractant activity"	"16.429"
"GO:0031728"	"CCR3 chemokine receptor binding"	"16.399"
"GO:0099582"	"neurotransmitter receptor activity involved in regulation of presynaptic cytosolic calcium ion concentration"	"16.366"
"GO:0017082"	"mineralocorticoid receptor activity"	"16.239"
"GO:0001640"	"adenylate cyclase inhibiting G-protein coupled glutamate receptor activity"	"16.177"
"GO:0001626"	"nociceptin receptor activity"	"16.121"
"GO:0031764"	"type 1 galanin receptor binding"	"15.751"
"GO:0031765"	"type 2 galanin receptor binding"	"15.751"
"GO:0031766"	"type 3 galanin receptor binding"	"15.751"
"GO:0031731"	"CCR6 chemokine receptor binding"	"15.648"
"GO:0001883"	"purine nucleoside binding"	"15.627"
"GO:0001856"	"complement component C5a binding"	"15.564"
"GO:0030298"	"receptor signaling protein tyrosine kinase activator activity"	"15.469"
"GO:0031729"	"CCR4 chemokine receptor binding"	"15.469"
"GO:0046817"	"chemokine receptor antagonist activity"	"15.469"
"GO:0031704"	"apelin receptor binding"	"15.464"
"GO:0004876"	"complement component C3a receptor activity"	"15.45"
"GO:0038048"	"dynorphin receptor activity"	"15.391"
"GO:0017046"	"peptide hormone binding"	"15.37"
"GO:0031821"	"G-protein coupled serotonin receptor binding"	"15.29"
"GO:0033612"	"receptor serine/threonine kinase binding"	"15.219"
"GO:0038046"	"enkephalin receptor activity"	"15.104"
"GO:0035715"	"chemokine (C-C motif) ligand 2 binding"	"15.032"
"GO:0035716"	"chemokine (C-C motif) ligand 12 binding"	"15.032"
"GO:0015065"	"uridine nucleotide receptor activity"	"15.006"
"GO:0070553"	"nicotinic acid receptor activity"	"14.916"
"GO:0031841"	"neuropeptide Y receptor binding"	"14.897"
"GO:0035757"	"chemokine (C-C motif) ligand 19 binding"	"14.893"
"GO:0035758"	"chemokine (C-C motif) ligand 21 binding"	"14.893"
"GO:0038117"	"C-C motif chemokine 19 receptor activity"	"14.893"
"GO:0038121"	"C-C motif chemokine 21 receptor activity"	"14.893"
"GO:0008502"	"melatonin receptor activity"	"14.73"
"GO:0031715"	"C5L2 anaphylatoxin chemotactic receptor binding"	"14.579"
