"Pathway"	"Z-score"
"Neuroactive ligand-receptor interaction"	"87.536"
"Taste transduction"	"76.819"
"Cytokine-cytokine receptor interaction"	"71.051"
"Chemokine signaling pathway"	"48.154"
"Complement and coagulation cascades"	"28.64"
"Staphylococcus aureus infection"	"26.834"
"cAMP signaling pathway"	"23.525"
"Intestinal immune network for IgA production"	"22.323"
"Serotonergic synapse"	"18.119"
"Morphine addiction"	"18.111"
"Glutamatergic synapse"	"17.663"
"Phospholipase D signaling pathway"	"15.962"
"Regulation of lipolysis in adipocytes"	"15.418"
"Cocaine addiction"	"14.092"
"Renin-angiotensin system"	"12.868"
"GABAergic synapse"	"11.888"
"Sphingolipid signaling pathway"	"11.848"
"Rheumatoid arthritis"	"11.842"
"Pertussis"	"11.348"
"Circadian entrainment"	"9.45"
"cGMP-PKG signaling pathway"	"9.18"
"Renin secretion"	"8.705"
"Cholinergic synapse"	"8.112"
"Gastric acid secretion"	"7.674"
"Rap1 signaling pathway"	"7.572"
"IL-17 signaling pathway"	"7.531"
"Retrograde endocannabinoid signaling"	"6.524"
"Kaposi's sarcoma-associated herpesvirus infection"	"6.296"
"TNF signaling pathway"	"6.23"
"Relaxin signaling pathway"	"6.011"
"Dopaminergic synapse"	"5.873"
"Chagas disease (American trypanosomiasis)"	"4.811"
"Apelin signaling pathway"	"4.636"
"NF-kappa B signaling pathway"	"4.307"
"Leukocyte transendothelial migration"	"4.272"
"Toll-like receptor signaling pathway"	"4.184"
"Epithelial cell signaling in Helicobacter pylori infection"	"3.609"
"Long-term depression"	"3.238"
"Melanogenesis"	"3.04"
"Prion diseases"	"2.54"
"Axon guidance"	"2.381"
"NOD-like receptor signaling pathway"	"2.324"
"Malaria"	"2.184"
"Parkinson's disease"	"2.011"
"Phototransduction"	"1.711"
"Salmonella infection"	"1.594"
"Legionellosis"	"1.588"
"Calcium signaling pathway"	"1.258"
"Cushing's syndrome"	"1.251"
"Carbohydrate digestion and absorption"	"1.236"
"Cytosolic DNA-sensing pathway"	"1.025"
"Platelet activation"	"1.005"
"Pathways in cancer"	"0.992"
"Amoebiasis"	"0.842"
"RIG-I-like receptor signaling pathway"	"0.791"
"Estrogen signaling pathway"	"0.577"
"Alcoholism"	"0.507"
"Cortisol synthesis and secretion"	"0.507"
"Adipocytokine signaling pathway"	"0.335"
"Adrenergic signaling in cardiomyocytes"	"0.252"
"D-Arginine and D-ornithine metabolism"	"-0.032"
"Gap junction"	"-0.092"
"Biotin metabolism"	"-0.201"
"Olfactory transduction"	"-0.305"
"Taurine and hypotaurine metabolism"	"-0.315"
"Riboflavin metabolism"	"-0.324"
"Caffeine metabolism"	"-0.333"
"Lipoic acid metabolism"	"-0.344"
"Glycosaminoglycan degradation"	"-0.393"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.421"
"D-Glutamine and D-glutamate metabolism"	"-0.441"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.46"
"Vitamin B6 metabolism"	"-0.474"
"Other glycan degradation"	"-0.528"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.557"
"Progesterone-mediated oocyte maturation"	"-0.57"
"Sulfur metabolism"	"-0.571"
"Mannose type O-glycan biosynthesis"	"-0.574"
"alpha-Linolenic acid metabolism"	"-0.607"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.618"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.674"
"Nitrogen metabolism"	"-0.689"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.71"
"Sulfur relay system"	"-0.73"
"Other types of O-glycan biosynthesis"	"-0.762"
"Linoleic acid metabolism"	"-0.766"
"Mucin type O-glycan biosynthesis"	"-0.766"
"Phosphonate and phosphinate metabolism"	"-0.783"
"Vitamin digestion and absorption"	"-0.794"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.811"
"Nicotinate and nicotinamide metabolism"	"-0.814"
"Pantothenate and CoA biosynthesis"	"-0.816"
"Thiamine metabolism"	"-0.857"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.877"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.975"
"Protein digestion and absorption"	"-0.999"
"Selenocompound metabolism"	"-1.004"
"Toxoplasmosis"	"-1.015"
"Ether lipid metabolism"	"-1.032"
"Primary bile acid biosynthesis"	"-1.055"
