"GO.ID"	"GO.Term"	"Z-score"
"GO:0008307"	"structural constituent of muscle"	"59.723"
"GO:0051015"	"actin filament binding"	"44.385"
"GO:0030172"	"troponin C binding"	"37.306"
"GO:0031014"	"troponin T binding"	"36.919"
"GO:0031013"	"troponin I binding"	"35.545"
"GO:0003779"	"actin binding"	"35.034"
"GO:0032038"	"myosin II heavy chain binding"	"32.031"
"GO:0030899"	"calcium-dependent ATPase activity"	"30.233"
"GO:0005509"	"calcium ion binding"	"28.884"
"GO:0005523"	"tropomyosin binding"	"28.028"
"GO:0031432"	"titin binding"	"26.67"
"GO:0051371"	"muscle alpha-actinin binding"	"25.949"
"GO:0031433"	"telethonin binding"	"24.697"
"GO:0051373"	"FATZ binding"	"24.008"
"GO:0005516"	"calmodulin binding"	"22.715"
"GO:0070080"	"titin Z domain binding"	"20.878"
"GO:0000146"	"microfilament motor activity"	"19.834"
"GO:0017018"	"myosin phosphatase activity"	"19.374"
"GO:0003785"	"actin monomer binding"	"19.053"
"GO:0032036"	"myosin heavy chain binding"	"16.475"
"GO:0017166"	"vinculin binding"	"15.996"
"GO:0097493"	"structural molecule activity conferring elasticity"	"15.612"
"GO:0005212"	"structural constituent of eye lens"	"15.168"
"GO:0005178"	"integrin binding"	"15.057"
"GO:0036122"	"BMP binding"	"14.937"
"GO:0008092"	"cytoskeletal protein binding"	"14.442"
"GO:0044325"	"ion channel binding"	"14.136"
"GO:0030898"	"actin-dependent ATPase activity"	"13.924"
"GO:0050262"	"ribosylnicotinamide kinase activity"	"13.268"
"GO:0061769"	"ribosylnicotinate kinase activity"	"13.268"
"GO:0002162"	"dystroglycan binding"	"12.929"
"GO:0005201"	"extracellular matrix structural constituent"	"12.753"
"GO:0005524"	"ATP binding"	"11.577"
"GO:0005200"	"structural constituent of cytoskeleton"	"11.438"
"GO:0004687"	"myosin light chain kinase activity"	"11.235"
"GO:0003774"	"motor activity"	"11.138"
"GO:0050998"	"nitric-oxide synthase binding"	"11.064"
"GO:0005518"	"collagen binding"	"11.032"
"GO:0032027"	"myosin light chain binding"	"10.959"
"GO:0017022"	"myosin binding"	"10.856"
"GO:0004021"	"L-alanine:2-oxoglutarate aminotransferase activity"	"10.559"
