"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"41.149"	"739"	"194.568"	"13.231"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"40.821"	"705"	"182.12"	"12.809"
"hsa04260"	"Cardiac muscle contraction"	"33.742"	"446"	"106.93"	"10.049"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"23.79"	"939"	"448.487"	"20.618"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"21.425"	"395"	"148.311"	"11.514"
"hsa04510"	"Focal adhesion"	"21.026"	"1114"	"611.292"	"23.909"
"hsa04810"	"Regulation of actin cytoskeleton"	"20.011"	"1097"	"612.995"	"24.187"
"hsa04270"	"Vascular smooth muscle contraction"	"18.168"	"611"	"306.265"	"16.774"
"hsa04512"	"ECM-receptor interaction"	"17.623"	"252"	"89.32"	"9.231"
"hsa04921"	"Oxytocin signaling pathway"	"17.465"	"834"	"477.845"	"20.392"
"hsa04371"	"Apelin signaling pathway"	"14.286"	"721"	"441.841"	"19.541"
"hsa04530"	"Tight junction"	"14.152"	"1061"	"694.266"	"25.914"
"hsa04670"	"Leukocyte transendothelial migration"	"13.792"	"539"	"311.74"	"16.477"
"hsa04022"	"cGMP-PKG signaling pathway"	"13.583"	"735"	"452.242"	"20.817"
"hsa04925"	"Aldosterone synthesis and secretion"	"12.7"	"371"	"201.412"	"13.354"
"hsa04720"	"Long-term potentiation"	"12.389"	"479"	"279.76"	"16.082"
"hsa04971"	"Gastric acid secretion"	"12.296"	"360"	"198.251"	"13.155"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"12.183"	"555"	"344.464"	"17.281"
"hsa05031"	"Amphetamine addiction"	"12.171"	"433"	"256.607"	"14.492"
"hsa04713"	"Circadian entrainment"	"12.009"	"447"	"268.868"	"14.833"
"hsa04970"	"Salivary secretion"	"11.633"	"296"	"156.44"	"11.997"
"hsa04611"	"Platelet activation"	"11.459"	"588"	"380.506"	"18.107"
"hsa04922"	"Glucagon signaling pathway"	"11.018"	"578"	"378.334"	"18.123"
"hsa04910"	"Insulin signaling pathway"	"10.406"	"782"	"547.068"	"22.577"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"10.381"	"475"	"307.28"	"16.157"
