"Pathway"	"Z-score"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"	"50.951"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"	"32.497"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"28.483"
"Pyruvate metabolism - Homo sapiens (human)"	"21.925"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"20.26"
"Starch and sucrose metabolism - Homo sapiens (human)"	"19.055"
"Cysteine and methionine metabolism - Homo sapiens (human)"	"18.822"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"18.449"
"Propanoate metabolism - Homo sapiens (human)"	"18.112"
"Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"	"17.933"
"Valine, leucine and isoleucine degradation - Homo sapiens (human)"	"17.012"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"16.929"
"Galactose metabolism - Homo sapiens (human)"	"16.583"
"Fructose and mannose metabolism - Homo sapiens (human)"	"16.444"
"Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)"	"16.134"
"Pentose phosphate pathway - Homo sapiens (human)"	"15.688"
"Proteasome - Homo sapiens (human)"	"15.386"
"Glucagon signaling pathway - Homo sapiens (human)"	"15.123"
"Phagosome - Homo sapiens (human)"	"14.974"
"Pathogenic Escherichia coli infection - Homo sapiens (human)"	"14.569"
"Insulin signaling pathway - Homo sapiens (human)"	"12.661"
"Gap junction - Homo sapiens (human)"	"12.404"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"12.274"
"Tryptophan metabolism - Homo sapiens (human)"	"12.063"
"Arginine and proline metabolism - Homo sapiens (human)"	"11.887"
"Fatty acid degradation - Homo sapiens (human)"	"11.755"
"Vibrio cholerae infection - Homo sapiens (human)"	"11.716"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"11.541"
"Terpenoid backbone biosynthesis - Homo sapiens (human)"	"11.51"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"10.646"
"Glutathione metabolism - Homo sapiens (human)"	"10.367"
"Oxidative phosphorylation - Homo sapiens (human)"	"10.249"
"Purine metabolism - Homo sapiens (human)"	"10.192"
"HIF-1 signaling pathway - Homo sapiens (human)"	"10.094"
"Butanoate metabolism - Homo sapiens (human)"	"9.853"
"Tight junction - Homo sapiens (human)"	"9.813"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"9.743"
"Cholesterol metabolism - Homo sapiens (human)"	"9.62"
"Fat digestion and absorption - Homo sapiens (human)"	"9.502"
"Parkinson,s disease - Homo sapiens (human)"	"9.421"
"Pyrimidine metabolism - Homo sapiens (human)"	"9.405"
"Glycerolipid metabolism - Homo sapiens (human)"	"9.383"
"Legionellosis - Homo sapiens (human)"	"9.268"
"Peroxisome - Homo sapiens (human)"	"9.256"
"Collecting duct acid secretion - Homo sapiens (human)"	"9.232"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"9.227"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"8.886"
"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"	"8.812"
"Prion diseases - Homo sapiens (human)"	"8.786"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"8.712"
"One carbon pool by folate - Homo sapiens (human)"	"8.624"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"8.458"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"8.423"
"Lysine degradation - Homo sapiens (human)"	"8.286"
"Histidine metabolism - Homo sapiens (human)"	"8.068"
"Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)"	"8.036"
"Mannose type O-glycan biosynthesis - Homo sapiens (human)"	"8.027"
"Antigen processing and presentation - Homo sapiens (human)"	"7.836"
"Tyrosine metabolism - Homo sapiens (human)"	"7.766"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"7.689"
"Phenylalanine metabolism - Homo sapiens (human)"	"7.615"
"RNA degradation - Homo sapiens (human)"	"7.558"
"Insulin resistance - Homo sapiens (human)"	"7.462"
