"GO.ID"	"GO.Term"	"Z-score"
"GO:0008146"	"sulfotransferase activity"	"40.619"
"GO:0008467"	"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity"	"33.752"
"GO:0005362"	"low-affinity glucose:sodium symporter activity"	"31.591"
"GO:0004062"	"aryl sulfotransferase activity"	"26.258"
"GO:0030021"	"extracellular matrix structural constituent conferring compression resistance"	"22.774"
"GO:0005524"	"ATP binding"	"22.739"
"GO:0015018"	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity"	"21.156"
"GO:0017095"	"heparan sulfate 6-O-sulfotransferase activity"	"20.281"
"GO:0015016"	"[heparan sulfate]-glucosamine N-sulfotransferase activity"	"20.04"
"GO:0030170"	"pyridoxal phosphate binding"	"19.943"
"GO:0001517"	"N-acetylglucosamine 6-O-sulfotransferase activity"	"19.477"
"GO:0030305"	"heparanase activity"	"19.133"
"GO:0042328"	"heparan sulfate N-acetylglucosaminyltransferase activity"	"18.89"
"GO:0033872"	"[heparan sulfate]-glucosamine 3-sulfotransferase 3 activity"	"18.623"
"GO:0001537"	"N-acetylgalactosamine 4-O-sulfotransferase activity"	"18.291"
"GO:0030158"	"protein xylosyltransferase activity"	"17.587"
"GO:0050119"	"N-acetylglucosamine deacetylase activity"	"17.587"
"GO:0047756"	"chondroitin 4-sulfotransferase activity"	"17.085"
"GO:0001733"	"galactosylceramide sulfotransferase activity"	"16.705"
"GO:0050656"	"3'-phosphoadenosine 5'-phosphosulfate binding"	"16.538"
"GO:0051082"	"unfolded protein binding"	"15.53"
"GO:0050294"	"steroid sulfotransferase activity"	"15.494"
"GO:0051287"	"NAD binding"	"15.419"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"14.804"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"14.73"
"GO:0005525"	"GTP binding"	"14.266"
"GO:0016208"	"AMP binding"	"14.138"
"GO:0005200"	"structural constituent of cytoskeleton"	"14.073"
"GO:0047894"	"flavonol 3-sulfotransferase activity"	"13.82"
"GO:0047220"	"galactosylxylosylprotein 3-beta-galactosyltransferase activity"	"13.774"
"GO:0008459"	"chondroitin 6-sulfotransferase activity"	"13.088"
"GO:0033871"	"[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity"	"12.965"
"GO:0002161"	"aminoacyl-tRNA editing activity"	"12.824"
"GO:0050509"	"N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity"	"12.74"
"GO:0008184"	"glycogen phosphorylase activity"	"12.703"
"GO:0102250"	NA	"12.703"
"GO:0102499"	NA	"12.703"
"GO:0050508"	"glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity"	"12.563"
"GO:0050694"	"galactose 3-O-sulfotransferase activity"	"12.527"
"GO:0050698"	"proteoglycan sulfotransferase activity"	"12.527"
"GO:0001758"	"retinal dehydrogenase activity"	"12.405"
"GO:0005536"	"glucose binding"	"12.376"
"GO:0004459"	"L-lactate dehydrogenase activity"	"12.278"
"GO:0003987"	"acetate-CoA ligase activity"	"12.272"
"GO:0004082"	"bisphosphoglycerate mutase activity"	"11.905"
"GO:0016887"	"ATPase activity"	"11.86"
"GO:0004029"	"aldehyde dehydrogenase (NAD) activity"	"11.846"
"GO:0009055"	"electron carrier activity"	"11.631"
"GO:0008379"	"thioredoxin peroxidase activity"	"11.601"
"GO:0004027"	"alcohol sulfotransferase activity"	"11.395"
"GO:0003924"	"GTPase activity"	"11.05"
"GO:0042623"	"ATPase activity, coupled"	"10.747"
"GO:0004084"	"branched-chain-amino-acid transaminase activity"	"10.717"
"GO:0052654"	"L-leucine transaminase activity"	"10.717"
"GO:0052655"	"L-valine transaminase activity"	"10.717"
"GO:0052656"	"L-isoleucine transaminase activity"	"10.717"
"GO:0016597"	"amino acid binding"	"10.659"
"GO:0004619"	"phosphoglycerate mutase activity"	"10.625"
"GO:0004394"	"heparan sulfate 2-O-sulfotransferase activity"	"10.505"
"GO:0004298"	"threonine-type endopeptidase activity"	"10.432"
"GO:0047086"	"ketosteroid monooxygenase activity"	"10.375"
"GO:0016229"	"steroid dehydrogenase activity"	"10.293"
