"Pathway"	"Z-score"
"Glycolysis / Gluconeogenesis"	"21.815"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"20.538"
"Fructose and mannose metabolism"	"20.234"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"19.45"
"Amino sugar and nucleotide sugar metabolism"	"19.339"
"Pentose phosphate pathway"	"18.99"
"Galactose metabolism"	"15.246"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"15.004"
"Pyruvate metabolism"	"14.88"
"Starch and sucrose metabolism"	"12.575"
"Central carbon metabolism in cancer"	"11.416"
"Cysteine and methionine metabolism"	"11.134"
"Citrate cycle (TCA cycle)"	"10.183"
"Glucagon signaling pathway"	"8.709"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"8.489"
"HIF-1 signaling pathway"	"7.944"
"Arginine and proline metabolism"	"7.7"
"Pentose and glucuronate interconversions"	"7.369"
"Glycine, serine and threonine metabolism"	"7.206"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.144"
"Phenylalanine metabolism"	"6.839"
"Ascorbate and aldarate metabolism"	"6.636"
"Mannose type O-glycan biosynthesis"	"5.729"
"Insulin signaling pathway"	"5.631"
"AMPK signaling pathway"	"5.22"
"Glyoxylate and dicarboxylate metabolism"	"5.214"
"MicroRNAs in cancer"	"5.191"
"N-Glycan biosynthesis"	"4.959"
"Proteoglycans in cancer"	"4.911"
"Propanoate metabolism"	"4.793"
"Insulin resistance"	"4.593"
"Alanine, aspartate and glutamate metabolism"	"4.43"
"Lysine degradation"	"4.333"
"Tyrosine metabolism"	"4.298"
"Neomycin, kanamycin and gentamicin biosynthesis"	"4.227"
"Glycosaminoglycan degradation"	"4.035"
"Renal cell carcinoma"	"3.974"
"Arginine biosynthesis"	"3.933"
"Carbohydrate digestion and absorption"	"3.843"
"Other types of O-glycan biosynthesis"	"3.792"
"Cell adhesion molecules (CAMs)"	"3.754"
"Histidine metabolism"	"3.605"
"Malaria"	"3.603"
"Proximal tubule bicarbonate reclamation"	"3.558"
"Valine, leucine and isoleucine degradation"	"3.54"
"ECM-receptor interaction"	"3.402"
"Glutathione metabolism"	"3.251"
"Purine metabolism"	"3.142"
"Fluid shear stress and atherosclerosis"	"2.999"
"Glycerolipid metabolism"	"2.975"
"beta-Alanine metabolism"	"2.936"
"PI3K-Akt signaling pathway"	"2.856"
"Sulfur metabolism"	"2.777"
"Prion diseases"	"2.727"
"Tryptophan metabolism"	"2.544"
"Pancreatic cancer"	"2.527"
"RNA degradation"	"2.464"
"Bladder cancer"	"2.393"
"Autophagy - animal"	"2.36"
"Fatty acid degradation"	"2.307"
"Hepatitis C"	"2.281"
"Thiamine metabolism"	"2.281"
"MAPK signaling pathway"	"2.261"
"Type II diabetes mellitus"	"2.243"
"Selenocompound metabolism"	"2.052"
"Rap1 signaling pathway"	"1.97"
"Steroid biosynthesis"	"1.796"
"Longevity regulating pathway - multiple species"	"1.77"
"Necroptosis"	"1.759"
"Leukocyte transendothelial migration"	"1.742"
"Ras signaling pathway"	"1.72"
"Non-small cell lung cancer"	"1.592"
"Oocyte meiosis"	"1.585"
"Protein export"	"1.56"
"Calcium signaling pathway"	"1.555"
"Epithelial cell signaling in Helicobacter pylori infection"	"1.536"
"p53 signaling pathway"	"1.52"
"Glioma"	"1.489"
"Adherens junction"	"1.473"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.471"
"Melanoma"	"1.458"
"PPAR signaling pathway"	"1.453"
"Inositol phosphate metabolism"	"1.447"
"FoxO signaling pathway"	"1.422"
"Estrogen signaling pathway"	"1.366"
"Oxidative phosphorylation"	"1.36"
"Cytokine-cytokine receptor interaction"	"1.357"
"Epstein-Barr virus infection"	"1.338"
"Nicotinate and nicotinamide metabolism"	"1.27"
"Peroxisome"	"1.254"
"TGF-beta signaling pathway"	"1.231"
"ErbB signaling pathway"	"1.227"
"RNA polymerase"	"1.196"
"Colorectal cancer"	"1.187"
"Gap junction"	"1.159"
"Non-alcoholic fatty liver disease (NAFLD)"	"1.15"
"Autophagy - other"	"1.142"
"Porphyrin and chlorophyll metabolism"	"1.135"
"Progesterone-mediated oocyte maturation"	"1.027"
"Hepatocellular carcinoma"	"0.992"
"Prostate cancer"	"0.991"
"Pyrimidine metabolism"	"0.965"
"Tight junction"	"0.921"
"Fat digestion and absorption"	"0.903"
"Axon guidance"	"0.899"
"Ferroptosis"	"0.885"
"ABC transporters"	"0.856"
"Aminoacyl-tRNA biosynthesis"	"0.804"
"Transcriptional misregulation in cancer"	"0.783"
"Ether lipid metabolism"	"0.763"
"Intestinal immune network for IgA production"	"0.756"
"Proteasome"	"0.744"
"Thyroid hormone signaling pathway"	"0.739"
"Sphingolipid metabolism"	"0.725"
"Steroid hormone biosynthesis"	"0.704"
"Cholesterol metabolism"	"0.687"
"Huntington's disease"	"0.685"
"Focal adhesion"	"0.668"
"Vibrio cholerae infection"	"0.666"
"Pathways in cancer"	"0.664"
"Amyotrophic lateral sclerosis (ALS)"	"0.646"
"Lysosome"	"0.624"
"Regulation of lipolysis in adipocytes"	"0.597"
"Relaxin signaling pathway"	"0.587"
"Endometrial cancer"	"0.523"
"Long-term depression"	"0.522"
"VEGF signaling pathway"	"0.515"
"Cortisol synthesis and secretion"	"0.435"
"Cytosolic DNA-sensing pathway"	"0.425"
"Parkinson's disease"	"0.423"
"Shigellosis"	"0.397"
"Gastric cancer"	"0.388"
"Mitophagy - animal"	"0.384"
"mTOR signaling pathway"	"0.366"
"Drug metabolism - other enzymes"	"0.34"
"Cushing's syndrome"	"0.327"
"Adipocytokine signaling pathway"	"0.324"
"Bacterial invasion of epithelial cells"	"0.282"
"Thyroid hormone synthesis"	"0.276"
"Cellular senescence"	"0.258"
"Jak-STAT signaling pathway"	"0.258"
"Antigen processing and presentation"	"0.216"
"NOD-like receptor signaling pathway"	"0.209"
"Alzheimer's disease"	"0.153"
"Longevity regulating pathway"	"0.099"
"Rheumatoid arthritis"	"0.076"
"Protein digestion and absorption"	"0.074"
"mRNA surveillance pathway"	"0.059"
"GnRH signaling pathway"	"0.054"
"Circadian entrainment"	"0.006"
"Hematopoietic cell lineage"	"0.002"
"Aldosterone synthesis and secretion"	"-0.001"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.025"
"Choline metabolism in cancer"	"-0.028"
"Chagas disease (American trypanosomiasis)"	"-0.049"
"D-Arginine and D-ornithine metabolism"	"-0.1"
"Glutamatergic synapse"	"-0.157"
"Human papillomavirus infection"	"-0.172"
"Lipoic acid metabolism"	"-0.172"
"Biotin metabolism"	"-0.179"
"Sphingolipid signaling pathway"	"-0.197"
"Valine, leucine and isoleucine biosynthesis"	"-0.207"
"Vascular smooth muscle contraction"	"-0.225"
"D-Glutamine and D-glutamate metabolism"	"-0.23"
"Caffeine metabolism"	"-0.235"
"Thermogenesis"	"-0.243"
"Vitamin B6 metabolism"	"-0.243"
"Phosphonate and phosphinate metabolism"	"-0.255"
"Cell cycle"	"-0.258"
"Sulfur relay system"	"-0.279"
"Riboflavin metabolism"	"-0.299"
"Dopaminergic synapse"	"-0.306"
"Synthesis and degradation of ketone bodies"	"-0.328"
"Taurine and hypotaurine metabolism"	"-0.332"
"Endocytosis"	"-0.336"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.337"
"Apoptosis"	"-0.361"
"Non-homologous end-joining"	"-0.371"
"Fatty acid biosynthesis"	"-0.373"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.401"
"Phospholipase D signaling pathway"	"-0.401"
"Wnt signaling pathway"	"-0.403"
"Adrenergic signaling in cardiomyocytes"	"-0.405"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.414"
"Nitrogen metabolism"	"-0.418"
"Primary bile acid biosynthesis"	"-0.42"
"Breast cancer"	"-0.426"
"Other glycan degradation"	"-0.429"
"Retrograde endocannabinoid signaling"	"-0.436"
"Pantothenate and CoA biosynthesis"	"-0.452"
"One carbon pool by folate"	"-0.456"
"Oxytocin signaling pathway"	"-0.458"
"Hippo signaling pathway"	"-0.462"
"Terpenoid backbone biosynthesis"	"-0.471"
"Biosynthesis of unsaturated fatty acids"	"-0.489"
"Vitamin digestion and absorption"	"-0.49"
"Mismatch repair"	"-0.495"
"Renin-angiotensin system"	"-0.502"
"alpha-Linolenic acid metabolism"	"-0.505"
"Maturity onset diabetes of the young"	"-0.514"
"Folate biosynthesis"	"-0.517"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.518"
"Hippo signaling pathway - multiple species"	"-0.532"
"cGMP-PKG signaling pathway"	"-0.534"
"Fatty acid elongation"	"-0.535"
"Collecting duct acid secretion"	"-0.54"
"Phototransduction"	"-0.541"
"Linoleic acid metabolism"	"-0.545"
"Protein processing in endoplasmic reticulum"	"-0.55"
"Butanoate metabolism"	"-0.553"
"Circadian rhythm"	"-0.56"
"Asthma"	"-0.561"
"Mucin type O-glycan biosynthesis"	"-0.561"
"Base excision repair"	"-0.588"
"African trypanosomiasis"	"-0.598"
"Apoptosis - multiple species"	"-0.601"
"SNARE interactions in vesicular transport"	"-0.601"
"Primary immunodeficiency"	"-0.614"
"DNA replication"	"-0.616"
"Thyroid cancer"	"-0.62"
"Aldosterone-regulated sodium reabsorption"	"-0.623"
"Allograft rejection"	"-0.627"
"Alcoholism"	"-0.649"
"Nicotine addiction"	"-0.65"
"Homologous recombination"	"-0.652"
"Graft-versus-host disease"	"-0.662"
"Chemokine signaling pathway"	"-0.668"
"Type I diabetes mellitus"	"-0.675"
"Vasopressin-regulated water reabsorption"	"-0.675"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.678"
"Hedgehog signaling pathway"	"-0.684"
"Herpes simplex infection"	"-0.69"
"Nucleotide excision repair"	"-0.692"
"Basal transcription factors"	"-0.694"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.705"
"Notch signaling pathway"	"-0.714"
"Ovarian steroidogenesis"	"-0.717"
"Cocaine addiction"	"-0.721"
"Mineral absorption"	"-0.729"
"Fanconi anemia pathway"	"-0.738"
"Autoimmune thyroid disease"	"-0.742"
"cAMP signaling pathway"	"-0.743"
"Pathogenic Escherichia coli infection"	"-0.755"
"Retinol metabolism"	"-0.758"
"Staphylococcus aureus infection"	"-0.761"
"Viral carcinogenesis"	"-0.765"
"Legionellosis"	"-0.769"
"Arachidonic acid metabolism"	"-0.785"
"Viral myocarditis"	"-0.785"
"Drug metabolism - cytochrome P450"	"-0.787"
"Regulation of actin cytoskeleton"	"-0.788"
"Metabolism of xenobiotics by cytochrome P450"	"-0.81"
"Basal cell carcinoma"	"-0.811"
"Synaptic vesicle cycle"	"-0.817"
"Renin secretion"	"-0.829"
"Inflammatory bowel disease (IBD)"	"-0.833"
