"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0006024"	"glycosaminoglycan biosynthetic process"	"51.24"	"371"	"42.578"	"6.409"
"GO:0030206"	"chondroitin sulfate biosynthetic process"	"36.123"	"172"	"17.521"	"4.276"
"GO:0015012"	"heparan sulfate proteoglycan biosynthetic process"	"35.035"	"130"	"11.416"	"3.385"
"GO:0015015"	"heparan sulfate proteoglycan biosynthetic process, enzymatic modification"	"28.475"	"80"	"6.596"	"2.578"
"GO:0006027"	"glycosaminoglycan catabolic process"	"28.399"	"161"	"23.414"	"4.845"
"GO:0030203"	"glycosaminoglycan metabolic process"	"27.924"	"75"	"6.086"	"2.468"
"GO:0050650"	"chondroitin sulfate proteoglycan biosynthetic process"	"27.422"	"50"	"3.028"	"1.713"
"GO:0001523"	"retinoid metabolic process"	"26.46"	"286"	"68.437"	"8.222"
"GO:0050427"	"3'-phosphoadenosine 5'-phosphosulfate metabolic process"	"25.81"	"104"	"12.575"	"3.542"
"GO:0006790"	"sulfur compound metabolic process"	"25.489"	"111"	"14.315"	"3.793"
"GO:0030208"	"dermatan sulfate biosynthetic process"	"24.679"	"88"	"9.597"	"3.177"
"GO:0030210"	"heparin biosynthetic process"	"24.401"	"68"	"6.628"	"2.515"
"GO:0006477"	"protein sulfation"	"23.964"	"59"	"5.52"	"2.232"
"GO:0006096"	"glycolytic process"	"22.938"	"539"	"219.926"	"13.91"
"GO:0015014"	"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process"	"21.782"	"59"	"5.941"	"2.436"
"GO:0051923"	"sulfation"	"21.501"	"67"	"8.015"	"2.743"
"GO:0016051"	"carbohydrate biosynthetic process"	"21.293"	"75"	"9.571"	"3.073"
"GO:0005975"	"carbohydrate metabolic process"	"20.294"	"438"	"179.145"	"12.755"
"GO:0006099"	"tricarboxylic acid cycle"	"20.12"	"354"	"133.362"	"10.966"
"GO:0061621"	"canonical glycolysis"	"20.004"	"523"	"230.322"	"14.631"
"GO:0006094"	"gluconeogenesis"	"19.765"	"469"	"202"	"13.509"
"GO:0042340"	"keratan sulfate catabolic process"	"19.271"	"52"	"5.731"	"2.401"
"GO:0030207"	"chondroitin sulfate catabolic process"	"18.928"	"67"	"8.597"	"3.085"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"17.539"	"299"	"117.675"	"10.338"
"GO:0018146"	"keratan sulfate biosynthetic process"	"16.699"	"87"	"16.451"	"4.225"
"GO:0043312"	"neutrophil degranulation"	"16.409"	"1819"	"1286.243"	"32.467"
"GO:0006044"	"N-acetylglucosamine metabolic process"	"16.282"	"67"	"11.592"	"3.403"
"GO:0007017"	"microtubule-based process"	"15.461"	"600"	"336.142"	"17.066"
"GO:0055114"	"oxidation-reduction process"	"15.342"	"922"	"569.389"	"22.984"
"GO:0045454"	"cell redox homeostasis"	"14.931"	"287"	"125.577"	"10.811"
"GO:0006068"	"ethanol catabolic process"	"14.728"	"121"	"36.745"	"5.721"
"GO:0005980"	"glycogen catabolic process"	"14.684"	"142"	"47.903"	"6.408"
"GO:0006457"	"protein folding"	"14.305"	"1030"	"678.991"	"24.537"
"GO:0034378"	"chylomicron assembly"	"14.147"	"86"	"22.365"	"4.498"
"GO:0006069"	"ethanol oxidation"	"13.617"	"142"	"51.44"	"6.65"
"GO:0006103"	"2-oxoglutarate metabolic process"	"13.176"	"157"	"58.791"	"7.454"
"GO:0034371"	"chylomicron remodeling"	"13.171"	"56"	"12.377"	"3.312"
"GO:0030166"	"proteoglycan biosynthetic process"	"13.046"	"64"	"14.695"	"3.779"
"GO:0000226"	"microtubule cytoskeleton organization"	"12.772"	"764"	"503.843"	"20.369"
"GO:0033692"	"cellular polysaccharide biosynthetic process"	"12.74"	"17"	"1.405"	"1.224"
"GO:0006090"	"pyruvate metabolic process"	"12.604"	"132"	"48.582"	"6.619"
"GO:0009083"	"branched-chain amino acid catabolic process"	"12.55"	"82"	"23.415"	"4.668"
"GO:0006986"	"response to unfolded protein"	"12.537"	"804"	"536.197"	"21.36"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"12.434"	"157"	"63.201"	"7.544"
"GO:0042026"	"protein refolding"	"12.419"	"609"	"386.957"	"17.88"
"GO:0106074"	NA	"12.222"	"98"	"33.474"	"5.28"
"GO:0033700"	"phospholipid efflux"	"12.073"	"48"	"10.333"	"3.12"
"GO:0042744"	"hydrogen peroxide catabolic process"	"12.044"	"123"	"46.095"	"6.385"
"GO:0019413"	"acetate biosynthetic process"	"11.967"	"48"	"10.888"	"3.101"
"GO:0019427"	"acetyl-CoA biosynthetic process from acetate"	"11.967"	"48"	"10.888"	"3.101"
"GO:0019542"	"propionate biosynthetic process"	"11.967"	"48"	"10.888"	"3.101"
"GO:0000278"	"mitotic cell cycle"	"11.864"	"981"	"690.121"	"24.518"
"GO:0005978"	"glycogen biosynthetic process"	"11.829"	"137"	"53.5"	"7.059"
"GO:0002002"	"regulation of angiotensin levels in blood"	"11.779"	"16"	"1.509"	"1.23"
"GO:0030200"	"heparan sulfate proteoglycan catabolic process"	"11.761"	"18"	"1.87"	"1.371"
"GO:0034379"	"very-low-density lipoprotein particle assembly"	"11.513"	"101"	"36.795"	"5.577"
"GO:0005976"	"polysaccharide metabolic process"	"11.317"	"19"	"2.241"	"1.481"
"GO:0008202"	"steroid metabolic process"	"11.251"	"135"	"52.852"	"7.301"
"GO:0018958"	"phenol-containing compound metabolic process"	"11.036"	"18"	"2.226"	"1.429"
"GO:0019430"	"removal of superoxide radicals"	"10.999"	"92"	"31.681"	"5.484"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"10.891"	"170"	"77.028"	"8.536"
"GO:0043691"	"reverse cholesterol transport"	"10.887"	"54"	"14.43"	"3.635"
"GO:0034199"	"activation of protein kinase A activity"	"10.865"	"140"	"61.684"	"7.208"
"GO:0060621"	"negative regulation of cholesterol import"	"10.775"	"14"	"1.456"	"1.164"
"GO:0007339"	"binding of sperm to zona pellucida"	"10.769"	"255"	"138.47"	"10.821"
"GO:0044597"	"daunorubicin metabolic process"	"10.746"	"63"	"18.028"	"4.185"
"GO:0044598"	"doxorubicin metabolic process"	"10.746"	"63"	"18.028"	"4.185"
"GO:0030388"	"fructose 1,6-bisphosphate metabolic process"	"10.722"	"143"	"62.47"	"7.511"
"GO:0009082"	"branched-chain amino acid biosynthetic process"	"10.717"	"33"	"6.727"	"2.452"
"GO:0009098"	"leucine biosynthetic process"	"10.717"	"33"	"6.727"	"2.452"
"GO:0009099"	"valine biosynthetic process"	"10.717"	"33"	"6.727"	"2.452"
"GO:0030300"	"regulation of intestinal cholesterol absorption"	"10.661"	"16"	"1.793"	"1.333"
"GO:0016241"	"regulation of macroautophagy"	"10.625"	"417"	"254.627"	"15.282"
