"GO.ID"	"GO.Term"	"zscore"
"GO:0004801"	"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity"	"12.558"
"GO:0005260"	"channel-conductance-controlling ATPase activity"	"12.362"
"GO:0008444"	"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity"	"12.268"
"GO:0016521"	"pituitary adenylate cyclase activating polypeptide activity"	"11.996"
"GO:0031858"	"pituitary adenylate cyclase-activating polypeptide receptor binding"	"11.996"
"GO:0072587"	"DNA topoisomerase (ATP-hydrolyzing) activator activity"	"11.91"
"GO:0005353"	"fructose transmembrane transporter activity"	"11.825"
"GO:0031626"	"beta-endorphin binding"	"11.825"
"GO:0097260"	"eoxin A4 synthase activity"	"11.135"
"GO:0046870"	"cadmium ion binding"	"10.794"
"GO:0044183"	"protein binding involved in protein folding"	"9.885"
"GO:1990190"	"peptide-glutamate-N-acetyltransferase activity"	"8.613"
"GO:0046969"	"NAD-dependent histone deacetylase activity (H3-K9 specific)"	"8.484"
"GO:0097159"	"organic cyclic compound binding"	"8.422"
"GO:0004618"	"phosphoglycerate kinase activity"	"8.273"
"GO:0008241"	"peptidyl-dipeptidase activity"	"8.215"
"GO:0031711"	"bradykinin receptor binding"	"8.215"
"GO:0015489"	"putrescine transmembrane transporter activity"	"8.187"
"GO:0003689"	"DNA clamp loader activity"	"8.104"
"GO:0004365"	"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"	"8.076"
"GO:0047977"	"hepoxilin-epoxide hydrolase activity"	"7.768"
"GO:0070996"	"type 1 melanocortin receptor binding"	"7.185"
"GO:1990189"	"peptide-serine-N-acetyltransferase activity"	"6.982"
"GO:0001601"	"peptide YY receptor activity"	"6.964"
"GO:0004517"	"nitric-oxide synthase activity"	"6.844"
"GO:1990404"	"protein ADP-ribosylase activity"	"6.844"
"GO:0001602"	"pancreatic polypeptide receptor activity"	"6.827"
"GO:0043398"	"HLH domain binding"	"6.795"
"GO:0051019"	"mitogen-activated protein kinase binding"	"6.781"
"GO:0052836"	"inositol 5-diphosphate pentakisphosphate 5-kinase activity"	"6.667"
"GO:0052839"	"inositol diphosphate tetrakisphosphate kinase activity"	"6.667"
"GO:0008073"	"ornithine decarboxylase inhibitor activity"	"6.652"
"GO:0099184"	NA	"6.652"
"GO:0000150"	"recombinase activity"	"6.636"
"GO:0001030"	"RNA polymerase III type 1 promoter DNA binding"	"6.606"
"GO:0001031"	"RNA polymerase III type 2 promoter DNA binding"	"6.606"
"GO:0004351"	"glutamate decarboxylase activity"	"6.591"
"GO:0050473"	"arachidonate 15-lipoxygenase activity"	"6.576"
"GO:0004739"	"pyruvate dehydrogenase (acetyl-transferring) activity"	"6.546"
"GO:0003950"	"NAD+ ADP-ribosyltransferase activity"	"6.509"
"GO:0001156"	"TFIIIC-class transcription factor binding"	"6.503"
"GO:0030172"	"troponin C binding"	"6.503"
"GO:0005524"	"ATP binding"	"6.465"
"GO:0070573"	"metallodipeptidase activity"	"6.446"
"GO:0097472"	"cyclin-dependent protein kinase activity"	"6.446"
"GO:0004802"	"transketolase activity"	"6.39"
"GO:0008240"	"tripeptidyl-peptidase activity"	"6.39"
"GO:0004052"	"arachidonate 12-lipoxygenase activity"	"6.323"
"GO:0008511"	"sodium:potassium:chloride symporter activity"	"6.297"
