"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"9.722"	"428"	"276.422"	"15.591"
"hsa00564"	"Glycerophospholipid metabolism"	"8.561"	"102"	"44.083"	"6.765"
"hsa04742"	"Taste transduction"	"8.387"	"257"	"155.26"	"12.131"
"hsa04114"	"Oocyte meiosis"	"8.042"	"607"	"441.927"	"20.525"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"7.539"	"419"	"295.948"	"16.322"
"hsa03050"	"Proteasome"	"7.279"	"302"	"201.439"	"13.815"
"hsa05034"	"Alcoholism"	"6.956"	"833"	"661.031"	"24.723"
"hsa00030"	"Pentose phosphate pathway"	"6.913"	"153"	"91.212"	"8.938"
"hsa04110"	"Cell cycle"	"6.83"	"714"	"556.642"	"23.04"
"hsa00730"	"Thiamine metabolism"	"6.789"	"31"	"10.222"	"3.06"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"6.748"	"29"	"8.669"	"3.013"
"hsa00051"	"Fructose and mannose metabolism"	"6.349"	"146"	"90.312"	"8.771"
"hsa04146"	"Peroxisome"	"6.322"	"131"	"78.028"	"8.379"
"hsa03018"	"RNA degradation"	"6.086"	"375"	"279.147"	"15.75"
"hsa00561"	"Glycerolipid metabolism"	"5.941"	"91"	"51.023"	"6.729"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"5.874"	"150"	"97.395"	"8.955"
"hsa00260"	"Glycine, serine and threonine metabolism"	"5.597"	"141"	"92.21"	"8.717"
"hsa00500"	"Starch and sucrose metabolism"	"5.509"	"118"	"73.769"	"8.029"
"hsa05322"	"Systemic lupus erythematosus"	"5.478"	"540"	"431.629"	"19.784"
"hsa00480"	"Glutathione metabolism"	"5.468"	"88"	"51.094"	"6.75"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"5.423"	"94"	"56.28"	"6.956"
"hsa00620"	"Pyruvate metabolism"	"5.406"	"177"	"121.04"	"10.352"
"hsa04540"	"Gap junction"	"5.369"	"538"	"431.468"	"19.842"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"5.141"	"98"	"60.323"	"7.329"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"5.054"	"131"	"86.489"	"8.806"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"4.914"	"20"	"7.303"	"2.584"
"hsa00510"	"N-Glycan biosynthesis"	"4.905"	"61"	"33.583"	"5.59"
"hsa03030"	"DNA replication"	"4.871"	"188"	"133.207"	"11.25"
"hsa05130"	"Pathogenic Escherichia coli infection"	"4.829"	"469"	"376.809"	"19.092"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"4.647"	"746"	"631.962"	"24.54"
"hsa03440"	"Homologous recombination"	"4.637"	"150"	"104.736"	"9.762"
"hsa00900"	"Terpenoid backbone biosynthesis"	"4.495"	"52"	"28.656"	"5.194"
"hsa04218"	"Cellular senescence"	"4.478"	"665"	"563.813"	"22.596"
"hsa04728"	"Dopaminergic synapse"	"4.453"	"466"	"381.942"	"18.877"
"hsa00020"	"Citrate cycle (TCA cycle)"	"4.438"	"158"	"112.424"	"10.269"
"hsa00052"	"Galactose metabolism"	"4.369"	"116"	"79.807"	"8.283"
"hsa04922"	"Glucagon signaling pathway"	"4.329"	"383"	"309.009"	"17.091"
"hsa00350"	"Tyrosine metabolism"	"4.209"	"40"	"21.616"	"4.368"
"hsa00640"	"Propanoate metabolism"	"4.152"	"90"	"59.1"	"7.443"
"hsa04071"	"Sphingolipid signaling pathway"	"4.132"	"440"	"363.9"	"18.419"
"hsa00670"	"One carbon pool by folate"	"4.128"	"56"	"32.986"	"5.576"
"hsa00330"	"Arginine and proline metabolism"	"3.924"	"96"	"66.135"	"7.611"
"hsa03010"	"Ribosome"	"3.825"	"365"	"300.193"	"16.942"
"hsa04217"	"Necroptosis"	"3.715"	"539"	"461.92"	"20.748"
"hsa04724"	"Glutamatergic synapse"	"3.673"	"275"	"223.587"	"13.998"
"hsa00750"	"Vitamin B6 metabolism"	"3.66"	"11"	"3.847"	"1.954"
"hsa05020"	"Prion diseases"	"3.627"	"171"	"133.266"	"10.403"
"hsa04062"	"Chemokine signaling pathway"	"3.614"	"605"	"520.462"	"23.393"
"hsa05134"	"Legionellosis"	"3.594"	"379"	"317.983"	"16.976"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"3.468"	"427"	"364.749"	"17.952"
"hsa00230"	"Purine metabolism"	"3.407"	"360"	"304.034"	"16.425"
"hsa04145"	"Phagosome"	"3.397"	"564"	"490.426"	"21.658"
"hsa05110"	"Vibrio cholerae infection"	"3.363"	"248"	"201.637"	"13.786"
"hsa03420"	"Nucleotide excision repair"	"3.331"	"226"	"181.655"	"13.312"
"hsa03430"	"Mismatch repair"	"3.287"	"122"	"91.672"	"9.226"
"hsa03460"	"Fanconi anemia pathway"	"3.217"	"145"	"112.451"	"10.119"
"hsa03410"	"Base excision repair"	"3.158"	"77"	"54.563"	"7.104"
"hsa05032"	"Morphine addiction"	"3.154"	"181"	"146.178"	"11.042"
"hsa04122"	"Sulfur relay system"	"3.119"	"16"	"7.553"	"2.708"
"hsa00071"	"Fatty acid degradation"	"3.073"	"84"	"61.477"	"7.33"
"hsa00220"	"Arginine biosynthesis"	"3.004"	"51"	"33.908"	"5.689"
"hsa04115"	"p53 signaling pathway"	"2.967"	"207"	"171.655"	"11.912"
"hsa04152"	"AMPK signaling pathway"	"2.895"	"425"	"371.1"	"18.616"
"hsa00340"	"Histidine metabolism"	"2.889"	"54"	"37.347"	"5.765"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"2.884"	"96"	"73.054"	"7.958"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"2.798"	"16"	"8.037"	"2.846"
"hsa00380"	"Tryptophan metabolism"	"2.774"	"76"	"56.388"	"7.07"
