"GO.ID"	"GO.Term"	"zscore"
"GO:0035686"	"sperm fibrous sheath"	"15.452"
"GO:0001673"	"male germ cell nucleus"	"12.506"
"GO:0000802"	"transverse filament"	"12.459"
"GO:0031389"	"Rad17 RFC-like complex"	"11.91"
"GO:0017090"	"meprin A complex"	"8.548"
"GO:0045120"	"pronucleus"	"8.466"
"GO:0072687"	"meiotic spindle"	"8.379"
"GO:0097125"	"cyclin B1-CDK1 complex"	"8.362"
"GO:0001669"	"acrosomal vesicle"	"8.311"
"GO:0031431"	"Dbf4-dependent protein kinase complex"	"8.273"
"GO:0099160"	NA	"8.103"
"GO:0000794"	"condensed nuclear chromosome"	"8.07"
"GO:0005952"	"cAMP-dependent protein kinase complex"	"8.032"
"GO:0097123"	"cyclin A1-CDK2 complex"	"7.673"
"GO:0002080"	"acrosomal membrane"	"7.526"
"GO:0042585"	"germinal vesicle"	"7.128"
"GO:0033565"	"ESCRT-0 complex"	"7.109"
"GO:1990425"	"ryanodine receptor complex"	"6.912"
"GO:0000799"	"nuclear condensin complex"	"6.844"
"GO:0031205"	"endoplasmic reticulum Sec complex"	"6.683"
"GO:1990584"	"cardiac Troponin complex"	"6.532"
"GO:0031391"	"Elg1 RFC-like complex"	"6.418"
"GO:0097224"	"sperm connecting piece"	"6.418"
"GO:0005634"	"nucleus"	"6.314"
"GO:0000788"	"nuclear nucleosome"	"6.002"
"GO:0000942"	"condensed nuclear chromosome outer kinetochore"	"5.913"
"GO:0015630"	"microtubule cytoskeleton"	"5.892"
"GO:0005964"	"phosphorylase kinase complex"	"5.6"
"GO:0032133"	"chromosome passenger complex"	"5.379"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"5.341"
"GO:0033553"	"rDNA heterochromatin"	"5.306"
"GO:0016605"	"PML body"	"5.262"
"GO:0031415"	"NatA complex"	"5.235"
"GO:0097418"	"neurofibrillary tangle"	"5.182"
"GO:0035098"	"ESC/E(Z) complex"	"5.166"
"GO:0001520"	"outer dense fiber"	"5.094"
"GO:0071547"	"piP-body"	"4.97"
"GO:0097227"	"sperm annulus"	"4.794"
"GO:0045254"	"pyruvate dehydrogenase complex"	"4.77"
"GO:0097225"	"sperm midpiece"	"4.635"
"GO:0000776"	"kinetochore"	"4.536"
"GO:0005663"	"DNA replication factor C complex"	"4.503"
"GO:0005677"	"chromatin silencing complex"	"4.473"
"GO:0033010"	"paranodal junction"	"4.439"
"GO:0000795"	"synaptonemal complex"	"4.381"
"GO:0000796"	"condensin complex"	"4.363"
"GO:0097512"	"cardiac myofibril"	"4.354"
"GO:0000801"	"central element"	"4.27"
"GO:0031597"	"cytosolic proteasome complex"	"4.248"
"GO:0071546"	"pi-body"	"4.244"
"GO:0031390"	"Ctf18 RFC-like complex"	"4.231"
"GO:0031931"	"TORC1 complex"	"4.165"
"GO:0002199"	"zona pellucida receptor complex"	"4.049"
"GO:0046930"	"pore complex"	"4.027"
"GO:0012506"	"vesicle membrane"	"3.991"
"GO:0061202"	"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"	"3.958"
"GO:0000786"	"nucleosome"	"3.937"
"GO:0031514"	"motile cilium"	"3.927"
"GO:0043203"	"axon hillock"	"3.9"
"GO:0005883"	"neurofilament"	"3.89"
"GO:0005737"	"cytoplasm"	"3.817"
"GO:0002177"	"manchette"	"3.796"
"GO:0070852"	"cell body fiber"	"3.75"
"GO:0000778"	"condensed nuclear chromosome kinetochore"	"3.671"
"GO:0005861"	"troponin complex"	"3.631"
"GO:0005832"	"chaperonin-containing T-complex"	"3.569"
"GO:0043220"	"Schmidt-Lanterman incisure"	"3.556"
"GO:0044297"	"cell body"	"3.549"
"GO:0097546"	"ciliary base"	"3.531"
"GO:0022626"	"cytosolic ribosome"	"3.502"
"GO:0031838"	"haptoglobin-hemoglobin complex"	"3.48"
"GO:0036126"	"sperm flagellum"	"3.48"
"GO:0036128"	"CatSper complex"	"3.458"
"GO:1990907"	"beta-catenin-TCF complex"	"3.396"
"GO:0005876"	"spindle microtubule"	"3.379"
"GO:0005833"	"hemoglobin complex"	"3.299"
"GO:0001650"	"fibrillar center"	"3.185"
"GO:0030141"	"secretory granule"	"3.137"
"GO:0033391"	"chromatoid body"	"3.1"
"GO:0043209"	"myelin sheath"	"3.089"
"GO:0000780"	"condensed nuclear chromosome, centromeric region"	"3.043"
"GO:0000777"	"condensed chromosome kinetochore"	"3.034"
"GO:0031616"	"spindle pole centrosome"	"3.024"
"GO:0031932"	"TORC2 complex"	"2.997"
"GO:0060077"	"inhibitory synapse"	"2.983"
"GO:0005940"	"septin ring"	"2.951"
"GO:0031105"	"septin complex"	"2.951"
"GO:0032160"	"septin filament array"	"2.951"
"GO:0031588"	"nucleotide-activated protein kinase complex"	"2.95"
"GO:0099061"	"integral component of postsynaptic density membrane"	"2.824"
"GO:0099524"	"postsynaptic cytosol"	"2.766"
"GO:0000781"	"chromosome, telomeric region"	"2.765"
"GO:0005741"	"mitochondrial outer membrane"	"2.693"
"GO:0000775"	"chromosome, centromeric region"	"2.68"
"GO:0043679"	"axon terminus"	"2.614"
"GO:0030136"	"clathrin-coated vesicle"	"2.611"
"GO:0072562"	"blood microparticle"	"2.595"
"GO:0005635"	"nuclear envelope"	"2.591"
"GO:0031527"	"filopodium membrane"	"2.548"
"GO:0005912"	"adherens junction"	"2.497"
"GO:0030660"	"Golgi-associated vesicle membrane"	"2.457"
"GO:0044291"	"cell-cell contact zone"	"2.456"
"GO:0005829"	"cytosol"	"2.441"
"GO:0005654"	"nucleoplasm"	"2.392"
"GO:0035371"	"microtubule plus-end"	"2.347"
"GO:0030992"	"intraciliary transport particle B"	"2.33"
"GO:0044305"	"calyx of Held"	"2.274"
"GO:0005720"	"nuclear heterochromatin"	"2.266"
