"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0051301"	"cell division"	"14.944"	"0.013936662132108365"
"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	"10.881"	"0.009322171922467318"
"GO:0000278"	"mitotic cell cycle"	"10.244"	"1.6433297263558213E-4"
"GO:0097711"	"ciliary basal body docking"	"10.17"	NA
"GO:0000086"	"G2/M transition of mitotic cell cycle"	"9.637"	"0.0030180098195120054"
"GO:0006658"	"phosphatidylserine metabolic process"	"9.599"	NA
"GO:0015770"	"sucrose transport"	"9.477"	NA
"GO:0006646"	"phosphatidylethanolamine biosynthetic process"	"9.42"	NA
"GO:0048058"	"compound eye corneal lens development"	"9.069"	NA
"GO:2000057"	"negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis"	"8.434"	NA
