"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003677"	"DNA binding"	"-7.766"	"7.766"
"GO:0003924"	"GTPase activity"	"-6.84"	"6.84"
"GO:0003735"	"structural constituent of ribosome"	"-6.395"	"6.395"
"GO:0005525"	"GTP binding"	"-6.007"	"6.007"
"GO:0003723"	"RNA binding"	"-5.681"	"5.681"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-5.659"	"5.659"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-5.589"	"5.589"
"GO:0046872"	"metal ion binding"	"-5.258"	"5.258"
"GO:0051015"	"actin filament binding"	"-4.252"	"4.252"
"GO:0046982"	"protein heterodimerization activity"	"-4.084"	"4.084"
"GO:0031492"	"nucleosomal DNA binding"	"-4.083"	"4.083"
"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"-3.905"	"3.905"
"GO:0005200"	"structural constituent of cytoskeleton"	"-3.811"	"3.811"
"GO:0003743"	"translation initiation factor activity"	"-3.443"	"3.443"
"GO:0019843"	"rRNA binding"	"-3.326"	"3.326"
"GO:0031369"	"translation initiation factor binding"	"-3.269"	"3.269"
