"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0060337"	"type I interferon signaling pathway"	"26.563"	"-26.563"
"GO:0032480"	"negative regulation of type I interferon production"	"25.174"	"-25.174"
"GO:0051607"	"defense response to virus"	"24.407"	"-24.407"
"GO:0045087"	"innate immune response"	"20.944"	"-20.944"
"GO:0016579"	"protein deubiquitination"	"19.483"	"-19.483"
"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"19.428"	"-19.428"
"GO:0043123"	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	"19.197"	"-19.197"
"GO:0000209"	"protein polyubiquitination"	"17.268"	"-17.268"
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"16.173"	"-16.173"
"GO:0043687"	"post-translational protein modification"	"15.996"	"-15.996"
"GO:0010803"	"regulation of tumor necrosis factor-mediated signaling pathway"	"15.629"	"-15.629"
"GO:0006955"	"immune response"	"15.468"	"-15.468"
"GO:0006954"	"inflammatory response"	"14.729"	"-14.729"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"14.671"	"-14.671"
"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	"14.565"	"-14.565"
"GO:0060333"	"interferon-gamma-mediated signaling pathway"	"14.508"	"-14.508"
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	"14.462"	"-14.462"
"GO:0050776"	"regulation of immune response"	"14.167"	"-14.167"
"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	"13.865"	"-13.865"
"GO:0032728"	"positive regulation of interferon-beta production"	"13.848"	"-13.848"
"GO:0002479"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	"13.801"	"-13.801"
"GO:0010498"	"proteasomal protein catabolic process"	"13.549"	"-13.549"
"GO:0002230"	"positive regulation of defense response to virus by host"	"13.011"	"-13.011"
"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	"12.758"	"-12.758"
"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	"12.378"	"-12.378"
"GO:0009615"	"response to virus"	"12.235"	"-12.235"
"GO:0035666"	"TRIF-dependent toll-like receptor signaling pathway"	"11.901"	"-11.901"
"GO:0032760"	"positive regulation of tumor necrosis factor production"	"11.831"	"-11.831"
"GO:0032755"	"positive regulation of interleukin-6 production"	"11.451"	"-11.451"
"GO:0070936"	"protein K48-linked ubiquitination"	"11.216"	"-11.216"
