"GO.ID"	"GO.Term"	"Z-score"
"GO:0000165"	"MAPK cascade"	"9.904"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"8.357"
"GO:0035023"	"regulation of Rho protein signal transduction"	"8.186"
"GO:0010862"	"positive regulation of pathway-restricted SMAD protein phosphorylation"	"7.482"
"GO:0021512"	"spinal cord anterior/posterior patterning"	"7.42"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"7.299"
"GO:0014741"	"negative regulation of muscle hypertrophy"	"7.114"
"GO:0019373"	"epoxygenase P450 pathway"	"6.798"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"6.785"
"GO:0042738"	"exogenous drug catabolic process"	"6.771"
"GO:0043547"	"positive regulation of GTPase activity"	"6.722"
"GO:0051897"	"positive regulation of protein kinase B signaling"	"6.54"
"GO:0007165"	"signal transduction"	"6.452"
"GO:0006082"	"organic acid metabolic process"	"6.429"
"GO:0060395"	"SMAD protein signal transduction"	"6.303"
"GO:0009968"	"negative regulation of signal transduction"	"6.257"
"GO:0099132"	NA	"6.165"
"GO:1901687"	"glutathione derivative biosynthetic process"	"6.14"
"GO:0016098"	"monoterpenoid metabolic process"	"6.024"
"GO:0045165"	"cell fate commitment"	"5.937"
"GO:0060389"	"pathway-restricted SMAD protein phosphorylation"	"5.926"
"GO:0043410"	"positive regulation of MAPK cascade"	"5.898"
"GO:0006805"	"xenobiotic metabolic process"	"5.825"
"GO:0030501"	"positive regulation of bone mineralization"	"5.761"
"GO:0035262"	"gonad morphogenesis"	"5.735"
"GO:0097380"	"dorsal spinal cord interneuron anterior axon guidance"	"5.735"
"GO:0043406"	"positive regulation of MAP kinase activity"	"5.619"
"GO:0003130"	"BMP signaling pathway involved in heart induction"	"5.602"
"GO:0006754"	"ATP biosynthetic process"	"5.575"
"GO:0042981"	"regulation of apoptotic process"	"5.541"
"GO:0048632"	"negative regulation of skeletal muscle tissue growth"	"5.476"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"5.407"
"GO:1900155"	"negative regulation of bone trabecula formation"	"5.33"
"GO:0048468"	"cell development"	"5.245"
"GO:0046483"	"heterocycle metabolic process"	"5.203"
"GO:0071773"	"cellular response to BMP stimulus"	"5.159"
"GO:0030509"	"BMP signaling pathway"	"5.142"
"GO:0006478"	"peptidyl-tyrosine sulfation"	"5.126"
"GO:0010718"	"positive regulation of epithelial to mesenchymal transition"	"5.117"
"GO:0008202"	"steroid metabolic process"	"5.015"
"GO:0097267"	"omega-hydroxylase P450 pathway"	"4.979"
"GO:0050427"	"3'-phosphoadenosine 5'-phosphosulfate metabolic process"	"4.964"
"GO:0019216"	"regulation of lipid metabolic process"	"4.942"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"4.933"
"GO:0002042"	"cell migration involved in sprouting angiogenesis"	"4.875"
"GO:0043408"	"regulation of MAPK cascade"	"4.824"
"GO:0032889"	"regulation of vacuole fusion, non-autophagic"	"4.767"
"GO:0019087"	"transformation of host cell by virus"	"4.747"
"GO:0002812"	"biosynthetic process of antibacterial peptides active against Gram-negative bacteria"	"4.702"
"GO:0070947"	"neutrophil mediated killing of fungus"	"4.702"
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"4.673"
"GO:0030239"	"myofibril assembly"	"4.67"
"GO:0030325"	"adrenal gland development"	"4.67"
"GO:0045003"	"double-strand break repair via synthesis-dependent strand annealing"	"4.658"
"GO:0090329"	"regulation of DNA-dependent DNA replication"	"4.658"
"GO:0060070"	"canonical Wnt signaling pathway"	"4.656"
"GO:0050852"	"T cell receptor signaling pathway"	"4.592"
"GO:0021828"	"gonadotrophin-releasing hormone neuronal migration to the hypothalamus"	"4.564"
"GO:1903375"	"facioacoustic ganglion development"	"4.564"
"GO:0051042"	"negative regulation of calcium-independent cell-cell adhesion"	"4.563"
"GO:0060804"	"positive regulation of Wnt signaling pathway by BMP signaling pathway"	"4.563"
"GO:0042774"	"plasma membrane ATP synthesis coupled electron transport"	"4.552"
"GO:0007265"	"Ras protein signal transduction"	"4.529"
"GO:0042737"	"drug catabolic process"	"4.495"
"GO:0021978"	"telencephalon regionalization"	"4.482"
"GO:0032509"	"endosome transport via multivesicular body sorting pathway"	"4.482"
"GO:0035750"	"protein localization to myelin sheath abaxonal region"	"4.482"
"GO:0016125"	"sterol metabolic process"	"4.478"
"GO:0001935"	"endothelial cell proliferation"	"4.471"
"GO:0007492"	"endoderm development"	"4.453"
"GO:0002085"	"inhibition of neuroepithelial cell differentiation"	"4.437"
"GO:0010085"	"polarity specification of proximal/distal axis"	"4.437"
"GO:0033505"	"floor plate morphogenesis"	"4.437"
"GO:0048327"	"axial mesodermal cell fate specification"	"4.437"
"GO:0060802"	"epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification"	"4.437"
"GO:0090010"	"transforming growth factor beta receptor signaling pathway involved in primitive streak formation"	"4.437"
"GO:0048008"	"platelet-derived growth factor receptor signaling pathway"	"4.428"
"GO:0042060"	"wound healing"	"4.398"
"GO:0022602"	"ovulation cycle process"	"4.39"
"GO:0001916"	"positive regulation of T cell mediated cytotoxicity"	"4.371"
"GO:0060391"	"positive regulation of SMAD protein import into nucleus"	"4.328"
"GO:0043113"	"receptor clustering"	"4.319"
"GO:0051694"	"pointed-end actin filament capping"	"4.309"
"GO:0042482"	"positive regulation of odontogenesis"	"4.307"
"GO:0010070"	"zygote asymmetric cell division"	"4.305"
"GO:0021649"	"vestibulocochlear nerve structural organization"	"4.302"
"GO:0036486"	"ventral trunk neural crest cell migration"	"4.302"
"GO:0097374"	"sensory neuron axon guidance"	"4.302"
"GO:0097490"	"sympathetic neuron projection extension"	"4.302"
"GO:0097491"	"sympathetic neuron projection guidance"	"4.302"
"GO:1902285"	"semaphorin-plexin signaling pathway involved in neuron projection guidance"	"4.302"
"GO:1904835"	"dorsal root ganglion morphogenesis"	"4.302"
"GO:0001952"	"regulation of cell-matrix adhesion"	"4.289"
"GO:0070989"	"oxidative demethylation"	"4.285"
"GO:0003148"	"outflow tract septum morphogenesis"	"4.272"
"GO:1904456"	"negative regulation of neuronal action potential"	"4.268"
"GO:0060021"	"palate development"	"4.258"
"GO:0099040"	"ceramide translocation"	"4.252"
"GO:0150020"	NA	"4.239"
"GO:0051098"	"regulation of binding"	"4.22"
"GO:1904743"	"negative regulation of telomeric DNA binding"	"4.218"
"GO:0051091"	"positive regulation of sequence-specific DNA binding transcription factor activity"	"4.215"
"GO:0032386"	"regulation of intracellular transport"	"4.212"
"GO:0007411"	"axon guidance"	"4.188"
"GO:0042487"	"regulation of odontogenesis of dentin-containing tooth"	"4.185"
"GO:0010628"	"positive regulation of gene expression"	"4.178"
"GO:0007033"	"vacuole organization"	"4.176"
"GO:0055010"	"ventricular cardiac muscle tissue morphogenesis"	"4.155"
"GO:0033088"	"negative regulation of immature T cell proliferation in thymus"	"4.144"
"GO:0043627"	"response to estrogen"	"4.124"
"GO:0031018"	"endocrine pancreas development"	"4.121"
"GO:0048382"	"mesendoderm development"	"4.116"
"GO:0050922"	"negative regulation of chemotaxis"	"4.115"
"GO:0006584"	"catecholamine metabolic process"	"4.112"
"GO:0030335"	"positive regulation of cell migration"	"4.09"
"GO:0007258"	"JUN phosphorylation"	"4.075"
"GO:0060129"	"thyroid-stimulating hormone-secreting cell differentiation"	"4.064"
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	"4.059"
"GO:1904693"	"midbrain morphogenesis"	"4.054"
