"Pathway"	"Z-score"
"Ras signaling pathway"	"9.002"
"Gastric cancer"	"8.097"
"Pathways in cancer"	"7.774"
"Signaling pathways regulating pluripotency of stem cells"	"7.404"
"Breast cancer"	"6.912"
"Fluid shear stress and atherosclerosis"	"6.461"
"Chemical carcinogenesis"	"6.289"
"Drug metabolism - cytochrome P450"	"5.984"
"Metabolism of xenobiotics by cytochrome P450"	"5.898"
"Hepatocellular carcinoma"	"5.879"
"PI3K-Akt signaling pathway"	"5.802"
"Linoleic acid metabolism"	"5.686"
"Pancreatic cancer"	"5.524"
"Chagas disease (American trypanosomiasis)"	"5.501"
"Prostate cancer"	"5.422"
"Hematopoietic cell lineage"	"5.369"
"Human papillomavirus infection"	"5.29"
"Small cell lung cancer"	"5.284"
"Focal adhesion"	"5.216"
"MAPK signaling pathway"	"5.203"
"FoxO signaling pathway"	"5.181"
"Rap1 signaling pathway"	"5.016"
"Melanoma"	"4.974"
"Adipocytokine signaling pathway"	"4.967"
"Nicotine addiction"	"4.946"
"Colorectal cancer"	"4.919"
"Non-alcoholic fatty liver disease (NAFLD)"	"4.892"
"Apoptosis"	"4.833"
"Hippo signaling pathway"	"4.744"
"Hepatitis C"	"4.703"
"HTLV-I infection"	"4.675"
"Jak-STAT signaling pathway"	"4.652"
"Endometrial cancer"	"4.584"
"T cell receptor signaling pathway"	"4.581"
"Relaxin signaling pathway"	"4.579"
"MicroRNAs in cancer"	"4.497"
"TNF signaling pathway"	"4.456"
"Primary immunodeficiency"	"4.448"
"Osteoclast differentiation"	"4.349"
"Maturity onset diabetes of the young"	"4.33"
"TGF-beta signaling pathway"	"4.234"
"Basal cell carcinoma"	"4.23"
"Th17 cell differentiation"	"4.106"
"Non-small cell lung cancer"	"4.104"
"Hepatitis B"	"4.089"
"Arachidonic acid metabolism"	"4.075"
"Chronic myeloid leukemia"	"4.035"
"ErbB signaling pathway"	"4.025"
"Glioma"	"4.022"
"Th1 and Th2 cell differentiation"	"3.988"
"Tuberculosis"	"3.983"
"Fc epsilon RI signaling pathway"	"3.839"
"AGE-RAGE signaling pathway in diabetic complications"	"3.694"
"Prolactin signaling pathway"	"3.627"
"Proteoglycans in cancer"	"3.593"
"Phospholipase D signaling pathway"	"3.492"
"Inflammatory bowel disease (IBD)"	"3.465"
"AMPK signaling pathway"	"3.45"
"Acute myeloid leukemia"	"3.423"
"Fanconi anemia pathway"	"3.399"
"Cardiac muscle contraction"	"3.396"
"Cushing's syndrome"	"3.357"
