"ID"	"Pathway"	"Z-score"
"hsa00100"	"Steroid biosynthesis"	"16.843"
"hsa00531"	"Glycosaminoglycan degradation"	"9.597"
"hsa04145"	"Phagosome"	"8.47"
"hsa04540"	"Gap junction"	"8.325"
"hsa04975"	"Fat digestion and absorption"	"7.74"
"hsa00511"	"Other glycan degradation"	"7.675"
"hsa05145"	"Toxoplasmosis"	"7.35"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"7.282"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"6.925"
"hsa04612"	"Antigen processing and presentation"	"6.919"
"hsa00140"	"Steroid hormone biosynthesis"	"6.705"
"hsa04979"	"Cholesterol metabolism"	"6.659"
"hsa05134"	"Legionellosis"	"6.567"
"hsa04918"	"Thyroid hormone synthesis"	"6.471"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"6.379"
"hsa05130"	"Pathogenic Escherichia coli infection"	"6.323"
"hsa04142"	"Lysosome"	"6.212"
"hsa00052"	"Galactose metabolism"	"6.158"
"hsa04915"	"Estrogen signaling pathway"	"6.109"
"hsa05020"	"Prion diseases"	"6.092"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"6.071"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"5.864"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"5.837"
"hsa00480"	"Glutathione metabolism"	"5.76"
"hsa03320"	"PPAR signaling pathway"	"5.569"
"hsa00330"	"Arginine and proline metabolism"	"5.536"
"hsa00983"	"Drug metabolism - other enzymes"	"5.467"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"5.309"
"hsa00740"	"Riboflavin metabolism"	"5.299"
"hsa04926"	"Relaxin signaling pathway"	"5.238"
"hsa05164"	"Influenza A"	"5.214"
"hsa04913"	"Ovarian steroidogenesis"	"5.182"
"hsa00310"	"Lysine degradation"	"5.158"
"hsa05204"	"Chemical carcinogenesis"	"5.102"
"hsa00620"	"Pyruvate metabolism"	"5.078"
"hsa00051"	"Fructose and mannose metabolism"	"5.067"
"hsa04213"	"Longevity regulating pathway - multiple species"	"5.042"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"5.007"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"4.973"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"4.955"
"hsa05200"	"Pathways in cancer"	"4.947"
"hsa04512"	"ECM-receptor interaction"	"4.941"
"hsa04144"	"Endocytosis"	"4.901"
"hsa00380"	"Tryptophan metabolism"	"4.894"
"hsa00410"	"beta-Alanine metabolism"	"4.794"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.782"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"4.763"
"hsa00500"	"Starch and sucrose metabolism"	"4.735"
"hsa04010"	"MAPK signaling pathway"	"4.665"
"hsa04927"	"Cortisol synthesis and secretion"	"4.572"
"hsa00561"	"Glycerolipid metabolism"	"4.529"
"hsa00340"	"Histidine metabolism"	"4.523"
"hsa04657"	"IL-17 signaling pathway"	"4.515"
"hsa00071"	"Fatty acid degradation"	"4.486"
"hsa00270"	"Cysteine and methionine metabolism"	"4.439"
"hsa05230"	"Central carbon metabolism in cancer"	"4.433"
"hsa00220"	"Arginine biosynthesis"	"4.374"
"hsa04977"	"Vitamin digestion and absorption"	"4.365"
"hsa00020"	"Citrate cycle (TCA cycle)"	"4.209"
"hsa04520"	"Adherens junction"	"4.193"
"hsa04976"	"Bile secretion"	"4.164"
"hsa05215"	"Prostate cancer"	"4.116"
"hsa04742"	"Taste transduction"	"4.112"
"hsa04066"	"HIF-1 signaling pathway"	"4.11"
"hsa00360"	"Phenylalanine metabolism"	"4.069"
"hsa00350"	"Tyrosine metabolism"	"4.047"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"3.974"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"3.962"
"hsa04934"	"Cushing,s syndrome"	"3.961"
"hsa00120"	"Primary bile acid biosynthesis"	"3.894"
"hsa00590"	"Arachidonic acid metabolism"	"3.893"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"3.842"
"hsa04151"	"PI3K-Akt signaling pathway"	"3.802"
"hsa00830"	"Retinol metabolism"	"3.721"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"3.683"
"hsa04015"	"Rap1 signaling pathway"	"3.668"
"hsa04668"	"TNF signaling pathway"	"3.635"
"hsa00260"	"Glycine, serine and threonine metabolism"	"3.633"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"3.625"
"hsa00510"	"N-Glycan biosynthesis"	"3.624"
"hsa05140"	"Leishmaniasis"	"3.619"
"hsa04610"	"Complement and coagulation cascades"	"3.576"
"hsa04072"	"Phospholipase D signaling pathway"	"3.567"
"hsa04925"	"Aldosterone synthesis and secretion"	"3.5"
"hsa05152"	"Tuberculosis"	"3.488"
"hsa04911"	"Insulin secretion"	"3.471"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"3.448"
"hsa05030"	"Cocaine addiction"	"3.431"
"hsa00650"	"Butanoate metabolism"	"3.391"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"3.345"
"hsa04972"	"Pancreatic secretion"	"3.344"
"hsa04022"	"cGMP-PKG signaling pathway"	"3.329"
"hsa00670"	"One carbon pool by folate"	"3.325"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"3.295"
"hsa00900"	"Terpenoid backbone biosynthesis"	"3.287"
"hsa04510"	"Focal adhesion"	"3.26"
"hsa00564"	"Glycerophospholipid metabolism"	"3.228"
"hsa05222"	"Small cell lung cancer"	"3.213"
"hsa05165"	"Human papillomavirus infection"	"3.211"
"hsa05131"	"Shigellosis"	"3.178"
"hsa00030"	"Pentose phosphate pathway"	"3.174"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"3.152"
"hsa04724"	"Glutamatergic synapse"	"3.14"
"hsa04062"	"Chemokine signaling pathway"	"3.139"
"hsa04912"	"GnRH signaling pathway"	"3.129"
"hsa05110"	"Vibrio cholerae infection"	"3.117"
"hsa05133"	"Pertussis"	"3.071"
"hsa04210"	"Apoptosis"	"3.068"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"3.055"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"3.037"
"hsa05146"	"Amoebiasis"	"3.035"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"3.016"
"hsa05225"	"Hepatocellular carcinoma"	"2.949"
"hsa04725"	"Cholinergic synapse"	"2.912"
"hsa04659"	"Th17 cell differentiation"	"2.905"
