"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00100"	"Steroid biosynthesis"	"16.843"	"55"	"7.883"	"2.797"
"hsa00531"	"Glycosaminoglycan degradation"	"9.597"	"13"	"1.502"	"1.198"
"hsa04145"	"Phagosome"	"8.47"	"339"	"217.659"	"14.326"
"hsa04540"	"Gap junction"	"8.325"	"307"	"195.763"	"13.362"
"hsa04975"	"Fat digestion and absorption"	"7.74"	"34"	"10.001"	"3.101"
"hsa00511"	"Other glycan degradation"	"7.675"	"13"	"1.98"	"1.436"
"hsa05145"	"Toxoplasmosis"	"7.35"	"276"	"184.283"	"12.478"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"7.282"	"199"	"122.25"	"10.54"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"6.925"	"402"	"290.811"	"16.055"
"hsa04612"	"Antigen processing and presentation"	"6.919"	"226"	"148.099"	"11.259"
"hsa00140"	"Steroid hormone biosynthesis"	"6.705"	"47"	"17.909"	"4.339"
"hsa04979"	"Cholesterol metabolism"	"6.659"	"58"	"26.565"	"4.721"
"hsa05134"	"Legionellosis"	"6.567"	"232"	"153.613"	"11.937"
"hsa04918"	"Thyroid hormone synthesis"	"6.471"	"99"	"54.024"	"6.95"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"6.379"	"64"	"31.071"	"5.162"
"hsa05130"	"Pathogenic Escherichia coli infection"	"6.323"	"252"	"171.604"	"12.715"
"hsa04142"	"Lysosome"	"6.212"	"94"	"51.717"	"6.807"
"hsa00052"	"Galactose metabolism"	"6.158"	"70"	"35.597"	"5.587"
"hsa04915"	"Estrogen signaling pathway"	"6.109"	"349"	"259.309"	"14.683"
"hsa05020"	"Prion diseases"	"6.092"	"104"	"60.82"	"7.087"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"6.071"	"72"	"36.298"	"5.88"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"5.864"	"47"	"20.954"	"4.441"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"5.837"	"14"	"3.289"	"1.835"
"hsa00480"	"Glutathione metabolism"	"5.76"	"47"	"20.905"	"4.53"
"hsa03320"	"PPAR signaling pathway"	"5.569"	"130"	"82.459"	"8.536"
"hsa00330"	"Arginine and proline metabolism"	"5.536"	"56"	"27.897"	"5.077"
"hsa00983"	"Drug metabolism - other enzymes"	"5.467"	"62"	"30.879"	"5.693"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"5.309"	"12"	"3.097"	"1.677"
"hsa04926"	"Relaxin signaling pathway"	"5.238"	"250"	"181.864"	"13.009"
"hsa05164"	"Influenza A"	"5.214"	"354"	"272.797"	"15.573"
"hsa04913"	"Ovarian steroidogenesis"	"5.182"	"49"	"24.185"	"4.789"
"hsa00310"	"Lysine degradation"	"5.158"	"69"	"39.152"	"5.787"
"hsa05204"	"Chemical carcinogenesis"	"5.102"	"48"	"23.594"	"4.783"
"hsa00620"	"Pyruvate metabolism"	"5.078"	"87"	"52.212"	"6.851"
"hsa00740"	"Riboflavin metabolism"	"5.073"	"6"	"0.927"	"0.957"
"hsa00051"	"Fructose and mannose metabolism"	"5.067"	"70"	"39.48"	"6.023"
"hsa04213"	"Longevity regulating pathway - multiple species"	"5.042"	"205"	"148.007"	"11.305"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"5.007"	"50"	"26.009"	"4.792"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"4.973"	"75"	"42.924"	"6.45"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"4.955"	"168"	"116.134"	"10.468"
"hsa05200"	"Pathways in cancer"	"4.947"	"670"	"559.489"	"22.341"
"hsa04512"	"ECM-receptor interaction"	"4.941"	"57"	"30.378"	"5.388"
"hsa04144"	"Endocytosis"	"4.901"	"394"	"313.05"	"16.516"
"hsa00380"	"Tryptophan metabolism"	"4.894"	"48"	"24.173"	"4.869"
"hsa00410"	"beta-Alanine metabolism"	"4.794"	"41"	"20.598"	"4.256"
"hsa00982"	"Drug metabolism - cytochrome P450"	"4.782"	"37"	"17.164"	"4.148"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"4.763"	"12"	"3.227"	"1.842"
"hsa00500"	"Starch and sucrose metabolism"	"4.735"	"58"	"32.159"	"5.457"
"hsa04010"	"MAPK signaling pathway"	"4.665"	"436"	"352.289"	"17.946"
"hsa04927"	"Cortisol synthesis and secretion"	"4.572"	"68"	"39.061"	"6.329"
"hsa00561"	"Glycerolipid metabolism"	"4.529"	"42"	"21.923"	"4.433"
"hsa00340"	"Histidine metabolism"	"4.523"	"34"	"16.528"	"3.863"
"hsa04657"	"IL-17 signaling pathway"	"4.515"	"184"	"134.3"	"11.008"
"hsa00071"	"Fatty acid degradation"	"4.486"	"48"	"26.201"	"4.859"
