"Pathway"	"Z-score"
"Steroid biosynthesis"	"32.791"
"Terpenoid backbone biosynthesis"	"28.015"
"Synthesis and degradation of ketone bodies"	"10.253"
"PPAR signaling pathway"	"9.074"
"Biosynthesis of unsaturated fatty acids"	"6.494"
"Phosphonate and phosphinate metabolism"	"6.132"
"Glyoxylate and dicarboxylate metabolism"	"6.07"
"Butanoate metabolism"	"5.678"
"Propanoate metabolism"	"5.346"
"Glycolysis / Gluconeogenesis"	"5.321"
"AMPK signaling pathway"	"5.282"
"Thyroid cancer"	"4.923"
"Peroxisome"	"4.87"
"Glycine, serine and threonine metabolism"	"4.817"
"Sulfur metabolism"	"4.806"
"Pyruvate metabolism"	"4.745"
"Fatty acid degradation"	"4.502"
"Fatty acid biosynthesis"	"4.458"
"Valine, leucine and isoleucine degradation"	"4.249"
"Ovarian steroidogenesis"	"4.117"
"Cholesterol metabolism"	"4.084"
"Glutathione metabolism"	"4.045"
"Leukocyte transendothelial migration"	"3.89"
"Pathogenic Escherichia coli infection"	"3.856"
"Lysosome"	"3.71"
"Drug metabolism - cytochrome P450"	"3.693"
"Metabolism of xenobiotics by cytochrome P450"	"3.56"
"Glycosaminoglycan degradation"	"3.518"
"Drug metabolism - other enzymes"	"3.513"
"Fluid shear stress and atherosclerosis"	"3.412"
"Bile secretion"	"3.373"
"Chemical carcinogenesis"	"3.344"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"3.335"
"Adherens junction"	"3.249"
"Bacterial invasion of epithelial cells"	"3.185"
"Cushing's syndrome"	"3.122"
"HTLV-I infection"	"3.097"
"Complement and coagulation cascades"	"2.997"
"Hepatocellular carcinoma"	"2.98"
"alpha-Linolenic acid metabolism"	"2.949"
"Pentose and glucuronate interconversions"	"2.948"
"Progesterone-mediated oocyte maturation"	"2.698"
"Glycerophospholipid metabolism"	"2.691"
"Pentose phosphate pathway"	"2.665"
"Proteoglycans in cancer"	"2.589"
"Melanogenesis"	"2.565"
"Fructose and mannose metabolism"	"2.543"
"Rap1 signaling pathway"	"2.507"
"Toxoplasmosis"	"2.423"
"Porphyrin and chlorophyll metabolism"	"2.413"
"SNARE interactions in vesicular transport"	"2.39"
"Thyroid hormone signaling pathway"	"2.367"
"Tyrosine metabolism"	"2.277"
"Platelet activation"	"2.194"
"Tryptophan metabolism"	"2.147"
"Pathways in cancer"	"2.146"
"Fat digestion and absorption"	"2.137"
"ABC transporters"	"2.069"
"Apelin signaling pathway"	"2.019"
"Cysteine and methionine metabolism"	"1.993"
"Breast cancer"	"1.904"
"Notch signaling pathway"	"1.879"
"Steroid hormone biosynthesis"	"1.87"
"Hippo signaling pathway"	"1.864"
"Cocaine addiction"	"1.861"
"Oxytocin signaling pathway"	"1.853"
"Vibrio cholerae infection"	"1.813"
"Regulation of lipolysis in adipocytes"	"1.768"
"Retinol metabolism"	"1.743"
"Viral myocarditis"	"1.705"
"Axon guidance"	"1.68"
"Influenza A"	"1.651"
"Endometrial cancer"	"1.644"
"Lysine degradation"	"1.639"
"Long-term depression"	"1.638"
"Arachidonic acid metabolism"	"1.605"
"Glycerolipid metabolism"	"1.579"
"Chemokine signaling pathway"	"1.553"
"Basal cell carcinoma"	"1.52"
"Cortisol synthesis and secretion"	"1.513"
"Renin secretion"	"1.511"
"Shigellosis"	"1.477"
"Focal adhesion"	"1.473"
"Thyroid hormone synthesis"	"1.367"
"Gastric acid secretion"	"1.332"
"Antigen processing and presentation"	"1.324"
"Pertussis"	"1.287"
"Hypertrophic cardiomyopathy (HCM)"	"1.261"
"Thermogenesis"	"1.189"
"Dilated cardiomyopathy (DCM)"	"1.178"
"Colorectal cancer"	"1.176"
"Salmonella infection"	"1.17"
"Gap junction"	"1.125"
"Morphine addiction"	"1.124"
"GABAergic synapse"	"1.121"
"Longevity regulating pathway"	"1.099"
"Th1 and Th2 cell differentiation"	"1.075"
"Choline metabolism in cancer"	"1.046"
"Prostate cancer"	"1.035"
"Circadian entrainment"	"1.032"
"Aldosterone synthesis and secretion"	"1.019"
"Hematopoietic cell lineage"	"1.013"
"Chagas disease (American trypanosomiasis)"	"0.983"
"Insulin resistance"	"0.946"
"Cytokine-cytokine receptor interaction"	"0.928"
"TNF signaling pathway"	"0.908"
"Serotonergic synapse"	"0.888"
"Cholinergic synapse"	"0.865"
"Glutamatergic synapse"	"0.851"
"Sphingolipid signaling pathway"	"0.842"
"Vascular smooth muscle contraction"	"0.799"
"Oocyte meiosis"	"0.771"
"Osteoclast differentiation"	"0.742"
"Human papillomavirus infection"	"0.72"
"Dopaminergic synapse"	"0.712"
"Relaxin signaling pathway"	"0.705"
"Hepatitis C"	"0.704"
"Apoptosis"	"0.653"
"Estrogen signaling pathway"	"0.647"
"Insulin signaling pathway"	"0.646"
"Signaling pathways regulating pluripotency of stem cells"	"0.629"
"Cell adhesion molecules (CAMs)"	"0.621"
"Adrenergic signaling in cardiomyocytes"	"0.61"
"Phospholipase D signaling pathway"	"0.61"
"Parkinson's disease"	"0.606"
"Wnt signaling pathway"	"0.585"
"Retrograde endocannabinoid signaling"	"0.568"
"Gastric cancer"	"0.561"
"Phagosome"	"0.541"
"cGMP-PKG signaling pathway"	"0.492"
"Protein processing in endoplasmic reticulum"	"0.451"
"NOD-like receptor signaling pathway"	"0.438"
"Tight junction"	"0.427"
"Alzheimer's disease"	"0.406"
"Alcoholism"	"0.369"
"Calcium signaling pathway"	"0.353"
"Transcriptional misregulation in cancer"	"0.348"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.336"
"Huntington's disease"	"0.294"
"cAMP signaling pathway"	"0.281"
"Regulation of actin cytoskeleton"	"0.223"
"Endocytosis"	"0.082"
"Neuroactive ligand-receptor interaction"	"-0.066"
"D-Arginine and D-ornithine metabolism"	"-0.067"
"Biotin metabolism"	"-0.104"
"Lipoic acid metabolism"	"-0.116"
"Valine, leucine and isoleucine biosynthesis"	"-0.123"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.136"
"Caffeine metabolism"	"-0.138"
"D-Glutamine and D-glutamate metabolism"	"-0.141"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.141"
"Vitamin B6 metabolism"	"-0.154"
"Riboflavin metabolism"	"-0.174"
"Sulfur relay system"	"-0.176"
"Taurine and hypotaurine metabolism"	"-0.203"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.206"
"Non-homologous end-joining"	"-0.219"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.23"
"Thiamine metabolism"	"-0.23"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.241"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.248"
"Ascorbate and aldarate metabolism"	"-0.259"
"Nitrogen metabolism"	"-0.259"
"Primary bile acid biosynthesis"	"-0.259"
"Pantothenate and CoA biosynthesis"	"-0.261"
