"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0004016"	"adenylate cyclase activity"	"10.507"	"13"	"1.282"	"1.115"
"GO:0005506"	"iron ion binding"	"9.695"	"105"	"42.722"	"6.423"
"GO:0015245"	"fatty acid transporter activity"	"8.72"	"10"	"1.005"	"1.032"
"GO:0050613"	"delta14-sterol reductase activity"	"8.296"	"9"	"0.704"	"0.825"
"GO:0020037"	"heme binding"	"7.676"	"92"	"43.367"	"6.336"
"GO:0008106"	"alcohol dehydrogenase (NADP+) activity"	"7.452"	"32"	"9.157"	"3.065"
"GO:0004032"	"alditol:NADP+ 1-oxidoreductase activity"	"7.412"	"32"	"9.193"	"3.077"
"GO:0016491"	"oxidoreductase activity"	"7.298"	"81"	"37.629"	"5.943"
"GO:0008398"	"sterol 14-demethylase activity"	"6.858"	"8"	"1.103"	"1.006"
"GO:0003756"	"protein disulfide isomerase activity"	"6.783"	"37"	"13.253"	"3.501"
"GO:0005200"	"structural constituent of cytoskeleton"	"6.709"	"266"	"182.817"	"12.399"
"GO:0000248"	"C-5 sterol desaturase activity"	"6.692"	"7"	"0.308"	"0.553"
"GO:0000252"	"C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity"	"6.427"	"7"	"0.573"	"0.73"
"GO:0047012"	"sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity"	"6.427"	"7"	"0.573"	"0.73"
"GO:0103066"	NA	"6.427"	"7"	"0.573"	"0.73"
"GO:0103067"	NA	"6.427"	"7"	"0.573"	"0.73"
"GO:0000254"	"C-4 methylsterol oxidase activity"	"6.371"	"7"	"0.629"	"0.768"
"GO:0003854"	"3-beta-hydroxy-delta5-steroid dehydrogenase activity"	"6.325"	"7"	"0.675"	"0.814"
"GO:0003993"	"acid phosphatase activity"	"6.325"	"7"	"0.675"	"0.819"
"GO:0016229"	"steroid dehydrogenase activity"	"6.296"	"17"	"3.977"	"2.069"
"GO:0004364"	"glutathione transferase activity"	"6.239"	"21"	"5.833"	"2.431"
"GO:0060228"	"phosphatidylcholine-sterol O-acyltransferase activator activity"	"6.169"	"11"	"2.122"	"1.439"
"GO:0030170"	"pyridoxal phosphate binding"	"6.055"	"75"	"38.65"	"6.004"
"GO:0005319"	"lipid transporter activity"	"6.05"	"10"	"1.845"	"1.348"
"GO:0004180"	"carboxypeptidase activity"	"5.968"	"13"	"3.019"	"1.673"
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"5.958"	"7"	"1.042"	"0.978"
"GO:0047086"	"ketosteroid monooxygenase activity"	"5.896"	"16"	"3.918"	"2.049"
"GO:0003923"	"GPI-anchor transamidase activity"	"5.863"	"9"	"1.548"	"1.271"
"GO:0051082"	"unfolded protein binding"	"5.819"	"322"	"239.082"	"14.249"
