geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04060	Cytokine-cytokine receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04060+10563+1230+1234+1435+2833+3455+3458+3459+3460+355+3553+3558+3559+356+3560+3561+3565+3566+3569+3574+3578+3586+3589+3592+3593+3594+3596+3600+3603+3606+3624+3625+3976+4050+4283+5196+6347+6351+6352+6354+6356+6357+6363+6367+7040+7042+7124+729230+8807+92+920+9466+958+959	248	54	7.8410117434507685	6.886866359447004	0	0	10563;1230;1234;1435;2833;3455;3458;3459;3460;355;3553;3558;3559;356;3560;3561;3565;3566;3569;3574;3578;3586;3589;3592;3593;3594;3596;3600;3603;3606;3624;3625;3976;4050;4283;5196;6347;6351;6352;6354;6356;6357;6363;6367;7040;7042;7124;729230;8807;92;920;9466;958;959	ENSG00000121989;ENSG00000172156;ENSG00000181374;ENSG00000172724;ENSG00000108691;ENSG00000102962;ENSG00000275302;ENSG00000275824;ENSG00000277943;ENSG00000271503;ENSG00000274233;ENSG00000108688;ENSG00000163823;ENSG00000121807;ENSG00000160791;ENSG00000010610;ENSG00000101017;ENSG00000102245;ENSG00000184371;ENSG00000156234;ENSG00000138755;ENSG00000186810;ENSG00000026103;ENSG00000117560;ENSG00000159110;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000136634;ENSG00000095752;ENSG00000168811;ENSG00000113302;ENSG00000096996;ENSG00000169194;ENSG00000164136;ENSG00000172349;ENSG00000150782;ENSG00000115607;ENSG00000125538;ENSG00000109471;ENSG00000104998;ENSG00000134460;ENSG00000100385;ENSG00000147168;ENSG00000113520;ENSG00000077238;ENSG00000136244;ENSG00000104432;ENSG00000145839;ENSG00000122641;ENSG00000163083;ENSG00000128342;ENSG00000204487;ENSG00000206437;ENSG00000223448;ENSG00000227507;ENSG00000231314;ENSG00000236237;ENSG00000236925;ENSG00000238114;ENSG00000163737;ENSG00000105329;ENSG00000092969;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+207+3105+3108+3109+3111+3112+3117+3122+3133+3135+3383+3455+355+3551+3569+3665+3683+4067+567+6772+6885+6890+6891+6892+7097+7124+7186+894+896+915+916+917+919+958	184	34	5.817524841915087	5.844409937888198	0	0	207;3105;3108;3109;3111;3112;3117;3122;3133;3135;3383;3455;355;3551;3569;3665;3683;4067;567;6772;6885;6890;6891;6892;7097;7124;7186;894;896;915;916;917;919;958	ENSG00000142208;ENSG00000166710;ENSG00000273686;ENSG00000118971;ENSG00000112576;ENSG00000198821;ENSG00000167286;ENSG00000198851;ENSG00000160654;ENSG00000101017;ENSG00000026103;ENSG00000206503;ENSG00000206505;ENSG00000223980;ENSG00000224320;ENSG00000227715;ENSG00000229215;ENSG00000231834;ENSG00000235657;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000204592;ENSG00000206493;ENSG00000225201;ENSG00000229252;ENSG00000230254;ENSG00000233904;ENSG00000236632;ENSG00000204632;ENSG00000206506;ENSG00000230413;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000237216;ENSG00000276051;ENSG00000090339;ENSG00000159110;ENSG00000104365;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000005844;ENSG00000254087;ENSG00000135341;ENSG00000115415;ENSG00000168394;ENSG00000206297;ENSG00000224212;ENSG00000224748;ENSG00000226173;ENSG00000227816;ENSG00000230705;ENSG00000232367;ENSG00000204267;ENSG00000206235;ENSG00000206299;ENSG00000223481;ENSG00000225967;ENSG00000228582;ENSG00000232326;ENSG00000237599;ENSG00000112493;ENSG00000206208;ENSG00000206281;ENSG00000231925;ENSG00000236490;ENSG00000137462;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810;ENSG00000127191
hsa05152	Tuberculosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05152+10333+1520+207+2213+3108+3109+3111+3112+3117+3122+3458+3459+3460+3553+3569+3586+3592+3593+3606+3689+3717+4843+6772+7040+7042+7096+7097+7124+8767+8915+972	158	31	4.9954832881662155	6.205605786618444	0	0	10333;1520;207;2213;3108;3109;3111;3112;3117;3122;3458;3459;3460;3553;3569;3586;3592;3593;3606;3689;3717;4843;6772;7040;7042;7096;7097;7124;8767;8915;972	ENSG00000142208;ENSG00000142867;ENSG00000019582;ENSG00000163131;ENSG00000072694;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000136634;ENSG00000168811;ENSG00000113302;ENSG00000150782;ENSG00000125538;ENSG00000136244;ENSG00000160255;ENSG00000096968;ENSG00000007171;ENSG00000104312;ENSG00000115415;ENSG00000105329;ENSG00000092969;ENSG00000174125;ENSG00000137462;ENSG00000174130;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+3105+3108+3109+3111+3112+3117+3122+3133+3135+3455+3458+3459+3460+355+3551+3553+356+3569+3592+3593+3600+3665+3717+5199+6347+6352+6772+6885+6890+6891+7097+7098+7124+7186+972	157	35	4.96386630532972	7.050955414012739	0	0	3105;3108;3109;3111;3112;3117;3122;3133;3135;3455;3458;3459;3460;355;3551;3553;356;3569;3592;3593;3600;3665;3717;5199;6347;6352;6772;6885;6890;6891;7097;7098;7124;7186;972	ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000019582;ENSG00000126759;ENSG00000026103;ENSG00000117560;ENSG00000206503;ENSG00000206505;ENSG00000223980;ENSG00000224320;ENSG00000227715;ENSG00000229215;ENSG00000231834;ENSG00000235657;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000204592;ENSG00000206493;ENSG00000225201;ENSG00000229252;ENSG00000230254;ENSG00000233904;ENSG00000236632;ENSG00000204632;ENSG00000206506;ENSG00000230413;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000237216;ENSG00000276051;ENSG00000159110;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000104365;ENSG00000168811;ENSG00000113302;ENSG00000164136;ENSG00000125538;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000096968;ENSG00000135341;ENSG00000115415;ENSG00000168394;ENSG00000206297;ENSG00000224212;ENSG00000224748;ENSG00000226173;ENSG00000227816;ENSG00000230705;ENSG00000232367;ENSG00000204267;ENSG00000206235;ENSG00000206299;ENSG00000223481;ENSG00000225967;ENSG00000228582;ENSG00000232326;ENSG00000237599;ENSG00000137462;ENSG00000164342;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810;ENSG00000127191
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+1956+207+3455+3458+3459+3460+3558+3559+3560+3561+3565+3566+3569+3574+3578+3586+3589+3592+3593+3594+3596+3600+3717+3976+5777+6772+6775+8651+894+896+9466+9655	142	32	4.489611562782295	7.127565392354125	0	0	1956;207;3455;3458;3459;3460;3558;3559;3560;3561;3565;3566;3569;3574;3578;3586;3589;3592;3593;3594;3596;3600;3717;3976;5777;6772;6775;8651;894;896;9466;9655	ENSG00000142208;ENSG00000118971;ENSG00000112576;ENSG00000146648;ENSG00000159110;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000136634;ENSG00000095752;ENSG00000168811;ENSG00000113302;ENSG00000096996;ENSG00000169194;ENSG00000164136;ENSG00000109471;ENSG00000104998;ENSG00000134460;ENSG00000100385;ENSG00000147168;ENSG00000113520;ENSG00000077238;ENSG00000136244;ENSG00000104432;ENSG00000145839;ENSG00000096968;ENSG00000128342;ENSG00000111679;ENSG00000185338;ENSG00000171150;ENSG00000115415;ENSG00000138378
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+207+2213+3455+3458+3459+3460+355+3553+3558+3559+356+3560+3561+3565+3569+3592+3593+3596+3665+3717+6772+6885+7097+894+896+915+916+917+940	117	29	3.699186991869919	7.839560439560438	0	0	207;2213;3455;3458;3459;3460;355;3553;3558;3559;356;3560;3561;3565;3569;3592;3593;3596;3665;3717;6772;6885;7097;894;896;915;916;917;940	ENSG00000142208;ENSG00000118971;ENSG00000112576;ENSG00000178562;ENSG00000167286;ENSG00000198851;ENSG00000160654;ENSG00000026103;ENSG00000117560;ENSG00000072694;ENSG00000159110;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000168811;ENSG00000113302;ENSG00000169194;ENSG00000125538;ENSG00000109471;ENSG00000134460;ENSG00000100385;ENSG00000147168;ENSG00000113520;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000096968;ENSG00000135341;ENSG00000115415;ENSG00000137462
hsa04659	Th17 cell differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04659+3091+3108+3109+3111+3112+3117+3122+3458+3459+3460+3551+3553+3558+3559+3560+3561+3565+3566+3569+3594+3662+3717+3932+6772+7040+7535+915+916+917+919+920+9466	102	32	3.2249322493224937	9.92268907563025	0	0	3091;3108;3109;3111;3112;3117;3122;3458;3459;3460;3551;3553;3558;3559;3560;3561;3565;3566;3569;3594;3662;3717;3932;6772;7040;7535;915;916;917;919;920;9466	ENSG00000198821;ENSG00000167286;ENSG00000198851;ENSG00000160654;ENSG00000010610;ENSG00000100644;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000104365;ENSG00000096996;ENSG00000125538;ENSG00000109471;ENSG00000104998;ENSG00000134460;ENSG00000100385;ENSG00000147168;ENSG00000113520;ENSG00000077238;ENSG00000136244;ENSG00000137265;ENSG00000096968;ENSG00000182866;ENSG00000115415;ENSG00000105329;ENSG00000115085
hsa04660	T cell receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04660+207+3458+3551+3558+3565+3586+3702+3932+3937+4690+5777+5788+6885+7124+7535+8915+915+916+917+919+920+925+926+940+959	97	25	3.0668473351400185	8.151693667157584	0	0	207;3458;3551;3558;3565;3586;3702;3932;3937;4690;5777;5788;6885;7124;7535;8915;915;916;917;919;920;925;926;940;959	ENSG00000142208;ENSG00000142867;ENSG00000198821;ENSG00000178562;ENSG00000167286;ENSG00000198851;ENSG00000160654;ENSG00000010610;ENSG00000102245;ENSG00000153563;ENSG00000172116;ENSG00000111537;ENSG00000104365;ENSG00000136634;ENSG00000109471;ENSG00000113520;ENSG00000113263;ENSG00000182866;ENSG00000043462;ENSG00000135341;ENSG00000158092;ENSG00000111679;ENSG00000081237;ENSG00000262418;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810;ENSG00000115085
hsa04658	Th1 and Th2 cell differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04658+3108+3109+3111+3112+3117+3122+3458+3459+3460+3551+3558+3559+3560+3561+3565+3566+3592+3593+3594+3596+3717+3932+6772+6775+7535+915+916+917+919+920	87	30	2.750677506775068	10.906403940886698	0	0	3108;3109;3111;3112;3117;3122;3458;3459;3460;3551;3558;3559;3560;3561;3565;3566;3592;3593;3594;3596;3717;3932;6772;6775;7535;915;916;917;919;920	ENSG00000198821;ENSG00000167286;ENSG00000198851;ENSG00000160654;ENSG00000010610;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000111537;ENSG00000027697;ENSG00000159128;ENSG00000262795;ENSG00000104365;ENSG00000168811;ENSG00000113302;ENSG00000096996;ENSG00000169194;ENSG00000109471;ENSG00000134460;ENSG00000100385;ENSG00000147168;ENSG00000113520;ENSG00000077238;ENSG00000096968;ENSG00000182866;ENSG00000115415;ENSG00000138378;ENSG00000115085
hsa05323	Rheumatoid arthritis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05323+1435+3108+3109+3111+3112+3117+3122+3383+3458+3553+3569+3589+3600+3606+3683+3689+4050+6347+6352+7040+7042+7097+7124+940+941+942	77	26	2.434507678410118	10.679777365491649	0	0	1435;3108;3109;3111;3112;3117;3122;3383;3458;3553;3569;3589;3600;3606;3683;3689;4050;6347;6352;7040;7042;7097;7124;940;941;942	ENSG00000108691;ENSG00000271503;ENSG00000274233;ENSG00000178562;ENSG00000121594;ENSG00000114013;ENSG00000184371;ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719;ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSG00000204252;ENSG00000206292;ENSG00000230141;ENSG00000231558;ENSG00000232957;ENSG00000232962;ENSG00000235744;ENSG00000239457;ENSG00000241106;ENSG00000241386;ENSG00000241910;ENSG00000243496;ENSG00000243612;ENSG00000196735;ENSG00000206305;ENSG00000225890;ENSG00000228284;ENSG00000232062;ENSG00000236418;ENSG00000204287;ENSG00000206308;ENSG00000226260;ENSG00000227993;ENSG00000228987;ENSG00000230726;ENSG00000234794;ENSG00000277263;ENSG00000090339;ENSG00000111537;ENSG00000095752;ENSG00000164136;ENSG00000150782;ENSG00000125538;ENSG00000136244;ENSG00000005844;ENSG00000160255;ENSG00000204487;ENSG00000206437;ENSG00000223448;ENSG00000227507;ENSG00000231314;ENSG00000236237;ENSG00000236925;ENSG00000238114;ENSG00000105329;ENSG00000092969;ENSG00000137462;ENSG00000204490;ENSG00000206439;ENSG00000223952;ENSG00000228321;ENSG00000228849;ENSG00000228978;ENSG00000230108;ENSG00000232810
