"Pathway"	"Z-score"
"Ribosome biogenesis in eukaryotes"	"14.001"
"Neomycin, kanamycin and gentamicin biosynthesis"	"8.961"
"Cell cycle"	"7.624"
"Fructose and mannose metabolism"	"6.073"
"DNA replication"	"5.72"
"Bladder cancer"	"5.279"
"Central carbon metabolism in cancer"	"4.152"
"Chronic myeloid leukemia"	"3.785"
"RNA degradation"	"3.689"
"Vitamin digestion and absorption"	"3.564"
"Pentose and glucuronate interconversions"	"3.431"
"Small cell lung cancer"	"3.318"
"Galactose metabolism"	"3.048"
"beta-Alanine metabolism"	"2.934"
"Base excision repair"	"2.862"
"Starch and sucrose metabolism"	"2.753"
"Thyroid cancer"	"2.684"
"Primary immunodeficiency"	"2.661"
"FoxO signaling pathway"	"2.523"
"Type I diabetes mellitus"	"2.453"
"Carbohydrate digestion and absorption"	"2.416"
"Type II diabetes mellitus"	"2.376"
"Cysteine and methionine metabolism"	"2.367"
"Aminoacyl-tRNA biosynthesis"	"2.351"
"Breast cancer"	"2.35"
"Hepatitis B"	"2.348"
"Arginine and proline metabolism"	"2.295"
"Amino sugar and nucleotide sugar metabolism"	"2.265"
"MAPK signaling pathway"	"2.252"
"Cellular senescence"	"2.198"
"Glutathione metabolism"	"2.133"
"Hepatocellular carcinoma"	"2.127"
"Legionellosis"	"2.046"
"Endometrial cancer"	"1.976"
"Kaposi's sarcoma-associated herpesvirus infection"	"1.932"
"p53 signaling pathway"	"1.827"
"Glycolysis / Gluconeogenesis"	"1.818"
"Non-small cell lung cancer"	"1.806"
"Acute myeloid leukemia"	"1.764"
"Glioma"	"1.716"
"Melanoma"	"1.672"
"Pancreatic cancer"	"1.617"
"TGF-beta signaling pathway"	"1.489"
"ErbB signaling pathway"	"1.478"
"Colorectal cancer"	"1.441"
"HTLV-I infection"	"1.421"
"Pyrimidine metabolism"	"1.305"
"Progesterone-mediated oocyte maturation"	"1.297"
"HIF-1 signaling pathway"	"1.278"
"T cell receptor signaling pathway"	"1.252"
"AGE-RAGE signaling pathway in diabetic complications"	"1.237"
"Thyroid hormone signaling pathway"	"1.071"
"Oocyte meiosis"	"1.063"
"Measles"	"0.963"
"Insulin signaling pathway"	"0.915"
"PI3K-Akt signaling pathway"	"0.911"
"Signaling pathways regulating pluripotency of stem cells"	"0.882"
"Wnt signaling pathway"	"0.871"
"MicroRNAs in cancer"	"0.854"
"Gastric cancer"	"0.827"
"Hippo signaling pathway"	"0.81"
"Cushing's syndrome"	"0.799"
"Jak-STAT signaling pathway"	"0.701"
"Tight junction"	"0.679"
"Tuberculosis"	"0.621"
"Transcriptional misregulation in cancer"	"0.603"
"Proteoglycans in cancer"	"0.537"
"Epstein-Barr virus infection"	"0.525"
"Viral carcinogenesis"	"0.487"
"Thermogenesis"	"0.374"
"Pathways in cancer"	"0.332"
"Human papillomavirus infection"	"0.03"
"D-Arginine and D-ornithine metabolism"	"-0.049"
"Biotin metabolism"	"-0.093"
"Lipoic acid metabolism"	"-0.095"
"Valine, leucine and isoleucine biosynthesis"	"-0.105"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.116"
"Caffeine metabolism"	"-0.124"
"D-Glutamine and D-glutamate metabolism"	"-0.128"
"Phosphonate and phosphinate metabolism"	"-0.136"
"Vitamin B6 metabolism"	"-0.136"
"Riboflavin metabolism"	"-0.153"
