"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03010"	"Ribosome"	"35.618"	"722"	"215.421"	"14.223"
"hsa05322"	"Systemic lupus erythematosus"	"20.239"	"666"	"310.762"	"17.553"
"hsa05034"	"Alcoholism"	"14.564"	"812"	"476.909"	"23.009"
"hsa04217"	"Necroptosis"	"9.904"	"510"	"331.907"	"17.981"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"9.829"	"637"	"425.785"	"21.49"
"hsa03018"	"RNA degradation"	"9.282"	"330"	"199.366"	"14.074"
"hsa03013"	"RNA transport"	"8.643"	"700"	"500.972"	"23.029"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"7.563"	"301"	"198.514"	"13.55"
"hsa05130"	"Pathogenic Escherichia coli infection"	"7.504"	"398"	"271.917"	"16.801"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"7.246"	"126"	"68.897"	"7.881"
"hsa03050"	"Proteasome"	"6.071"	"215"	"143.883"	"11.714"
"hsa04540"	"Gap junction"	"5.687"	"410"	"310.852"	"17.435"
"hsa04145"	"Phagosome"	"5.686"	"458"	"351.967"	"18.647"
"hsa05134"	"Legionellosis"	"5.66"	"309"	"225.004"	"14.84"
"hsa00260"	"Glycine, serine and threonine metabolism"	"5.394"	"106"	"65.643"	"7.481"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"5.1"	"69"	"39.686"	"5.748"
"hsa04612"	"Antigen processing and presentation"	"5.086"	"284"	"215.086"	"13.549"
"hsa00270"	"Cysteine and methionine metabolism"	"4.935"	"109"	"69.934"	"7.916"
"hsa00340"	"Histidine metabolism"	"4.72"	"49"	"26.859"	"4.691"
"hsa00051"	"Fructose and mannose metabolism"	"4.448"	"98"	"64.406"	"7.553"
"hsa00410"	"beta-Alanine metabolism"	"4.274"	"57"	"34.075"	"5.364"
"hsa00500"	"Starch and sucrose metabolism"	"4.046"	"80"	"52.587"	"6.776"
"hsa00052"	"Galactose metabolism"	"4"	"84"	"56.814"	"6.796"
"hsa00561"	"Glycerolipid metabolism"	"3.923"	"58"	"35.965"	"5.617"
"hsa00071"	"Fatty acid degradation"	"3.914"	"67"	"43.532"	"5.995"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"3.892"	"78"	"51.533"	"6.8"
"hsa00053"	"Ascorbate and aldarate metabolism"	"3.803"	"39"	"22.175"	"4.424"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"3.793"	"532"	"451.831"	"21.134"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"3.759"	"27"	"14.276"	"3.385"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"3.659"	"89"	"61.945"	"7.394"
"hsa00330"	"Arginine and proline metabolism"	"3.609"	"70"	"46.963"	"6.383"
"hsa03015"	"mRNA surveillance pathway"	"3.587"	"339"	"279.672"	"16.541"
"hsa04110"	"Cell cycle"	"3.585"	"472"	"399.566"	"20.207"
"hsa03030"	"DNA replication"	"3.145"	"127"	"96.299"	"9.763"
"hsa00380"	"Tryptophan metabolism"	"3.065"	"58"	"40.272"	"5.783"
"hsa00620"	"Pyruvate metabolism"	"3.043"	"114"	"86.999"	"8.872"
"hsa00020"	"Citrate cycle (TCA cycle)"	"2.877"	"106"	"81.168"	"8.632"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.685"	"262"	"223.038"	"14.509"
"hsa04710"	"Circadian rhythm"	"2.614"	"98"	"76.403"	"8.262"
"hsa05162"	"Measles"	"2.573"	"353"	"308.87"	"17.152"
"hsa00030"	"Pentose phosphate pathway"	"2.488"	"84"	"65.009"	"7.634"
"hsa00310"	"Lysine degradation"	"2.364"	"83"	"65.652"	"7.337"
"hsa00592"	"alpha-Linolenic acid metabolism"	"2.279"	"7"	"3.129"	"1.699"
"hsa04122"	"Sulfur relay system"	"2.226"	"10"	"5.023"	"2.236"
"hsa05230"	"Central carbon metabolism in cancer"	"2.183"	"248"	"216.903"	"14.244"
"hsa00190"	"Oxidative phosphorylation"	"2.092"	"171"	"146.941"	"11.501"
"hsa04530"	"Tight junction"	"2.017"	"441"	"399.685"	"20.488"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"1.903"	"54"	"42.512"	"6.036"
"hsa00670"	"One carbon pool by folate"	"1.685"	"31"	"23.126"	"4.672"
"hsa00785"	"Lipoic acid metabolism"	"1.657"	"3"	"1.244"	"1.06"
"hsa05202"	"Transcriptional misregulation in cancer"	"1.657"	"330"	"303.573"	"15.951"
"hsa04340"	"Hedgehog signaling pathway"	"1.595"	"126"	"109.935"	"10.071"
"hsa00900"	"Terpenoid backbone biosynthesis"	"1.575"	"27"	"20.134"	"4.36"
"hsa00061"	"Fatty acid biosynthesis"	"1.431"	"22"	"16.572"	"3.794"
"hsa04210"	"Apoptosis"	"1.371"	"358"	"333.052"	"18.195"
"hsa05110"	"Vibrio cholerae infection"	"1.347"	"161"	"145.588"	"11.438"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"1.331"	"8"	"5.048"	"2.218"
"hsa05203"	"Viral carcinogenesis"	"1.258"	"663"	"627.84"	"27.943"
"hsa00531"	"Glycosaminoglycan degradation"	"1.16"	"4"	"2.121"	"1.62"
"hsa00920"	"Sulfur metabolism"	"1.15"	"5"	"3.061"	"1.686"
"hsa05012"	"Parkinson's disease"	"1.082"	"222"	"207.076"	"13.798"
"hsa05164"	"Influenza A"	"1.068"	"446"	"423.781"	"20.796"
"hsa04137"	"Mitophagy - animal"	"1.061"	"185"	"171.503"	"12.723"
"hsa03320"	"PPAR signaling pathway"	"1.058"	"104"	"94.326"	"9.147"
"hsa03410"	"Base excision repair"	"0.97"	"45"	"39.087"	"6.095"
"hsa04966"	"Collecting duct acid secretion"	"0.872"	"68"	"61.612"	"7.326"
"hsa00450"	"Selenocompound metabolism"	"0.865"	"10"	"7.658"	"2.706"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"0.784"	"360"	"346.477"	"17.252"
"hsa00983"	"Drug metabolism - other enzymes"	"0.781"	"57"	"51.517"	"7.016"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.759"	"7"	"5.243"	"2.316"
"hsa00480"	"Glutathione metabolism"	"0.674"	"39"	"35.118"	"5.758"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.646"	"3"	"2.039"	"1.489"
"hsa04218"	"Cellular senescence"	"0.618"	"417"	"404.85"	"19.663"
"hsa04142"	"Lysosome"	"0.593"	"92"	"86.832"	"8.719"
"hsa00740"	"Riboflavin metabolism"	"0.534"	"2"	"1.354"	"1.211"
