"GO.ID"	"GO.Term"	"zscore"
"GO:0005730"	"nucleolus"	"36.847"
"GO:0032040"	"small-subunit processome"	"35.352"
"GO:0030687"	"preribosome, large subunit precursor"	"23.435"
"GO:0000786"	"nucleosome"	"22.238"
"GO:0030686"	"90S preribosome"	"17.627"
"GO:0030688"	"preribosome, small subunit precursor"	"15.923"
"GO:0031428"	"box C/D snoRNP complex"	"15.152"
"GO:0034388"	"Pwp2p-containing subcomplex of 90S preribosome"	"13.633"
"GO:0034455"	"t-UTP complex"	"13.119"
"GO:0000788"	"nuclear nucleosome"	"12.274"
"GO:0022625"	"cytosolic large ribosomal subunit"	"11.58"
"GO:0070062"	"extracellular exosome"	"11.444"
"GO:0001650"	"fibrillar center"	"11.01"
"GO:0034457"	"Mpp10 complex"	"10.732"
"GO:0001652"	"granular component"	"10.617"
"GO:0032545"	"CURI complex"	"10.556"
"GO:0034456"	"UTP-C complex"	"10.556"
"GO:0005634"	"nucleus"	"10.212"
"GO:0001651"	"dense fibrillar component"	"9.89"
"GO:1990904"	"ribonucleoprotein complex"	"9.813"
"GO:0016020"	"membrane"	"9.563"
"GO:0005654"	"nucleoplasm"	"9.419"
"GO:0030684"	"preribosome"	"9.118"
"GO:0030690"	"Noc1p-Noc2p complex"	"8.635"
"GO:0030691"	"Noc2p-Noc3p complex"	"8.635"
"GO:0005732"	"small nucleolar ribonucleoprotein complex"	"8.591"
"GO:0072589"	"box H/ACA scaRNP complex"	"8.5"
"GO:0090661"	"box H/ACA telomerase RNP complex"	"8.5"
"GO:0070761"	"pre-snoRNP complex"	"8.49"
"GO:0000176"	"nuclear exosome (RNase complex)"	"8.47"
"GO:0070545"	"PeBoW complex"	"8.299"
"GO:0000790"	"nuclear chromatin"	"8.279"
"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"8.15"
"GO:0005697"	"telomerase holoenzyme complex"	"8.035"
"GO:1904813"	"ficolin-1-rich granule lumen"	"8.009"
"GO:0031429"	"box H/ACA snoRNP complex"	"7.957"
"GO:0005759"	"mitochondrial matrix"	"7.71"
"GO:0030692"	"Noc4p-Nop14p complex"	"7.562"
"GO:0000228"	"nuclear chromosome"	"7.552"
"GO:0022627"	"cytosolic small ribosomal subunit"	"7.228"
"GO:1990393"	"3M complex"	"7.192"
"GO:0005731"	"nucleolus organizer region"	"6.541"
"GO:0005840"	"ribosome"	"6.441"
"GO:0005839"	"proteasome core complex"	"6.394"
"GO:0072357"	"PTW/PP1 phosphatase complex"	"6.356"
"GO:0000784"	"nuclear chromosome, telomeric region"	"6.29"
"GO:0000789"	"cytoplasmic chromatin"	"6.242"
"GO:0005956"	"protein kinase CK2 complex"	"6.074"
"GO:0005694"	"chromosome"	"6.068"
"GO:0010494"	"cytoplasmic stress granule"	"5.89"
"GO:0001536"	"radial spoke stalk"	"5.784"
"GO:0005737"	"cytoplasm"	"5.772"
"GO:0035327"	"transcriptionally active chromatin"	"5.771"
"GO:0042555"	"MCM complex"	"5.671"
"GO:0000178"	"exosome (RNase complex)"	"5.666"
"GO:0016282"	"eukaryotic 43S preinitiation complex"	"5.655"
"GO:0033290"	"eukaryotic 48S preinitiation complex"	"5.615"
"GO:0000794"	"condensed nuclear chromosome"	"5.614"
