Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005730~nucleolus	31	53.44827586206896	4.160549507707643E-25	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000181163, ENSG00000111641, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000088205, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000120158, ENSG00000100029, ENSG00000070814, ENSG00000112578, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000163938, ENSG00000163811, ENSG00000170515, ENSG00000166197, ENSG00000048162	57	882	18224	11.237299598201854	9.527658372650503E-23	9.527658372650503E-23	5.330287418649507E-22
GOTERM_CC_ALL	GO:0070013~intracellular organelle lumen	43	74.13793103448276	8.020152595700389E-16	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000156502, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000177192, ENSG00000120158, ENSG00000100029, ENSG00000112578, ENSG00000070814, ENSG00000144381, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000115541, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000167085	57	4328	18224	3.1765087395012483	1.779687508474126E-13	8.903988657493755E-14	9.992007221626409E-13
GOTERM_CC_ALL	GO:0043233~organelle lumen	43	74.13793103448276	1.3999967282177065E-15	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000156502, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000177192, ENSG00000120158, ENSG00000100029, ENSG00000112578, ENSG00000070814, ENSG00000144381, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000115541, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000167085	57	4400	18224	3.1245295055821374	3.305133944309091E-13	1.1013412404281553E-13	1.8540724511240114E-12
GOTERM_CC_ALL	GO:0031974~membrane-enclosed lumen	43	74.13793103448276	2.3160730619690974E-15	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000156502, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000177192, ENSG00000120158, ENSG00000100029, ENSG00000112578, ENSG00000070814, ENSG00000144381, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000115541, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000167085	57	4457	18224	3.0845702994304247	5.339062525422378E-13	1.3344880755994382E-13	2.986499936241671E-12
GOTERM_CC_ALL	GO:0044428~nuclear part	40	68.96551724137932	2.5778828495290202E-14	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000120158, ENSG00000100029, ENSG00000070814, ENSG00000112578, ENSG00000144381, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000109084, ENSG00000163811, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000167085	57	3981	18224	3.2124521300739914	5.898392885228532E-12	1.1797229859666913E-12	3.299582829185965E-11
GOTERM_CC_ALL	GO:0030684~preribosome	11	18.96551724137931	3.0121405543417785E-14	ENSG00000136718, ENSG00000184967, ENSG00000100029, ENSG00000053372, ENSG00000114767, ENSG00000124383, ENSG00000130810, ENSG00000132603, ENSG00000133316, ENSG00000001497, ENSG00000120800	57	77	18224	45.67418546365915	6.889933068521259E-12	1.1483036743697994E-12	3.8546943414985435E-11
GOTERM_CC_ALL	GO:0031981~nuclear lumen	38	65.51724137931035	5.3327724034330007E-14	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000120158, ENSG00000100029, ENSG00000070814, ENSG00000112578, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000163811, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000167085	57	3592	18224	3.382331106161841	1.220357148667972E-11	1.7433832155688833E-12	6.827871601444713E-11
GOTERM_CC_ALL	GO:0043228~non-membrane-bounded organelle	38	65.51724137931035	2.1332990654974805E-12	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000156502, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000185238, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000120158, ENSG00000100029, ENSG00000070814, ENSG00000112578, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197	57	4026	18224	3.017718165259149	4.885242210761476E-10	6.106548600115502E-11	2.7330693264104866E-9
GOTERM_CC_ALL	GO:0043232~intracellular non-membrane-bounded organelle	38	65.51724137931035	2.1332990654974805E-12	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000122565, ENSG00000052749, ENSG00000136718, ENSG00000077348, ENSG00000111641, ENSG00000181163, ENSG00000100297, ENSG00000114767, ENSG00000124383, ENSG00000133316, ENSG00000001497, ENSG00000156502, ENSG00000088205, ENSG00000104738, ENSG00000166851, ENSG00000185238, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000120158, ENSG00000100029, ENSG00000070814, ENSG00000112578, ENSG00000132603, ENSG00000120800, ENSG00000174669, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197	57	4026	18224	3.017718165259149	4.885242210761476E-10	6.106548600115502E-11	2.7330693264104866E-9
GOTERM_CC_ALL	GO:0044446~intracellular organelle part	48	82.75862068965517	2.290319685301436E-9	ENSG00000142731, ENSG00000184967, ENSG00000136997, ENSG00000053372, ENSG00000130810, ENSG00000076248, ENSG00000122565, ENSG00000052749, ENSG00000077348, ENSG00000136718, ENSG00000111641, ENSG00000181163, ENSG00000148840, ENSG00000100297, ENSG00000124383, ENSG00000114767, ENSG00000133316, ENSG00000136933, ENSG00000001497, ENSG00000156502, ENSG00000104738, ENSG00000088205, ENSG00000166851, ENSG00000140263, ENSG00000105447, ENSG00000135446, ENSG00000132382, ENSG00000196497, ENSG00000177192, ENSG00000120158, ENSG00000100029, ENSG00000112578, ENSG00000070814, ENSG00000144381, ENSG00000132603, ENSG00000120800, ENSG00000159399, ENSG00000174669, ENSG00000115541, ENSG00000109084, ENSG00000163811, ENSG00000162851, ENSG00000163938, ENSG00000170515, ENSG00000048162, ENSG00000166197, ENSG00000123545, ENSG00000167085	57	8233	18224	1.86402603131173	5.244830770800846E-7	5.827591098572782E-8	2.934242737673287E-6
