"ID"	"Pathway"	"Z-score"
"hsa03010"	"Ribosome"	"35.618"
"hsa05322"	"Systemic lupus erythematosus"	"20.239"
"hsa05034"	"Alcoholism"	"14.564"
"hsa04217"	"Necroptosis"	"9.904"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"9.829"
"hsa03018"	"RNA degradation"	"9.282"
"hsa03013"	"RNA transport"	"8.643"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"7.563"
"hsa05130"	"Pathogenic Escherichia coli infection"	"7.504"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"7.246"
"hsa03050"	"Proteasome"	"6.071"
"hsa04540"	"Gap junction"	"5.687"
"hsa04145"	"Phagosome"	"5.686"
"hsa05134"	"Legionellosis"	"5.66"
"hsa00260"	"Glycine, serine and threonine metabolism"	"5.394"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"5.1"
"hsa04612"	"Antigen processing and presentation"	"5.086"
"hsa00270"	"Cysteine and methionine metabolism"	"4.935"
"hsa00340"	"Histidine metabolism"	"4.72"
"hsa00051"	"Fructose and mannose metabolism"	"4.448"
"hsa00410"	"beta-Alanine metabolism"	"4.274"
"hsa00500"	"Starch and sucrose metabolism"	"4.046"
"hsa00052"	"Galactose metabolism"	"4"
"hsa00561"	"Glycerolipid metabolism"	"3.923"
"hsa00071"	"Fatty acid degradation"	"3.914"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"3.892"
"hsa00053"	"Ascorbate and aldarate metabolism"	"3.803"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"3.793"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"3.759"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"3.659"
"hsa00330"	"Arginine and proline metabolism"	"3.609"
"hsa03015"	"mRNA surveillance pathway"	"3.587"
"hsa04110"	"Cell cycle"	"3.585"
"hsa03030"	"DNA replication"	"3.145"
"hsa00380"	"Tryptophan metabolism"	"3.065"
"hsa00620"	"Pyruvate metabolism"	"3.043"
"hsa00020"	"Citrate cycle (TCA cycle)"	"2.877"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.685"
"hsa04710"	"Circadian rhythm"	"2.614"
"hsa05162"	"Measles"	"2.573"
"hsa00030"	"Pentose phosphate pathway"	"2.488"
"hsa00310"	"Lysine degradation"	"2.364"
"hsa00592"	"alpha-Linolenic acid metabolism"	"2.279"
"hsa04122"	"Sulfur relay system"	"2.226"
"hsa05230"	"Central carbon metabolism in cancer"	"2.183"
"hsa00190"	"Oxidative phosphorylation"	"2.092"
"hsa04530"	"Tight junction"	"2.017"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"1.903"
"hsa00670"	"One carbon pool by folate"	"1.685"
"hsa00785"	"Lipoic acid metabolism"	"1.657"
"hsa05202"	"Transcriptional misregulation in cancer"	"1.657"
"hsa04340"	"Hedgehog signaling pathway"	"1.595"
"hsa00900"	"Terpenoid backbone biosynthesis"	"1.575"
"hsa00061"	"Fatty acid biosynthesis"	"1.431"
"hsa04210"	"Apoptosis"	"1.371"
"hsa05110"	"Vibrio cholerae infection"	"1.347"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"1.331"
"hsa05203"	"Viral carcinogenesis"	"1.258"
"hsa00531"	"Glycosaminoglycan degradation"	"1.16"
"hsa00920"	"Sulfur metabolism"	"1.15"
"hsa05012"	"Parkinson,s disease"	"1.082"
"hsa05164"	"Influenza A"	"1.068"
"hsa04137"	"Mitophagy - animal"	"1.061"
"hsa03320"	"PPAR signaling pathway"	"1.058"
"hsa03410"	"Base excision repair"	"0.97"
"hsa04966"	"Collecting duct acid secretion"	"0.872"
"hsa00450"	"Selenocompound metabolism"	"0.865"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"0.784"
"hsa00983"	"Drug metabolism - other enzymes"	"0.781"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.759"
"hsa00480"	"Glutathione metabolism"	"0.674"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.646"
"hsa00780"	"Biotin metabolism"	"0.637"
"hsa04218"	"Cellular senescence"	"0.618"
"hsa04142"	"Lysosome"	"0.593"
"hsa00740"	"Riboflavin metabolism"	"0.534"
"hsa04910"	"Insulin signaling pathway"	"0.524"
"hsa00220"	"Arginine biosynthesis"	"0.486"
"hsa05031"	"Amphetamine addiction"	"0.475"
"hsa00640"	"Propanoate metabolism"	"0.459"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.44"
"hsa00750"	"Vitamin B6 metabolism"	"0.36"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.35"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.328"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.299"
"hsa00600"	"Sphingolipid metabolism"	"0.257"
"hsa00564"	"Glycerophospholipid metabolism"	"0.224"
"hsa00230"	"Purine metabolism"	"0.116"
"hsa00730"	"Thiamine metabolism"	"0.083"
"hsa04114"	"Oocyte meiosis"	"0.062"
"hsa05169"	"Epstein-Barr virus infection"	"0.042"
"hsa00350"	"Tyrosine metabolism"	"0.027"
"hsa03440"	"Homologous recombination"	"-0.013"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-0.023"
"hsa00565"	"Ether lipid metabolism"	"-0.044"
"hsa04921"	"Oxytocin signaling pathway"	"-0.052"
"hsa04115"	"p53 signaling pathway"	"-0.06"
"hsa04146"	"Peroxisome"	"-0.069"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.115"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.137"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.142"
"hsa04066"	"HIF-1 signaling pathway"	"-0.143"
"hsa03430"	"Mismatch repair"	"-0.155"
"hsa04975"	"Fat digestion and absorption"	"-0.191"
"hsa00910"	"Nitrogen metabolism"	"-0.195"
"hsa04915"	"Estrogen signaling pathway"	"-0.202"
"hsa00232"	"Caffeine metabolism"	"-0.21"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.215"
"hsa03450"	"Non-homologous end-joining"	"-0.337"
"hsa00360"	"Phenylalanine metabolism"	"-0.352"
"hsa00830"	"Retinol metabolism"	"-0.365"
"hsa05216"	"Thyroid cancer"	"-0.378"
"hsa00100"	"Steroid biosynthesis"	"-0.407"
"hsa05020"	"Prion diseases"	"-0.422"
"hsa04922"	"Glucagon signaling pathway"	"-0.454"
"hsa04310"	"Wnt signaling pathway"	"-0.503"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.53"
"hsa00040"	"Pentose and glucuronate interconversions"	"-0.543"
"hsa03460"	"Fanconi anemia pathway"	"-0.553"
"hsa00790"	"Folate biosynthesis"	"-0.56"
"hsa00511"	"Other glycan degradation"	"-0.57"
"hsa00240"	"Pyrimidine metabolism"	"-0.578"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.582"
"hsa02010"	"ABC transporters"	"-0.598"
"hsa05219"	"Bladder cancer"	"-0.662"
"hsa03060"	"Protein export"	"-0.684"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.762"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.77"
"hsa04931"	"Insulin resistance"	"-0.772"
"hsa00062"	"Fatty acid elongation"	"-0.797"
"hsa00590"	"Arachidonic acid metabolism"	"-0.844"
"hsa05145"	"Toxoplasmosis"	"-0.854"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-0.863"
"hsa04136"	"Autophagy - other"	"-0.903"
"hsa00650"	"Butanoate metabolism"	"-0.96"
"hsa04714"	"Thermogenesis"	"-1.013"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.067"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-1.069"
"hsa04977"	"Vitamin digestion and absorption"	"-1.069"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.116"
"hsa04270"	"Vascular smooth muscle contraction"	"-1.164"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-1.176"
"hsa04216"	"Ferroptosis"	"-1.285"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.409"
"hsa00591"	"Linoleic acid metabolism"	"-1.417"
"hsa04260"	"Cardiac muscle contraction"	"-1.461"
"hsa05168"	"Herpes simplex infection"	"-1.489"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.492"
"hsa05222"	"Small cell lung cancer"	"-1.554"
"hsa04390"	"Hippo signaling pathway"	"-1.56"
"hsa03420"	"Nucleotide excision repair"	"-1.562"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.563"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.583"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"-1.586"
"hsa04930"	"Type II diabetes mellitus"	"-1.714"
"hsa05166"	"HTLV-I infection"	"-1.848"
"hsa05323"	"Rheumatoid arthritis"	"-1.851"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.869"
"hsa00510"	"N-Glycan biosynthesis"	"-1.9"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.913"
"hsa05132"	"Salmonella infection"	"-1.953"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-1.973"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-1.999"
"hsa04215"	"Apoptosis - multiple species"	"-2.017"
"hsa05144"	"Malaria"	"-2.021"
"hsa04621"	"NOD-like receptor signaling pathway"	"-2.036"
"hsa04978"	"Mineral absorption"	"-2.084"
"hsa04721"	"Synaptic vesicle cycle"	"-2.148"
"hsa04211"	"Longevity regulating pathway"	"-2.247"
"hsa04720"	"Long-term potentiation"	"-2.276"
"hsa05010"	"Alzheimer,s disease"	"-2.303"
"hsa04152"	"AMPK signaling pathway"	"-2.314"
"hsa04979"	"Cholesterol metabolism"	"-2.375"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.392"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.393"
"hsa04940"	"Type I diabetes mellitus"	"-2.401"
"hsa05133"	"Pertussis"	"-2.468"
"hsa04010"	"MAPK signaling pathway"	"-2.472"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-2.486"
"hsa04520"	"Adherens junction"	"-2.49"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"-2.492"
"hsa05143"	"African trypanosomiasis"	"-2.562"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-2.581"
"hsa04064"	"NF-kappa B signaling pathway"	"-2.587"
"hsa04512"	"ECM-receptor interaction"	"-2.604"
"hsa05340"	"Primary immunodeficiency"	"-2.611"
"hsa05218"	"Melanoma"	"-2.753"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-2.771"
"hsa04614"	"Renin-angiotensin system"	"-2.796"
"hsa04976"	"Bile secretion"	"-2.815"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.949"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-2.989"
"hsa04350"	"TGF-beta signaling pathway"	"-3.005"
"hsa05217"	"Basal cell carcinoma"	"-3.053"
"hsa05140"	"Leishmaniasis"	"-3.059"
"hsa04657"	"IL-17 signaling pathway"	"-3.061"
"hsa04022"	"cGMP-PKG signaling pathway"	"-3.149"
"hsa05223"	"Non-small cell lung cancer"	"-3.18"
"hsa04740"	"Olfactory transduction"	"-3.196"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-3.229"
"hsa05206"	"MicroRNAs in cancer"	"-3.256"
"hsa05224"	"Breast cancer"	"-3.271"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-3.272"
"hsa04919"	"Thyroid hormone signaling pathway"	"-3.303"
"hsa05033"	"Nicotine addiction"	"-3.335"
"hsa04672"	"Intestinal immune network for IgA production"	"-3.369"
"hsa04913"	"Ovarian steroidogenesis"	"-3.372"
"hsa05030"	"Cocaine addiction"	"-3.377"
"hsa04659"	"Th17 cell differentiation"	"-3.387"
"hsa05215"	"Prostate cancer"	"-3.436"
"hsa00562"	"Inositol phosphate metabolism"	"-3.499"
"hsa04973"	"Carbohydrate digestion and absorption"	"-3.512"
"hsa04918"	"Thyroid hormone synthesis"	"-3.526"
"hsa04330"	"Notch signaling pathway"	"-3.546"
"hsa05212"	"Pancreatic cancer"	"-3.554"
"hsa04744"	"Phototransduction"	"-3.588"
"hsa05016"	"Huntington,s disease"	"-3.621"
"hsa04130"	"SNARE interactions in vesicular transport"	"-3.64"
"hsa04150"	"mTOR signaling pathway"	"-3.642"
"hsa05220"	"Chronic myeloid leukemia"	"-3.668"
"hsa05416"	"Viral myocarditis"	"-3.67"
"hsa05214"	"Glioma"	"-3.712"
"hsa03022"	"Basal transcription factors"	"-3.725"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-3.797"
"hsa05221"	"Acute myeloid leukemia"	"-3.813"
"hsa04068"	"FoxO signaling pathway"	"-3.825"
"hsa03020"	"RNA polymerase"	"-3.837"
"hsa04974"	"Protein digestion and absorption"	"-3.919"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-3.952"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-3.962"
"hsa04920"	"Adipocytokine signaling pathway"	"-4.017"
"hsa05204"	"Chemical carcinogenesis"	"-4.039"
"hsa03040"	"Spliceosome"	"-4.115"
"hsa05213"	"Endometrial cancer"	"-4.153"
"hsa04917"	"Prolactin signaling pathway"	"-4.187"
"hsa05131"	"Shigellosis"	"-4.196"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-4.226"
"hsa05231"	"Choline metabolism in cancer"	"-4.277"
"hsa04611"	"Platelet activation"	"-4.286"
"hsa04927"	"Cortisol synthesis and secretion"	"-4.293"
"hsa04934"	"Cushing,s syndrome"	"-4.332"
"hsa00140"	"Steroid hormone biosynthesis"	"-4.354"
"hsa05310"	"Asthma"	"-4.356"
"hsa04140"	"Autophagy - animal"	"-4.361"
"hsa04668"	"TNF signaling pathway"	"-4.365"
"hsa05332"	"Graft-versus-host disease"	"-4.402"
"hsa04722"	"Neurotrophin signaling pathway"	"-4.467"
"hsa05225"	"Hepatocellular carcinoma"	"-4.472"
"hsa04912"	"GnRH signaling pathway"	"-4.519"
"hsa05210"	"Colorectal cancer"	"-4.533"
"hsa04911"	"Insulin secretion"	"-4.581"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-4.59"
"hsa05205"	"Proteoglycans in cancer"	"-4.601"
"hsa04971"	"Gastric acid secretion"	"-4.621"
"hsa05330"	"Allograft rejection"	"-4.635"
"hsa04144"	"Endocytosis"	"-4.671"
"hsa04925"	"Aldosterone synthesis and secretion"	"-4.675"
"hsa04510"	"Focal adhesion"	"-4.698"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-4.711"
"hsa04070"	"Phosphatidylinositol signaling system"	"-4.727"
"hsa04371"	"Apelin signaling pathway"	"-4.74"
"hsa04640"	"Hematopoietic cell lineage"	"-4.788"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-4.793"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-4.802"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-4.808"
"hsa05320"	"Autoimmune thyroid disease"	"-4.91"
"hsa04728"	"Dopaminergic synapse"	"-4.927"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-5.027"
"hsa05211"	"Renal cell carcinoma"	"-5.146"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-5.174"
"hsa05226"	"Gastric cancer"	"-5.202"
"hsa04810"	"Regulation of actin cytoskeleton"	"-5.267"
"hsa05165"	"Human papillomavirus infection"	"-5.308"
"hsa04620"	"Toll-like receptor signaling pathway"	"-5.31"
"hsa04924"	"Renin secretion"	"-5.328"
"hsa05160"	"Hepatitis C"	"-5.336"
"hsa04662"	"B cell receptor signaling pathway"	"-5.371"
"hsa04970"	"Salivary secretion"	"-5.374"
"hsa04630"	"Jak-STAT signaling pathway"	"-5.453"
"hsa05150"	"Staphylococcus aureus infection"	"-5.604"
"hsa05161"	"Hepatitis B"	"-5.613"
"hsa04380"	"Osteoclast differentiation"	"-5.643"
"hsa04972"	"Pancreatic secretion"	"-5.659"
"hsa04670"	"Leukocyte transendothelial migration"	"-5.683"
"hsa04012"	"ErbB signaling pathway"	"-5.807"
"hsa04151"	"PI3K-Akt signaling pathway"	"-5.868"
"hsa04730"	"Long-term depression"	"-5.904"
"hsa04727"	"GABAergic synapse"	"-6.004"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-6.031"
