"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-31.616"	"31.616"
"GO:0004930"	"G-protein coupled receptor activity"	"-24.149"	"24.149"
"GO:0003677"	"DNA binding"	"-23.567"	"23.567"
"GO:0046872"	"metal ion binding"	"-20.762"	"20.762"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"-14.108"	"14.108"
"GO:0003723"	"RNA binding"	"-13.559"	"13.559"
"GO:0003735"	"structural constituent of ribosome"	"-13.188"	"13.188"
"GO:0008270"	"zinc ion binding"	"-11.757"	"11.757"
"GO:0033038"	"bitter taste receptor activity"	"-11.655"	"11.655"
"GO:0008009"	"chemokine activity"	"-11.502"	"11.502"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"-10.782"	"10.782"
"GO:0003729"	"mRNA binding"	"-10.615"	"10.615"
"GO:0005179"	"hormone activity"	"-10.216"	"10.216"
"GO:0017046"	"peptide hormone binding"	"-10.113"	"10.113"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"-9.994"	"9.994"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-9.884"	"9.884"
"GO:0019957"	"C-C chemokine binding"	"-9.71"	"9.71"
"GO:0030594"	"neurotransmitter receptor activity"	"-9.646"	"9.646"
"GO:0019956"	"chemokine binding"	"-9.592"	"9.592"
"GO:0016493"	"C-C chemokine receptor activity"	"-9.565"	"9.565"
"GO:0042923"	"neuropeptide binding"	"-9.349"	"9.349"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"-9.336"	"9.336"
"GO:0003713"	"transcription coactivator activity"	"-8.761"	"8.761"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"-8.556"	"8.556"
"GO:0004842"	"ubiquitin-protein transferase activity"	"-8.549"	"8.549"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-8.386"	"8.386"
"GO:0003743"	"translation initiation factor activity"	"-8.174"	"8.174"
"GO:0005184"	"neuropeptide hormone activity"	"-8.031"	"8.031"
"GO:0044212"	"transcription regulatory region DNA binding"	"-7.558"	"7.558"
"GO:0048020"	"CCR chemokine receptor binding"	"-7.076"	"7.076"
"GO:0005506"	"iron ion binding"	"-6.927"	"6.927"
"GO:0000980"	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"-6.912"	"6.912"
"GO:0001664"	"G-protein coupled receptor binding"	"-6.839"	"6.839"
"GO:0003727"	"single-stranded RNA binding"	"-6.785"	"6.785"
"GO:0003730"	"mRNA 3'-UTR binding"	"-6.659"	"6.659"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"-6.613"	"6.613"
"GO:0019843"	"rRNA binding"	"-6.61"	"6.61"
"GO:0070034"	"telomerase RNA binding"	"-6.437"	"6.437"
"GO:0003676"	"nucleic acid binding"	"-6.296"	"6.296"
"GO:0051287"	"NAD binding"	"-6.254"	"6.254"
"GO:0020037"	"heme binding"	"-6.169"	"6.169"
"GO:0008144"	"drug binding"	"-5.906"	"5.906"
"GO:0003714"	"transcription corepressor activity"	"-5.897"	"5.897"
"GO:0043022"	"ribosome binding"	"-5.841"	"5.841"
"GO:0043565"	"sequence-specific DNA binding"	"-5.78"	"5.78"
"GO:0046982"	"protein heterodimerization activity"	"-5.765"	"5.765"
"GO:0017025"	"TBP-class protein binding"	"-5.743"	"5.743"
"GO:0008135"	"translation factor activity, RNA binding"	"-5.559"	"5.559"
"GO:0000976"	"transcription regulatory region sequence-specific DNA binding"	"-5.551"	"5.551"
"GO:0008134"	"transcription factor binding"	"-5.529"	"5.529"
"GO:0000979"	"RNA polymerase II core promoter sequence-specific DNA binding"	"-5.475"	"5.475"
"GO:0008395"	"steroid hydroxylase activity"	"-5.405"	"5.405"
"GO:0042393"	"histone binding"	"-5.396"	"5.396"
"GO:0004879"	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"-5.395"	"5.395"
"GO:0003707"	"steroid hormone receptor activity"	"-5.387"	"5.387"
"GO:0070330"	"aromatase activity"	"-5.355"	"5.355"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"-5.309"	"5.309"
"GO:0009055"	"electron carrier activity"	"-5.304"	"5.304"
"GO:0004497"	"monooxygenase activity"	"-5.238"	"5.238"
"GO:0000993"	"RNA polymerase II core binding"	"-5.191"	"5.191"
"GO:0031072"	"heat shock protein binding"	"-5.136"	"5.136"
"GO:0043021"	"ribonucleoprotein complex binding"	"-5.118"	"5.118"
"GO:0019825"	"oxygen binding"	"-5.079"	"5.079"
"GO:0004402"	"histone acetyltransferase activity"	"-5.032"	"5.032"
"GO:0016491"	"oxidoreductase activity"	"-4.989"	"4.989"
"GO:0001965"	"G-protein alpha-subunit binding"	"-4.947"	"4.947"
"GO:0008146"	"sulfotransferase activity"	"-4.932"	"4.932"
"GO:0030515"	"snoRNA binding"	"-4.843"	"4.843"
"GO:0003712"	"transcription cofactor activity"	"-4.724"	"4.724"
"GO:0031492"	"nucleosomal DNA binding"	"-4.676"	"4.676"
"GO:0016787"	"hydrolase activity"	"-4.586"	"4.586"
"GO:0008143"	"poly(A) binding"	"-4.536"	"4.536"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"-4.516"	"4.516"
"GO:0050660"	"flavin adenine dinucleotide binding"	"-4.454"	"4.454"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"-4.404"	"4.404"
"GO:0008327"	"methyl-CpG binding"	"-4.359"	"4.359"
"GO:0003682"	"chromatin binding"	"-4.332"	"4.332"
"GO:0031369"	"translation initiation factor binding"	"-4.328"	"4.328"
"GO:0051082"	"unfolded protein binding"	"-4.316"	"4.316"
"GO:0004407"	"histone deacetylase activity"	"-4.309"	"4.309"
"GO:0001671"	"ATPase activator activity"	"-4.249"	"4.249"
"GO:0061631"	"ubiquitin conjugating enzyme activity"	"-4.224"	"4.224"
"GO:0004004"	"ATP-dependent RNA helicase activity"	"-4.17"	"4.17"
"GO:0008266"	"poly(U) RNA binding"	"-4.142"	"4.142"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"-4.139"	"4.139"
"GO:0001205"	"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding"	"-4.094"	"4.094"
"GO:0002039"	"p53 binding"	"-4.089"	"4.089"
"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"-4.079"	"4.079"
"GO:0004129"	"cytochrome-c oxidase activity"	"-4.054"	"4.054"
"GO:0070491"	"repressing transcription factor binding"	"-4.05"	"4.05"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"-4.035"	"4.035"
"GO:0035198"	"miRNA binding"	"-3.961"	"3.961"
"GO:0042623"	"ATPase activity, coupled"	"-3.958"	"3.958"
"GO:0030170"	"pyridoxal phosphate binding"	"-3.946"	"3.946"
"GO:0008094"	"DNA-dependent ATPase activity"	"-3.943"	"3.943"
"GO:0044183"	"protein binding involved in protein folding"	"-3.93"	"3.93"
"GO:0036459"	"thiol-dependent ubiquitinyl hydrolase activity"	"-3.916"	"3.916"
"GO:0004386"	"helicase activity"	"-3.876"	"3.876"
"GO:0001103"	"RNA polymerase II repressing transcription factor binding"	"-3.874"	"3.874"
"GO:0050661"	"NADP binding"	"-3.866"	"3.866"
"GO:0042605"	"peptide antigen binding"	"-3.8"	"3.8"
"GO:0061630"	"ubiquitin protein ligase activity"	"-3.795"	"3.795"
"GO:0018024"	"histone-lysine N-methyltransferase activity"	"-3.736"	"3.736"
"GO:0000175"	"3'-5'-exoribonuclease activity"	"-3.719"	"3.719"
"GO:0001227"	"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"-3.718"	"3.718"
"GO:0051787"	"misfolded protein binding"	"-3.67"	"3.67"
"GO:0030374"	"ligand-dependent nuclear receptor transcription coactivator activity"	"-3.602"	"3.602"
"GO:0003725"	"double-stranded RNA binding"	"-3.598"	"3.598"
"GO:0031491"	"nucleosome binding"	"-3.573"	"3.573"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"-3.571"	"3.571"
"GO:0070888"	"E-box binding"	"-3.487"	"3.487"
"GO:0031490"	"chromatin DNA binding"	"-3.478"	"3.478"
"GO:0000049"	"tRNA binding"	"-3.39"	"3.39"
"GO:0051213"	"dioxygenase activity"	"-3.389"	"3.389"
"GO:0004521"	"endoribonuclease activity"	"-3.25"	"3.25"
"GO:0000166"	"nucleotide binding"	"-3.245"	"3.245"
"GO:0051059"	"NF-kappaB binding"	"-3.238"	"3.238"
"GO:0005496"	"steroid binding"	"-3.225"	"3.225"
"GO:0001530"	"lipopolysaccharide binding"	"-3.223"	"3.223"
"GO:0003697"	"single-stranded DNA binding"	"-3.219"	"3.219"
"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"-3.197"	"3.197"
"GO:0005504"	"fatty acid binding"	"-3.146"	"3.146"
"GO:0032452"	"histone demethylase activity"	"-3.11"	"3.11"
"GO:0004866"	"endopeptidase inhibitor activity"	"-3.079"	"3.079"
"GO:1990841"	"promoter-specific chromatin binding"	"-3.01"	"3.01"
