geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04810	Regulation of actin cytoskeleton	http://www.kegg.jp/kegg-bin/show_pathway?hsa04810+10163+23365+2934+324+4627+4628+5829+6093+6654+7074+7414+7430+81+85464+8874+8936+8976+9564+998	199	19	3.451490514905149	5.504868090452262	7.58356266672422e-10	2.2599016746838174e-7	10163;23365;2934;324;4627;4628;5829;6093;6654;7074;7414;7430;81;85464;8874;8936;8976;9564;998	ENSG00000130402;ENSG00000282844;ENSG00000134982;ENSG00000196914;ENSG00000102606;ENSG00000050820;ENSG00000070831;ENSG00000092820;ENSG00000148180;ENSG00000133026;ENSG00000100345;ENSG00000089159;ENSG00000067900;ENSG00000115904;ENSG00000141298;ENSG00000156299;ENSG00000035403;ENSG00000112290;ENSG00000158195;ENSG00000106299
hsa05130	Pathogenic Escherichia coli infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05130+2017+25+4690+6093+7277+7430+8440+8976+9181+998	51	10	0.8845528455284553	11.305147058823529	1.0886743728732995e-8	1.4369363872113183e-6	2017;25;4690;6093;7277;7430;8440;8976;9181;998	ENSG00000097007;ENSG00000116584;ENSG00000070831;ENSG00000085733;ENSG00000092820;ENSG00000158092;ENSG00000071051;ENSG00000067900;ENSG00000127824;ENSG00000106299
hsa04530	Tight junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04530+11346+1739+2017+3996+4627+4628+51735+6093+7074+7277+7430+81+8976+9181+998	142	15	2.4628726287262874	6.090448943661971	1.4465802555818641e-8	1.4369363872113183e-6	11346;1739;2017;3996;4627;4628;51735;6093;7074;7277;7430;81;8976;9181;998	ENSG00000130402;ENSG00000282844;ENSG00000116584;ENSG00000070831;ENSG00000085733;ENSG00000075711;ENSG00000092820;ENSG00000131899;ENSG00000133026;ENSG00000100345;ENSG00000158987;ENSG00000067900;ENSG00000171992;ENSG00000156299;ENSG00000127824;ENSG00000106299
hsa05100	Bacterial invasion of epithelial cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa05100+10163+10801+2017+23607+5829+7414+79658+8936+8976+9564+998	71	11	1.2314363143631437	8.932658450704224	2.594635395425371e-8	1.9330033695919013e-6	10163;10801;2017;23607;5829;7414;79658;8936;8976;9564;998	ENSG00000071205;ENSG00000050820;ENSG00000198087;ENSG00000070831;ENSG00000085733;ENSG00000089159;ENSG00000184640;ENSG00000282302;ENSG00000035403;ENSG00000112290;ENSG00000158195;ENSG00000106299
hsa05132	Salmonella infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05132+10163+1778+2316+2317+3831+4627+4628+6093+8936+8976+998	82	11	1.4222222222222223	7.734375	1.2129002990857174e-7	7.228885782550876e-6	10163;1778;2316;2317;3831;4627;4628;6093;8936;8976;998	ENSG00000070831;ENSG00000197102;ENSG00000196924;ENSG00000136068;ENSG00000126214;ENSG00000133026;ENSG00000100345;ENSG00000067900;ENSG00000112290;ENSG00000158195;ENSG00000106299
hsa04114	Oocyte meiosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04114+26271+5347+6790+699+7531+8243+9126+9133+9700+983+996	101	11	1.7517615176151762	6.279393564356435	1.0497684712618138e-6	5.213850073933675e-5	26271;5347;6790;699;7531;8243;9126;9133;9700;983;996	ENSG00000087586;ENSG00000169679;ENSG00000157456;ENSG00000004897;ENSG00000170312;ENSG00000135476;ENSG00000112029;ENSG00000166851;ENSG00000072501;ENSG00000108055;ENSG00000108953;ENSG00000274474
hsa04110	Cell cycle	http://www.kegg.jp/kegg-bin/show_pathway?hsa04110+25+5347+699+7272+7531+8243+9126+9133+9700+983+996	115	11	1.994579945799458	5.514945652173913	3.847834888714985e-6	1.6380782811958077e-4	25;5347;699;7272;7531;8243;9126;9133;9700;983;996	ENSG00000097007;ENSG00000169679;ENSG00000157456;ENSG00000004897;ENSG00000170312;ENSG00000135476;ENSG00000166851;ENSG00000072501;ENSG00000108055;ENSG00000112742;ENSG00000108953;ENSG00000274474
hsa05131	Shigellosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05131+10163+2017+25+6093+7414+8936+8976+998	59	8	1.0233062330623306	7.817796610169491	6.5415052501460735e-6	2.4367107056794124e-4	10163;2017;25;6093;7414;8936;8976;998	ENSG00000097007;ENSG00000070831;ENSG00000085733;ENSG00000067900;ENSG00000035403;ENSG00000112290;ENSG00000158195;ENSG00000106299
hsa04666	Fc gamma R-mediated phagocytosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04666+10163+1794+274+2934+382+4082+8936+8976+998	82	9	1.4222222222222223	6.328125	1.00386917210038e-5	3.323922369843481e-4	10163;1794;274;2934;382;4082;8936;8976;998	ENSG00000165527;ENSG00000136717;ENSG00000070831;ENSG00000134516;ENSG00000148180;ENSG00000277443;ENSG00000112290;ENSG00000158195;ENSG00000106299
hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+10018+25+324+4082+4853+6093+6624+6654+7430+9493	144	10	2.497560975609756	4.00390625	1.7312152820725402e-4	0.0051590215405761695	10018;25;324;4082;4853;6093;6624;6654;7430;9493	ENSG00000097007;ENSG00000134982;ENSG00000153094;ENSG00000092820;ENSG00000075618;ENSG00000137807;ENSG00000277443;ENSG00000134250;ENSG00000067900;ENSG00000115904
