"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04810"	"Regulation of actin cytoskeleton"	"27.658"	"1591"	"825.697"	"27.671"
"hsa04510"	"Focal adhesion"	"22.635"	"1480"	"827.045"	"28.848"
"hsa04360"	"Axon guidance"	"22.195"	"1054"	"548.768"	"22.763"
"hsa05100"	"Bacterial invasion of epithelial cells"	"21.406"	"926"	"459.208"	"21.806"
"hsa04114"	"Oocyte meiosis"	"20.702"	"1372"	"761.885"	"29.471"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"19.515"	"764"	"390.376"	"19.146"
"hsa04014"	"Ras signaling pathway"	"19.134"	"1366"	"832.388"	"27.888"
"hsa04670"	"Leukocyte transendothelial migration"	"17.417"	"769"	"421.436"	"19.956"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"17.248"	"483"	"227.745"	"14.799"
"hsa04110"	"Cell cycle"	"15.969"	"1534"	"961.445"	"35.855"
"hsa04015"	"Rap1 signaling pathway"	"15.346"	"1157"	"749.731"	"26.539"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"15.041"	"852"	"505.59"	"23.032"
"hsa05205"	"Proteoglycans in cancer"	"14.845"	"1535"	"1026.828"	"34.232"
"hsa05132"	"Salmonella infection"	"14.839"	"803"	"471.653"	"22.329"
"hsa04370"	"VEGF signaling pathway"	"14.511"	"565"	"303.384"	"18.028"
"hsa04520"	"Adherens junction"	"13.302"	"814"	"503.158"	"23.369"
"hsa05131"	"Shigellosis"	"13.265"	"730"	"443.537"	"21.595"
"hsa04390"	"Hippo signaling pathway"	"13.226"	"1172"	"790.942"	"28.811"
"hsa04664"	"Fc epsilon RI signaling pathway"	"12.535"	"562"	"332.154"	"18.336"
"hsa04392"	"Hippo signaling pathway - multiple species"	"12.374"	"182"	"78.788"	"8.341"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"12.195"	"628"	"391.389"	"19.402"
"hsa04530"	"Tight junction"	"12.13"	"1358"	"956.418"	"33.105"
"hsa05231"	"Choline metabolism in cancer"	"11.59"	"630"	"397.438"	"20.065"
"hsa04722"	"Neurotrophin signaling pathway"	"11.48"	"1053"	"724.47"	"28.619"
"hsa04012"	"ErbB signaling pathway"	"11.095"	"812"	"544.14"	"24.141"
"hsa04144"	"Endocytosis"	"10.784"	"1612"	"1207.464"	"37.514"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.346"	"980"	"673.507"	"29.623"
"hsa05210"	"Colorectal cancer"	"10.337"	"830"	"570.572"	"25.097"
"hsa04010"	"MAPK signaling pathway"	"10.188"	"1756"	"1354.37"	"39.421"
"hsa04972"	"Pancreatic secretion"	"10.116"	"290"	"166.22"	"12.236"
"hsa05212"	"Pancreatic cancer"	"10.021"	"710"	"483.359"	"22.616"
"hsa04660"	"T cell receptor signaling pathway"	"9.898"	"775"	"547.65"	"22.97"
"hsa04611"	"Platelet activation"	"9.772"	"750"	"516.79"	"23.865"
"hsa04662"	"B cell receptor signaling pathway"	"9.635"	"608"	"408.72"	"20.683"
"hsa05206"	"MicroRNAs in cancer"	"9.107"	"1031"	"770.583"	"28.594"
