"Pathway"	"Z-score"
"Pathogenic Escherichia coli infection"	"12.601"
"Bacterial invasion of epithelial cells"	"11.735"
"Regulation of actin cytoskeleton"	"11.618"
"Salmonella infection"	"10.602"
"Tight junction"	"10.098"
"Oocyte meiosis"	"8.892"
"Shigellosis"	"8.885"
"Cell cycle"	"8.77"
"Fc gamma R-mediated phagocytosis"	"8.526"
"MicroRNAs in cancer"	"6.988"
"Leukocyte transendothelial migration"	"6.463"
"Adherens junction"	"6.154"
"Progesterone-mediated oocyte maturation"	"6.091"
"Focal adhesion"	"5.609"
"Ras signaling pathway"	"5.604"
"Proteoglycans in cancer"	"5.58"
"Chemokine signaling pathway"	"5.193"
"Viral carcinogenesis"	"4.924"
"Axon guidance"	"4.663"
"Hippo signaling pathway"	"4.272"
"Endocytosis"	"4.148"
"Choline metabolism in cancer"	"3.975"
"T cell receptor signaling pathway"	"3.908"
"Vasopressin-regulated water reabsorption"	"3.76"
"MAPK signaling pathway"	"3.455"
"Neurotrophin signaling pathway"	"3.451"
"ErbB signaling pathway"	"3.389"
"Colorectal cancer"	"3.355"
"Rap1 signaling pathway"	"3.347"
"Gap junction"	"3.301"
"Pathways in cancer"	"3.298"
"Human papillomavirus infection"	"3.149"
"Apoptosis"	"3.019"
"Apoptosis - multiple species"	"2.829"
"Pancreatic cancer"	"2.569"
"Chronic myeloid leukemia"	"2.537"
"FoxO signaling pathway"	"2.358"
"Phospholipase D signaling pathway"	"2.066"
"Breast cancer"	"2.036"
"mTOR signaling pathway"	"1.953"
"VEGF signaling pathway"	"1.86"
"Endometrial cancer"	"1.838"
"p53 signaling pathway"	"1.593"
"Vascular smooth muscle contraction"	"1.586"
"Renal cell carcinoma"	"1.55"
"Mismatch repair"	"1.541"
"Hippo signaling pathway - multiple species"	"1.266"
"Circadian rhythm"	"1.228"
"Non-alcoholic fatty liver disease (NAFLD)"	"1.192"
"Autophagy - other"	"1.161"
"GnRH signaling pathway"	"1.102"
"Cellular senescence"	"1.062"
"Amoebiasis"	"1.038"
"DNA replication"	"1.025"
"Homologous recombination"	"0.89"
"HTLV-I infection"	"0.86"
"Ether lipid metabolism"	"0.773"
"Nucleotide excision repair"	"0.764"
"Hedgehog signaling pathway"	"0.756"
"Notch signaling pathway"	"0.723"
"cAMP signaling pathway"	"0.663"
"Platelet activation"	"0.658"
"Amyotrophic lateral sclerosis (ALS)"	"0.657"
"Fanconi anemia pathway"	"0.602"
"Autophagy - animal"	"0.582"
"Viral myocarditis"	"0.534"
"Ubiquitin mediated proteolysis"	"0.486"
"Insulin signaling pathway"	"0.469"
"Signaling pathways regulating pluripotency of stem cells"	"0.465"
"Basal cell carcinoma"	"0.405"
"Mitophagy - animal"	"0.397"
"Acute myeloid leukemia"	"0.395"
"Non-small cell lung cancer"	"0.393"
"Gastric cancer"	"0.39"
"Fc epsilon RI signaling pathway"	"0.382"
"Phagosome"	"0.343"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.335"
"Glioma"	"0.324"
"B cell receptor signaling pathway"	"0.319"
"Prolactin signaling pathway"	"0.314"
"Gastric acid secretion"	"0.263"
"PI3K-Akt signaling pathway"	"0.195"
"Hepatocellular carcinoma"	"0.193"
"TGF-beta signaling pathway"	"0.155"
"Alcoholism"	"0.078"
"Longevity regulating pathway"	"0.077"
"Th1 and Th2 cell differentiation"	"0.031"
"Prostate cancer"	"-0.004"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.018"
"Epstein-Barr virus infection"	"-0.031"
"C-type lectin receptor signaling pathway"	"-0.07"
"D-Arginine and D-ornithine metabolism"	"-0.098"
"Lipoic acid metabolism"	"-0.162"
"Biotin metabolism"	"-0.179"
"Sphingolipid signaling pathway"	"-0.2"
"Thyroid hormone signaling pathway"	"-0.201"
"Valine, leucine and isoleucine biosynthesis"	"-0.212"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.225"
"D-Glutamine and D-glutamate metabolism"	"-0.229"
"AMPK signaling pathway"	"-0.23"
"Caffeine metabolism"	"-0.232"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.236"
"Phosphonate and phosphinate metabolism"	"-0.255"
"Thermogenesis"	"-0.258"
"Vitamin B6 metabolism"	"-0.264"
"Riboflavin metabolism"	"-0.287"
"Sulfur relay system"	"-0.289"
"Relaxin signaling pathway"	"-0.299"
"Hepatitis C"	"-0.31"
"Dopaminergic synapse"	"-0.315"
"Synthesis and degradation of ketone bodies"	"-0.317"
"Systemic lupus erythematosus"	"-0.32"
"Natural killer cell mediated cytotoxicity"	"-0.321"
"Sulfur metabolism"	"-0.321"
"Taurine and hypotaurine metabolism"	"-0.337"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.343"
"Estrogen signaling pathway"	"-0.345"
"Fatty acid biosynthesis"	"-0.368"
"Fluid shear stress and atherosclerosis"	"-0.372"
"Thiamine metabolism"	"-0.376"
"Non-homologous end-joining"	"-0.379"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.381"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.398"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.4"
"Hepatitis B"	"-0.408"
"Ascorbate and aldarate metabolism"	"-0.413"
"Phenylalanine metabolism"	"-0.419"
"Primary bile acid biosynthesis"	"-0.422"
"Selenocompound metabolism"	"-0.423"
"Wnt signaling pathway"	"-0.427"
"Nitrogen metabolism"	"-0.428"
"Other glycan degradation"	"-0.428"
"Glycosaminoglycan degradation"	"-0.443"
"Steroid biosynthesis"	"-0.446"
"One carbon pool by folate"	"-0.448"
"Pantothenate and CoA biosynthesis"	"-0.452"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.46"
"Arginine biosynthesis"	"-0.464"
"Oxytocin signaling pathway"	"-0.468"
"Terpenoid backbone biosynthesis"	"-0.479"
"Protein export"	"-0.48"
"Other types of O-glycan biosynthesis"	"-0.483"
"Renin-angiotensin system"	"-0.484"
"Cushing's syndrome"	"-0.487"
"Histidine metabolism"	"-0.487"
"Biosynthesis of unsaturated fatty acids"	"-0.492"
"Vitamin digestion and absorption"	"-0.492"
