"GO.ID"	"GO.Term"	"Z-score"
"GO:0008017"	"microtubule binding"	"40.223"
"GO:0051010"	"microtubule plus-end binding"	"35.222"
"GO:0043015"	"gamma-tubulin binding"	"31"
"GO:0003779"	"actin binding"	"28.527"
"GO:0019901"	"protein kinase binding"	"27.888"
"GO:0051011"	"microtubule minus-end binding"	"26.195"
"GO:0043515"	"kinetochore binding"	"24.98"
"GO:0051015"	"actin filament binding"	"22.074"
"GO:0003777"	"microtubule motor activity"	"21.777"
"GO:0005096"	"GTPase activator activity"	"20.988"
"GO:0017124"	"SH3 domain binding"	"20.605"
"GO:0051022"	"Rho GDP-dissociation inhibitor binding"	"20.504"
"GO:0005515"	"protein binding"	"20.418"
"GO:0032427"	"GBD domain binding"	"19.869"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"19.431"
"GO:0004674"	"protein serine/threonine kinase activity"	"18.274"
"GO:0004713"	"protein tyrosine kinase activity"	"17.648"
"GO:0070840"	"dynein complex binding"	"17.615"
"GO:0048365"	"Rac GTPase binding"	"17.574"
"GO:0005198"	"structural molecule activity"	"17.309"
"GO:0045505"	"dynein intermediate chain binding"	"17.239"
"GO:0017048"	"Rho GTPase binding"	"15.897"
"GO:0045296"	"cadherin binding"	"15.438"
"GO:0045503"	"dynein light chain binding"	"15.241"
"GO:0002162"	"dystroglycan binding"	"14.465"
"GO:0005525"	"GTP binding"	"14.42"
"GO:0003774"	"motor activity"	"14.38"
"GO:0008574"	"ATP-dependent microtubule motor activity, plus-end-directed"	"14.337"
"GO:0003924"	"GTPase activity"	"14.195"
"GO:0032399"	"HECT domain binding"	"14.1"
"GO:0005509"	"calcium ion binding"	"14.087"
"GO:0004672"	"protein kinase activity"	"14.075"
"GO:0005200"	"structural constituent of cytoskeleton"	"14"
"GO:0015631"	"tubulin binding"	"13.66"
"GO:0051959"	"dynein light intermediate chain binding"	"12.998"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"12.95"
"GO:0010997"	"anaphase-promoting complex binding"	"12.95"
"GO:0102485"	NA	"12.865"
"GO:0102486"	NA	"12.865"
"GO:0102487"	NA	"12.865"
"GO:0102488"	NA	"12.865"
"GO:0102489"	NA	"12.865"
"GO:0102490"	NA	"12.865"
"GO:0102491"	NA	"12.865"
"GO:0045504"	"dynein heavy chain binding"	"12.719"
"GO:0017137"	"Rab GTPase binding"	"12.5"
"GO:0005516"	"calmodulin binding"	"11.978"
"GO:0004623"	"phospholipase A2 activity"	"11.972"
"GO:0019904"	"protein domain specific binding"	"11.788"
"GO:0031996"	"thioesterase binding"	"11.436"
"GO:0008569"	"ATP-dependent microtubule motor activity, minus-end-directed"	"11.298"
"GO:0005070"	"SH3/SH2 adaptor activity"	"10.892"
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"10.863"
"GO:0019237"	"centromeric DNA binding"	"10.819"
"GO:0031267"	"small GTPase binding"	"10.775"
"GO:0005547"	"phosphatidylinositol-3,4,5-trisphosphate binding"	"10.582"
"GO:0034191"	"apolipoprotein A-I receptor binding"	"10.545"
"GO:0008093"	"cytoskeletal adaptor activity"	"10.368"
"GO:0034452"	"dynactin binding"	"10.368"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"10.343"
"GO:0035173"	"histone kinase activity"	"10.314"
"GO:0046875"	"ephrin receptor binding"	"10.233"
"GO:0001784"	"phosphotyrosine binding"	"10.062"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"9.894"
"GO:0070012"	"oligopeptidase activity"	"9.8"
"GO:0004712"	"protein serine/threonine/tyrosine kinase activity"	"9.5"
"GO:0005095"	"GTPase inhibitor activity"	"9.486"
"GO:0004888"	"transmembrane signaling receptor activity"	"9.379"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"9.352"
"GO:0008022"	"protein C-terminus binding"	"9.336"
"GO:0035091"	"phosphatidylinositol binding"	"9.283"
"GO:0030676"	"Rac guanyl-nucleotide exchange factor activity"	"9.225"
"GO:0005522"	"profilin binding"	"9.214"
"GO:0034988"	"Fc-gamma receptor I complex binding"	"9.158"
"GO:0097472"	"cyclin-dependent protein kinase activity"	"9.118"
"GO:0043014"	"alpha-tubulin binding"	"8.953"
"GO:0042802"	"identical protein binding"	"8.944"
"GO:0044325"	"ion channel binding"	"8.942"
"GO:0008307"	"structural constituent of muscle"	"8.906"
"GO:0019208"	"phosphatase regulator activity"	"8.892"
"GO:0050321"	"tau-protein kinase activity"	"8.858"
"GO:0008046"	"axon guidance receptor activity"	"8.653"
"GO:0030507"	"spectrin binding"	"8.593"
"GO:0019894"	"kinesin binding"	"8.546"
"GO:0003785"	"actin monomer binding"	"8.47"
"GO:0035174"	"histone serine kinase activity"	"8.376"
"GO:0005523"	"tropomyosin binding"	"8.263"
"GO:0070463"	"tubulin-dependent ATPase activity"	"8.195"
"GO:0019210"	"kinase inhibitor activity"	"8.098"
"GO:0005159"	"insulin-like growth factor receptor binding"	"7.943"
"GO:0008273"	"calcium, potassium:sodium antiporter activity"	"7.883"
"GO:0070740"	"tubulin-glutamic acid ligase activity"	"7.798"
"GO:0008092"	"cytoskeletal protein binding"	"7.763"
"GO:0051219"	"phosphoprotein binding"	"7.723"
"GO:0033829"	"O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity"	"7.627"
"GO:0019902"	"phosphatase binding"	"7.556"
"GO:0038191"	"neuropilin binding"	"7.381"
"GO:0005546"	"phosphatidylinositol-4,5-bisphosphate binding"	"7.348"
"GO:0036312"	"phosphatidylinositol 3-kinase regulatory subunit binding"	"7.339"
"GO:0005005"	"transmembrane-ephrin receptor activity"	"7.338"
