"ID"	"Pathway"	"Z-score"
"hsa04810"	"Regulation of actin cytoskeleton"	"27.658"
"hsa04510"	"Focal adhesion"	"22.635"
"hsa04360"	"Axon guidance"	"22.195"
"hsa05100"	"Bacterial invasion of epithelial cells"	"21.406"
"hsa04114"	"Oocyte meiosis"	"20.702"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"19.515"
"hsa04014"	"Ras signaling pathway"	"19.134"
"hsa04670"	"Leukocyte transendothelial migration"	"17.417"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"17.248"
"hsa04110"	"Cell cycle"	"15.969"
"hsa04015"	"Rap1 signaling pathway"	"15.346"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"15.041"
"hsa05205"	"Proteoglycans in cancer"	"14.845"
"hsa05132"	"Salmonella infection"	"14.839"
"hsa04370"	"VEGF signaling pathway"	"14.511"
"hsa04520"	"Adherens junction"	"13.302"
"hsa05131"	"Shigellosis"	"13.265"
"hsa04390"	"Hippo signaling pathway"	"13.226"
"hsa04664"	"Fc epsilon RI signaling pathway"	"12.535"
"hsa04392"	"Hippo signaling pathway - multiple species"	"12.374"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"12.195"
"hsa04530"	"Tight junction"	"12.13"
"hsa05231"	"Choline metabolism in cancer"	"11.59"
"hsa04722"	"Neurotrophin signaling pathway"	"11.48"
"hsa04012"	"ErbB signaling pathway"	"11.095"
"hsa04144"	"Endocytosis"	"10.784"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.346"
"hsa05210"	"Colorectal cancer"	"10.337"
"hsa04010"	"MAPK signaling pathway"	"10.188"
"hsa04972"	"Pancreatic secretion"	"10.116"
"hsa05212"	"Pancreatic cancer"	"10.021"
"hsa04660"	"T cell receptor signaling pathway"	"9.898"
"hsa04611"	"Platelet activation"	"9.772"
"hsa04662"	"B cell receptor signaling pathway"	"9.635"
"hsa05206"	"MicroRNAs in cancer"	"9.107"
"hsa00565"	"Ether lipid metabolism"	"8.998"
"hsa04070"	"Phosphatidylinositol signaling system"	"8.856"
"hsa04270"	"Vascular smooth muscle contraction"	"8.706"
"hsa04910"	"Insulin signaling pathway"	"8.601"
"hsa05211"	"Renal cell carcinoma"	"8.591"
"hsa04912"	"GnRH signaling pathway"	"8.224"
"hsa05165"	"Human papillomavirus infection"	"7.945"
"hsa04151"	"PI3K-Akt signaling pathway"	"7.939"
"hsa05416"	"Viral myocarditis"	"7.939"
"hsa05214"	"Glioma"	"7.814"
"hsa04068"	"FoxO signaling pathway"	"7.762"
"hsa05213"	"Endometrial cancer"	"7.668"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"7.262"
"hsa04218"	"Cellular senescence"	"7.067"
"hsa05226"	"Gastric cancer"	"6.935"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"6.684"
"hsa04921"	"Oxytocin signaling pathway"	"6.556"
"hsa04720"	"Long-term potentiation"	"6.524"
"hsa05223"	"Non-small cell lung cancer"	"6.4"
"hsa05218"	"Melanoma"	"6.348"
"hsa05200"	"Pathways in cancer"	"6.057"
"hsa04115"	"p53 signaling pathway"	"6.004"
"hsa05224"	"Breast cancer"	"5.982"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"5.973"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"5.693"
"hsa04625"	"C-type lectin receptor signaling pathway"	"5.541"
"hsa04540"	"Gap junction"	"5.386"
"hsa04071"	"Sphingolipid signaling pathway"	"5.384"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"5.342"
"hsa04512"	"ECM-receptor interaction"	"5.264"
"hsa05220"	"Chronic myeloid leukemia"	"5.093"
"hsa04210"	"Apoptosis"	"5.075"
"hsa04072"	"Phospholipase D signaling pathway"	"5.061"
"hsa04310"	"Wnt signaling pathway"	"4.763"
"hsa04062"	"Chemokine signaling pathway"	"4.524"
"hsa00562"	"Inositol phosphate metabolism"	"4.51"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"4.482"
"hsa04215"	"Apoptosis - multiple species"	"4.393"
"hsa05215"	"Prostate cancer"	"4.38"
"hsa05219"	"Bladder cancer"	"4.35"
"hsa05161"	"Hepatitis B"	"4.33"
"hsa05221"	"Acute myeloid leukemia"	"4.294"
"hsa04340"	"Hedgehog signaling pathway"	"4.159"
"hsa04150"	"mTOR signaling pathway"	"4.059"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"4.039"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"4.013"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.983"
"hsa04024"	"cAMP signaling pathway"	"3.911"
"hsa05031"	"Amphetamine addiction"	"3.809"
"hsa05225"	"Hepatocellular carcinoma"	"3.778"
"hsa04380"	"Osteoclast differentiation"	"3.666"
"hsa04917"	"Prolactin signaling pathway"	"3.642"
"hsa05216"	"Thyroid cancer"	"3.577"
"hsa04730"	"Long-term depression"	"3.227"
"hsa03460"	"Fanconi anemia pathway"	"2.981"
"hsa03440"	"Homologous recombination"	"2.88"
"hsa05203"	"Viral carcinogenesis"	"2.835"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.834"
"hsa05222"	"Small cell lung cancer"	"2.826"
"hsa05033"	"Nicotine addiction"	"2.786"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"2.731"
"hsa04140"	"Autophagy - animal"	"2.626"
"hsa04630"	"Jak-STAT signaling pathway"	"2.601"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"2.587"
"hsa04145"	"Phagosome"	"2.558"
"hsa04971"	"Gastric acid secretion"	"2.523"
"hsa05166"	"HTLV-I infection"	"2.505"
"hsa04970"	"Salivary secretion"	"2.501"
"hsa05230"	"Central carbon metabolism in cancer"	"2.448"
"hsa04930"	"Type II diabetes mellitus"	"2.15"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"1.996"
"hsa05340"	"Primary immunodeficiency"	"1.906"
"hsa04934"	"Cushing,s syndrome"	"1.892"
"hsa02010"	"ABC transporters"	"1.854"
"hsa04916"	"Melanogenesis"	"1.841"
"hsa05143"	"African trypanosomiasis"	"1.721"
"hsa04640"	"Hematopoietic cell lineage"	"1.712"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"1.7"
"hsa00531"	"Glycosaminoglycan degradation"	"1.693"
"hsa04728"	"Dopaminergic synapse"	"1.662"
"hsa05020"	"Prion diseases"	"1.603"
"hsa04740"	"Olfactory transduction"	"1.561"
"hsa04710"	"Circadian rhythm"	"1.489"
"hsa04130"	"SNARE interactions in vesicular transport"	"1.483"
"hsa05217"	"Basal cell carcinoma"	"1.452"
"hsa04142"	"Lysosome"	"1.417"
"hsa04713"	"Circadian entrainment"	"1.235"
"hsa05146"	"Amoebiasis"	"1.229"
"hsa04931"	"Insulin resistance"	"1.228"
"hsa05110"	"Vibrio cholerae infection"	"1.149"
"hsa00511"	"Other glycan degradation"	"1.099"
"hsa04137"	"Mitophagy - animal"	"0.957"
"hsa04926"	"Relaxin signaling pathway"	"0.891"
"hsa04919"	"Thyroid hormone signaling pathway"	"0.773"
"hsa04924"	"Renin secretion"	"0.65"
"hsa04120"	"Ubiquitin mediated proteolysis"	"0.57"
"hsa04725"	"Cholinergic synapse"	"0.542"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.527"
"hsa03430"	"Mismatch repair"	"0.508"
"hsa04973"	"Carbohydrate digestion and absorption"	"0.502"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.498"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"0.44"
"hsa04976"	"Bile secretion"	"0.364"
"hsa04022"	"cGMP-PKG signaling pathway"	"0.297"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"0.247"
"hsa04211"	"Longevity regulating pathway"	"0.179"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.157"
"hsa00740"	"Riboflavin metabolism"	"0.117"
"hsa05160"	"Hepatitis C"	"0.108"
"hsa04350"	"TGF-beta signaling pathway"	"0.056"
"hsa04724"	"Glutamatergic synapse"	"0.054"
"hsa04721"	"Synaptic vesicle cycle"	"0.044"
"hsa04371"	"Apelin signaling pathway"	"0"
"hsa03450"	"Non-homologous end-joining"	"-0.036"
"hsa04620"	"Toll-like receptor signaling pathway"	"-0.087"
"hsa00040"	"Pentose and glucuronate interconversions"	"-0.106"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.16"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-0.162"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.166"
"hsa04978"	"Mineral absorption"	"-0.18"
"hsa05144"	"Malaria"	"-0.24"
"hsa05133"	"Pertussis"	"-0.244"
"hsa00910"	"Nitrogen metabolism"	"-0.301"
"hsa00232"	"Caffeine metabolism"	"-0.314"
"hsa03030"	"DNA replication"	"-0.328"
"hsa04330"	"Notch signaling pathway"	"-0.329"
"hsa04915"	"Estrogen signaling pathway"	"-0.372"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-0.399"
"hsa00750"	"Vitamin B6 metabolism"	"-0.411"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.412"
