"GO.ID"	"GO.Term"	"Z-score"
"GO:0097711"	"ciliary basal body docking"	"66.593"
"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	"58.884"
"GO:0051301"	"cell division"	"56.84"
"GO:0000086"	"G2/M transition of mitotic cell cycle"	"54.93"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"54.488"
"GO:0007266"	"Rho protein signal transduction"	"44.656"
"GO:0060271"	"cilium morphogenesis"	"41.225"
"GO:0030036"	"actin cytoskeleton organization"	"40.7"
"GO:0007015"	"actin filament organization"	"40.299"
"GO:0030031"	"cell projection assembly"	"35.544"
"GO:0007020"	"microtubule nucleation"	"34.454"
"GO:0007098"	"centrosome cycle"	"34.415"
"GO:0008360"	"regulation of cell shape"	"31.53"
"GO:0007052"	"mitotic spindle organization"	"31.361"
"GO:0090307"	"mitotic spindle assembly"	"31.282"
"GO:0007099"	"centriole replication"	"30.628"
"GO:0000070"	"mitotic sister chromatid segregation"	"30.293"
"GO:0007163"	"establishment or maintenance of cell polarity"	"30.088"
"GO:0000132"	"establishment of mitotic spindle orientation"	"29.348"
"GO:0031116"	"positive regulation of microtubule polymerization"	"29.034"
"GO:0001578"	"microtubule bundle formation"	"28.085"
"GO:0031023"	"microtubule organizing center organization"	"28.076"
"GO:0031122"	"cytoplasmic microtubule organization"	"27.815"
"GO:0007264"	"small GTPase mediated signal transduction"	"27.753"
"GO:0071539"	"protein localization to centrosome"	"26.843"
"GO:0034453"	"microtubule anchoring"	"25.932"
"GO:1905515"	NA	"25.845"
"GO:0016477"	"cell migration"	"25.804"
"GO:0051415"	"interphase microtubule nucleation by interphase microtubule organizing center"	"25.736"
"GO:0030334"	"regulation of cell migration"	"25.373"
"GO:0007059"	"chromosome segregation"	"25.198"
"GO:0007018"	"microtubule-based movement"	"25.078"
"GO:0032956"	"regulation of actin cytoskeleton organization"	"25.074"
"GO:0051382"	"kinetochore assembly"	"25.058"
"GO:0010457"	"centriole-centriole cohesion"	"24.977"
"GO:0051081"	"nuclear envelope disassembly"	"24.913"
"GO:0030950"	"establishment or maintenance of actin cytoskeleton polarity"	"24.834"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"24.819"
"GO:0007019"	"microtubule depolymerization"	"24.507"
"GO:0000281"	"mitotic cytokinesis"	"24.298"
"GO:2000574"	"regulation of microtubule motor activity"	"24.241"
"GO:0051298"	"centrosome duplication"	"24.153"
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	"23.749"
"GO:0016601"	"Rac protein signal transduction"	"23.498"
"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"23.312"
"GO:0051225"	"spindle assembly"	"22.687"
"GO:0031110"	"regulation of microtubule polymerization or depolymerization"	"22.538"
"GO:0051642"	"centrosome localization"	"22.407"
"GO:1902939"	"negative regulation of intracellular calcium activated chloride channel activity"	"22.327"
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"22.31"
"GO:0034501"	"protein localization to kinetochore"	"22.253"
"GO:0051017"	"actin filament bundle assembly"	"22.225"
"GO:0051321"	"meiotic cell cycle"	"21.638"
"GO:0000278"	"mitotic cell cycle"	"21.599"
"GO:0048013"	"ephrin receptor signaling pathway"	"21.577"
"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"21.466"
"GO:0007026"	"negative regulation of microtubule depolymerization"	"21.311"
"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	"21.278"
"GO:0007094"	"mitotic spindle assembly checkpoint"	"21.059"
"GO:0098535"	"de novo centriole assembly"	"20.946"
"GO:1900026"	"positive regulation of substrate adhesion-dependent cell spreading"	"20.869"
"GO:0035735"	"intraciliary transport involved in cilium morphogenesis"	"20.764"
"GO:0051893"	"regulation of focal adhesion assembly"	"20.357"
"GO:1904261"	"positive regulation of basement membrane assembly involved in embryonic body morphogenesis"	"20.141"
"GO:0043547"	"positive regulation of GTPase activity"	"19.539"
"GO:0032465"	"regulation of cytokinesis"	"19.045"
"GO:0010592"	"positive regulation of lamellipodium assembly"	"18.999"
"GO:0006897"	"endocytosis"	"18.98"
"GO:0051303"	"establishment of chromosome localization"	"18.896"
"GO:0001764"	"neuron migration"	"18.852"
"GO:0035023"	"regulation of Rho protein signal transduction"	"18.734"
"GO:0007097"	"nuclear migration"	"18.714"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"18.451"
"GO:0051492"	"regulation of stress fiber assembly"	"18.421"
"GO:0007030"	"Golgi organization"	"18.339"
"GO:0090091"	"positive regulation of extracellular matrix disassembly"	"18.293"
"GO:0010591"	"regulation of lamellipodium assembly"	"18.192"
"GO:0030838"	"positive regulation of actin filament polymerization"	"17.845"
"GO:0007077"	"mitotic nuclear envelope disassembly"	"17.84"
"GO:0006468"	"protein phosphorylation"	"17.807"
"GO:0051661"	"maintenance of centrosome location"	"17.771"
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"17.731"
"GO:0051310"	"metaphase plate congression"	"17.649"
"GO:0007405"	"neuroblast proliferation"	"17.52"
"GO:1902018"	"negative regulation of cilium assembly"	"17.391"
"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"	"17.376"
"GO:0034454"	"microtubule anchoring at centrosome"	"17.317"
"GO:0090235"	"regulation of metaphase plate congression"	"17.284"
"GO:0032488"	"Cdc42 protein signal transduction"	"17.113"
"GO:1903690"	"negative regulation of wound healing, spreading of epidermal cells"	"17.112"
"GO:0060263"	"regulation of respiratory burst"	"17.075"
"GO:0000226"	"microtubule cytoskeleton organization"	"16.991"
"GO:0044782"	"cilium organization"	"16.921"
"GO:0032277"	"negative regulation of gonadotropin secretion"	"16.895"
"GO:0090162"	"establishment of epithelial cell polarity"	"16.866"
"GO:0034080"	"CENP-A containing nucleosome assembly"	"16.809"
"GO:0030032"	"lamellipodium assembly"	"16.801"
"GO:0051496"	"positive regulation of stress fiber assembly"	"16.722"
"GO:0061511"	"centriole elongation"	"16.715"
"GO:0030041"	"actin filament polymerization"	"16.705"
