"Pathway"	"Z-score"
"Cytokine-cytokine receptor interaction"	"20.983"
"Chemokine signaling pathway"	"18.551"
"Pathways in cancer"	"15.985"
"Toll-like receptor signaling pathway"	"15.024"
"Ras signaling pathway"	"14.916"
"PI3K-Akt signaling pathway"	"14.859"
"TNF signaling pathway"	"14.483"
"Regulation of actin cytoskeleton"	"14.2"
"Chagas disease (American trypanosomiasis)"	"14.197"
"Fc epsilon RI signaling pathway"	"14.086"
"ErbB signaling pathway"	"14.039"
"NF-kappa B signaling pathway"	"14.024"
"Hepatitis C"	"14.016"
"T cell receptor signaling pathway"	"13.99"
"Kaposi's sarcoma-associated herpesvirus infection"	"13.764"
"Rap1 signaling pathway"	"13.763"
"Pertussis"	"13.716"
"Phospholipase D signaling pathway"	"13.56"
"Osteoclast differentiation"	"13.526"
"Natural killer cell mediated cytotoxicity"	"13.414"
"B cell receptor signaling pathway"	"13.32"
"Focal adhesion"	"13.27"
"Hepatitis B"	"13.171"
"C-type lectin receptor signaling pathway"	"12.569"
"Neurotrophin signaling pathway"	"12.491"
"Relaxin signaling pathway"	"12.445"
"Acute myeloid leukemia"	"12.176"
"Tuberculosis"	"12.121"
"IL-17 signaling pathway"	"12.116"
"Jak-STAT signaling pathway"	"12.086"
"Sphingolipid signaling pathway"	"11.88"
"Taste transduction"	"11.849"
"Leishmaniasis"	"11.687"
"Prostate cancer"	"11.614"
"Prolactin signaling pathway"	"11.598"
"Proteoglycans in cancer"	"11.561"
"AGE-RAGE signaling pathway in diabetic complications"	"11.544"
"Axon guidance"	"11.439"
"Renal cell carcinoma"	"11.181"
"Chronic myeloid leukemia"	"11.16"
"Melanoma"	"10.923"
"Human papillomavirus infection"	"10.861"
"Non-small cell lung cancer"	"10.735"
"Th1 and Th2 cell differentiation"	"10.56"
"Neuroactive ligand-receptor interaction"	"10.43"
"MAPK signaling pathway"	"10.417"
"FoxO signaling pathway"	"10.41"
"Choline metabolism in cancer"	"10.38"
"Breast cancer"	"10.376"
"Amoebiasis"	"10.32"
"Th17 cell differentiation"	"10.274"
"NOD-like receptor signaling pathway"	"10.246"
"Insulin signaling pathway"	"10.234"
"Necroptosis"	"10.226"
"Glioma"	"10.17"
"Gastric cancer"	"10.106"
"Colorectal cancer"	"9.839"
"Endometrial cancer"	"9.764"
"Complement and coagulation cascades"	"9.535"
"Apoptosis"	"9.475"
"Hematopoietic cell lineage"	"9.466"
"VEGF signaling pathway"	"9.193"
"Fc gamma R-mediated phagocytosis"	"9.187"
"cAMP signaling pathway"	"9.05"
"RIG-I-like receptor signaling pathway"	"9.039"
"Epithelial cell signaling in Helicobacter pylori infection"	"9.023"
"Shigellosis"	"8.991"
"Viral carcinogenesis"	"8.985"
"Adipocytokine signaling pathway"	"8.973"
"Bacterial invasion of epithelial cells"	"8.938"
"Platelet activation"	"8.756"
"HTLV-I infection"	"8.708"
"Signaling pathways regulating pluripotency of stem cells"	"8.536"
"Rheumatoid arthritis"	"8.488"
"Cholinergic synapse"	"8.462"
"Toxoplasmosis"	"8.444"
"mTOR signaling pathway"	"8.43"
"Longevity regulating pathway"	"8.412"
"HIF-1 signaling pathway"	"8.391"
"Malaria"	"8.302"
"Type II diabetes mellitus"	"8.201"
"Pancreatic cancer"	"8.146"
"Salmonella infection"	"7.962"
"MicroRNAs in cancer"	"7.871"
"GnRH signaling pathway"	"7.867"
"Fluid shear stress and atherosclerosis"	"7.834"
"Staphylococcus aureus infection"	"7.813"
"Intestinal immune network for IgA production"	"7.734"
"Hepatocellular carcinoma"	"7.707"
"Insulin resistance"	"7.59"
"Asthma"	"7.484"
"Thyroid hormone signaling pathway"	"7.423"
"Central carbon metabolism in cancer"	"7.272"
"Inflammatory bowel disease (IBD)"	"7.25"
"Estrogen signaling pathway"	"7.221"
"Aldosterone-regulated sodium reabsorption"	"7.195"
"TGF-beta signaling pathway"	"7.175"
"Leukocyte transendothelial migration"	"7.083"
"Long-term depression"	"7.076"
"Bladder cancer"	"7.067"
"ECM-receptor interaction"	"6.936"
"Gap junction"	"6.923"
"Alcoholism"	"6.84"
"Small cell lung cancer"	"6.839"
"Autophagy - animal"	"6.787"
"Serotonergic synapse"	"6.697"
"cGMP-PKG signaling pathway"	"6.674"
"Oxytocin signaling pathway"	"6.625"
"Melanogenesis"	"6.617"
"Apoptosis - multiple species"	"6.523"
"Regulation of lipolysis in adipocytes"	"6.512"
"Herpes simplex infection"	"6.47"
"Apelin signaling pathway"	"6.406"
"Adherens junction"	"6.359"
"Phosphatidylinositol signaling system"	"6.14"
"Influenza A"	"6.104"
"Inositol phosphate metabolism"	"6.104"
"Cell adhesion molecules (CAMs)"	"5.932"
"Non-alcoholic fatty liver disease (NAFLD)"	"5.893"
"Cytosolic DNA-sensing pathway"	"5.889"
"Tight junction"	"5.819"
"Cellular senescence"	"5.795"
"Measles"	"5.67"
"Inflammatory mediator regulation of TRP channels"	"5.516"
"Epstein-Barr virus infection"	"5.484"
"Long-term potentiation"	"5.261"
"Cocaine addiction"	"5.179"
"Progesterone-mediated oocyte maturation"	"5.143"
"Prion diseases"	"5.032"
"AMPK signaling pathway"	"4.914"
"Aminoacyl-tRNA biosynthesis"	"4.907"
"Primary immunodeficiency"	"4.63"
"Pathogenic Escherichia coli infection"	"4.548"
"Thyroid cancer"	"4.486"
"Endocytosis"	"4.461"
"Glucagon signaling pathway"	"4.316"
"Proteasome"	"4.316"
"Glutamatergic synapse"	"4.311"
"Carbohydrate digestion and absorption"	"4.201"
"Viral myocarditis"	"4.164"
"Circadian entrainment"	"4.001"
"Dopaminergic synapse"	"3.961"
"Morphine addiction"	"3.919"
"Allograft rejection"	"3.881"
"Systemic lupus erythematosus"	"3.879"
"Wnt signaling pathway"	"3.799"
"Amyotrophic lateral sclerosis (ALS)"	"3.727"
"Cushing's syndrome"	"3.709"
"Hypertrophic cardiomyopathy (HCM)"	"3.587"
"Mitophagy - animal"	"3.516"
"Adrenergic signaling in cardiomyocytes"	"3.512"
"Phagosome"	"3.417"
"GABAergic synapse"	"3.282"
"Renin secretion"	"3.251"
"Type I diabetes mellitus"	"3.163"
"Fat digestion and absorption"	"3.162"
"Vascular smooth muscle contraction"	"3.126"
"p53 signaling pathway"	"3.1"
"Graft-versus-host disease"	"3.033"
"Citrate cycle (TCA cycle)"	"2.999"
"Calcium signaling pathway"	"2.944"
"Valine, leucine and isoleucine biosynthesis"	"2.927"
"Transcriptional misregulation in cancer"	"2.912"
"Hippo signaling pathway"	"2.872"
"Arginine and proline metabolism"	"2.745"
"Amphetamine addiction"	"2.641"
"Dilated cardiomyopathy (DCM)"	"2.618"
"Alzheimer's disease"	"2.594"
"Endocrine and other factor-regulated calcium reabsorption"	"2.574"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.502"
"Glycine, serine and threonine metabolism"	"2.468"
"Pyruvate metabolism"	"2.464"
"Longevity regulating pathway - multiple species"	"2.462"
"Phenylalanine metabolism"	"2.427"
"Amino sugar and nucleotide sugar metabolism"	"2.377"
"Legionellosis"	"2.352"
"Synaptic vesicle cycle"	"2.341"
"Galactose metabolism"	"2.282"
"Renin-angiotensin system"	"2.257"
"Notch signaling pathway"	"2.248"
"Pantothenate and CoA biosynthesis"	"2.232"
"Ubiquitin mediated proteolysis"	"2.226"
"Glycolysis / Gluconeogenesis"	"2.22"
"Terpenoid backbone biosynthesis"	"2.213"
"Synthesis and degradation of ketone bodies"	"2.199"
"African trypanosomiasis"	"2.188"
"beta-Alanine metabolism"	"2.154"
"Fatty acid biosynthesis"	"2.12"
"Cysteine and methionine metabolism"	"2.034"
"Valine, leucine and isoleucine degradation"	"1.997"
"Thermogenesis"	"1.992"
"Fatty acid degradation"	"1.94"
"Primary bile acid biosynthesis"	"1.938"
"Butanoate metabolism"	"1.92"
"Arginine biosynthesis"	"1.904"
"Tyrosine metabolism"	"1.888"
"Taurine and hypotaurine metabolism"	"1.88"
"Gastric acid secretion"	"1.867"
"Lysine degradation"	"1.798"
"Phosphonate and phosphinate metabolism"	"1.778"
"Oocyte meiosis"	"1.762"
"Histidine metabolism"	"1.753"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.69"
"PPAR signaling pathway"	"1.481"
"alpha-Linolenic acid metabolism"	"1.439"
"Alanine, aspartate and glutamate metabolism"	"1.422"
"Thyroid hormone synthesis"	"1.414"
"Folate biosynthesis"	"1.398"
"Pentose and glucuronate interconversions"	"1.384"
"Bile secretion"	"1.371"
"Glyoxylate and dicarboxylate metabolism"	"1.351"
"Starch and sucrose metabolism"	"1.31"
"Retrograde endocannabinoid signaling"	"1.307"
"Cortisol synthesis and secretion"	"1.303"
"Salivary secretion"	"1.272"
"Autoimmune thyroid disease"	"1.242"
"Fructose and mannose metabolism"	"1.213"
"Neomycin, kanamycin and gentamicin biosynthesis"	"1.212"
"Basal cell carcinoma"	"1.196"
"Pentose phosphate pathway"	"1.191"
"Pancreatic secretion"	"1.183"
"Glycerolipid metabolism"	"1.066"
"Aldosterone synthesis and secretion"	"1.064"
"Vitamin digestion and absorption"	"1.032"
"Protein digestion and absorption"	"1.014"
"Peroxisome"	"0.892"
"Glutathione metabolism"	"0.831"
"Nicotine addiction"	"0.799"
"Glycerophospholipid metabolism"	"0.769"
"Ovarian steroidogenesis"	"0.769"
"Glycosaminoglycan degradation"	"0.713"
"Insulin secretion"	"0.711"
"Vibrio cholerae infection"	"0.705"
"Tryptophan metabolism"	"0.656"
"ABC transporters"	"0.544"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.524"
"Cholesterol metabolism"	"0.509"
"Vasopressin-regulated water reabsorption"	"0.466"
"Hippo signaling pathway - multiple species"	"0.465"
"Lysosome"	"0.456"
"Ferroptosis"	"0.412"
"Hedgehog signaling pathway"	"0.405"
"Drug metabolism - other enzymes"	"0.385"
"Cell cycle"	"0.306"
"Riboflavin metabolism"	"0.299"
"Circadian rhythm"	"0.284"
"Collecting duct acid secretion"	"0.284"
"Porphyrin and chlorophyll metabolism"	"0.262"
"Phototransduction"	"0.211"
"Non-homologous end-joining"	"0.206"
"Maturity onset diabetes of the young"	"0.17"
"Nicotinate and nicotinamide metabolism"	"0.095"
"Parkinson's disease"	"0.047"
"Propanoate metabolism"	"-0.105"
"Selenocompound metabolism"	"-0.115"
"Vitamin B6 metabolism"	"-0.127"
"D-Arginine and D-ornithine metabolism"	"-0.202"
"One carbon pool by folate"	"-0.237"
"Steroid hormone biosynthesis"	"-0.24"
"Other glycan degradation"	"-0.285"
"Sphingolipid metabolism"	"-0.311"
"Steroid biosynthesis"	"-0.393"
"Other types of O-glycan biosynthesis"	"-0.432"
"Ascorbate and aldarate metabolism"	"-0.462"
"Ether lipid metabolism"	"-0.464"
"D-Glutamine and D-glutamate metabolism"	"-0.545"
"Thiamine metabolism"	"-0.63"
"SNARE interactions in vesicular transport"	"-0.678"
"Pyrimidine metabolism"	"-0.699"
"Mineral absorption"	"-0.707"
"Linoleic acid metabolism"	"-0.794"
"Biosynthesis of unsaturated fatty acids"	"-0.869"
