"GO.ID"	"GO.Term"	"zscore"
"GO:0061643"	"chemorepulsion of axon"	"11.278"
"GO:0034140"	"negative regulation of toll-like receptor 3 signaling pathway"	"11.104"
"GO:2000866"	"positive regulation of estradiol secretion"	"11.089"
"GO:0048711"	"positive regulation of astrocyte differentiation"	"11.064"
"GO:0022009"	"central nervous system vasculogenesis"	"11.024"
"GO:0060004"	"reflex"	"10.93"
"GO:2001225"	"regulation of chloride transport"	"10.909"
"GO:0034148"	"negative regulation of toll-like receptor 5 signaling pathway"	"10.8"
"GO:0061043"	"regulation of vascular wound healing"	"10.8"
"GO:0070429"	"negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"	"10.8"
"GO:0072666"	"establishment of protein localization to vacuole"	"10.8"
"GO:0042590"	"antigen processing and presentation of exogenous peptide antigen via MHC class I"	"10.718"
"GO:2000097"	"regulation of smooth muscle cell-matrix adhesion"	"10.612"
"GO:0051545"	"negative regulation of elastin biosynthetic process"	"10.493"
"GO:0033025"	"regulation of mast cell apoptotic process"	"10.377"
"GO:0071486"	"cellular response to high light intensity"	"10.377"
"GO:0097473"	"retinal rod cell apoptotic process"	"10.377"
"GO:0042108"	"positive regulation of cytokine biosynthetic process"	"10.321"
"GO:0048160"	"primary follicle stage"	"10.321"
"GO:0080058"	"protein deglutathionylation"	"10.157"
"GO:0001080"	"nitrogen catabolite activation of transcription from RNA polymerase II promoter"	"10.104"
"GO:0034255"	"regulation of urea metabolic process"	"10.104"
"GO:0038185"	"intracellular bile acid receptor signaling pathway"	"10.104"
"GO:1905695"	NA	"10.104"
"GO:2000213"	"positive regulation of glutamate metabolic process"	"10.104"
"GO:2001250"	"positive regulation of ammonia assimilation cycle"	"10.104"
"GO:0033343"	"positive regulation of collagen binding"	"10.051"
"GO:0046633"	"alpha-beta T cell proliferation"	"10.051"
"GO:0010963"	"regulation of L-arginine import"	"10"
"GO:0051153"	"regulation of striated muscle cell differentiation"	"10"
"GO:0070965"	"positive regulation of neutrophil mediated killing of fungus"	"10"
"GO:0099004"	"calmodulin dependent kinase signaling pathway"	"10"
"GO:1904782"	"negative regulation of NMDA glutamate receptor activity"	"10"
"GO:0002190"	"cap-independent translational initiation"	"9.899"
"GO:0032055"	"negative regulation of translation in response to stress"	"9.899"
"GO:1990654"	"sebum secreting cell proliferation"	"9.899"
"GO:0032455"	"nerve growth factor processing"	"9.85"
"GO:0019318"	"hexose metabolic process"	"9.802"
"GO:0021511"	"spinal cord patterning"	"9.802"
"GO:0045081"	"negative regulation of interleukin-10 biosynthetic process"	"9.802"
"GO:1902078"	"positive regulation of lateral motor column neuron migration"	"9.802"
"GO:0002683"	"negative regulation of immune system process"	"9.754"
"GO:0035622"	"intrahepatic bile duct development"	"9.754"
"GO:0050726"	"positive regulation of interleukin-1 alpha biosynthetic process"	"9.754"
"GO:0060517"	"epithelial cell proliferation involved in prostatic bud elongation"	"9.754"
"GO:0060784"	"regulation of cell proliferation involved in tissue homeostasis"	"9.754"
"GO:0061046"	"regulation of branching involved in lung morphogenesis"	"9.754"
"GO:1904998"	"negative regulation of leukocyte adhesion to arterial endothelial cell"	"9.754"
"GO:2000794"	"regulation of epithelial cell proliferation involved in lung morphogenesis"	"9.754"
"GO:0021571"	"rhombomere 5 development"	"9.707"
"GO:0021572"	"rhombomere 6 development"	"9.707"
"GO:0030322"	"stabilization of membrane potential"	"9.707"
"GO:0043217"	"myelin maintenance"	"9.707"
"GO:0048685"	"negative regulation of collateral sprouting of intact axon in response to injury"	"9.707"
"GO:0003170"	"heart valve development"	"9.653"
"GO:0045167"	"asymmetric protein localization involved in cell fate determination"	"9.615"
"GO:0051042"	"negative regulation of calcium-independent cell-cell adhesion"	"9.57"
"GO:0060804"	"positive regulation of Wnt signaling pathway by BMP signaling pathway"	"9.57"
"GO:0002470"	"plasmacytoid dendritic cell antigen processing and presentation"	"9.525"
"GO:0070570"	"regulation of neuron projection regeneration"	"9.525"
"GO:0021768"	"nucleus accumbens development"	"9.482"
"GO:0030046"	"parallel actin filament bundle assembly"	"9.482"
"GO:1901676"	"positive regulation of histone H3-K27 acetylation"	"9.482"
"GO:0071471"	"cellular response to non-ionic osmotic stress"	"9.438"
"GO:1905222"	"atrioventricular canal morphogenesis"	"9.438"
"GO:1905310"	"regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis"	"9.438"
"GO:2000136"	"regulation of cell proliferation involved in heart morphogenesis"	"9.438"
"GO:2000415"	"positive regulation of fibronectin-dependent thymocyte migration"	"9.438"
"GO:0070384"	"Harderian gland development"	"9.437"
"GO:0070661"	"leukocyte proliferation"	"9.396"
"GO:0070963"	"positive regulation of neutrophil mediated killing of gram-negative bacterium"	"9.396"
"GO:0072608"	"interleukin-10 secretion"	"9.396"
"GO:0090195"	"chemokine secretion"	"9.396"
"GO:0090198"	"negative regulation of chemokine secretion"	"9.396"
"GO:0009855"	"determination of bilateral symmetry"	"9.312"
"GO:0090242"	"retinoic acid receptor signaling pathway involved in somitogenesis"	"9.312"
"GO:0030728"	"ovulation"	"9.289"
"GO:0031915"	"positive regulation of synaptic plasticity"	"9.284"
"GO:0033026"	"negative regulation of mast cell apoptotic process"	"9.271"
"GO:0120034"	NA	"9.271"
"GO:0060301"	"positive regulation of cytokine activity"	"9.151"
"GO:0071838"	"cell proliferation in bone marrow"	"9.151"
"GO:0150018"	NA	"9.151"
"GO:1902378"	"VEGF-activated neuropilin signaling pathway involved in axon guidance"	"9.151"
"GO:1902946"	"protein localization to early endosome"	"9.151"
"GO:1903597"	"negative regulation of gap junction assembly"	"9.151"
"GO:1905040"	"otic placode development"	"9.151"
"GO:0035313"	"wound healing, spreading of epidermal cells"	"9.142"
"GO:0010819"	"regulation of T cell chemotaxis"	"9.112"
"GO:0014805"	"smooth muscle adaptation"	"9.112"
"GO:0032058"	"positive regulation of translational initiation in response to stress"	"9.112"
"GO:0034158"	"toll-like receptor 8 signaling pathway"	"9.112"
"GO:0035505"	"positive regulation of myosin light chain kinase activity"	"9.112"
"GO:0060588"	"negative regulation of lipoprotein lipid oxidation"	"9.112"
"GO:1903917"	"positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation"	"9.112"
"GO:2000173"	"negative regulation of branching morphogenesis of a nerve"	"9.112"
"GO:0046880"	"regulation of follicle-stimulating hormone secretion"	"9.073"
"GO:0021966"	"corticospinal neuron axon guidance"	"9.035"
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"8.988"
"GO:0042472"	"inner ear morphogenesis"	"8.681"
"GO:0048662"	"negative regulation of smooth muscle cell proliferation"	"8.673"
"GO:0045578"	"negative regulation of B cell differentiation"	"8.533"
"GO:0033280"	"response to vitamin D"	"8.512"
"GO:0031622"	"positive regulation of fever generation"	"8.476"
"GO:0033591"	"response to L-ascorbic acid"	"8.43"
"GO:0071222"	"cellular response to lipopolysaccharide"	"8.388"
"GO:0035634"	"response to stilbenoid"	"8.321"
"GO:0001934"	"positive regulation of protein phosphorylation"	"8.184"
"GO:0006954"	"inflammatory response"	"8.122"
"GO:0033627"	"cell adhesion mediated by integrin"	"8.096"
"GO:2001199"	"negative regulation of dendritic cell differentiation"	"8.081"
"GO:0051781"	"positive regulation of cell division"	"7.952"
"GO:0048844"	"artery morphogenesis"	"7.894"
"GO:0014910"	"regulation of smooth muscle cell migration"	"7.75"
"GO:0019221"	"cytokine-mediated signaling pathway"	"7.656"
"GO:0006955"	"immune response"	"7.648"
"GO:0071638"	"negative regulation of monocyte chemotactic protein-1 production"	"7.641"
"GO:0045651"	"positive regulation of macrophage differentiation"	"7.636"
"GO:2001268"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"7.567"
"GO:0007566"	"embryo implantation"	"7.416"
"GO:0002053"	"positive regulation of mesenchymal cell proliferation"	"7.331"
"GO:0010665"	"regulation of cardiac muscle cell apoptotic process"	"7.205"
"GO:2000349"	"negative regulation of CD40 signaling pathway"	"7.205"
"GO:0014909"	"smooth muscle cell migration"	"7.19"
"GO:0072615"	"interleukin-17 secretion"	"7.185"
"GO:0034142"	"toll-like receptor 4 signaling pathway"	"7.17"
"GO:0045840"	"positive regulation of mitotic nuclear division"	"7.168"
"GO:0010575"	"positive regulation of vascular endothelial growth factor production"	"7.146"
"GO:0051044"	"positive regulation of membrane protein ectodomain proteolysis"	"7.144"
"GO:0010628"	"positive regulation of gene expression"	"7.14"
"GO:0010042"	"response to manganese ion"	"7.134"
"GO:0031345"	"negative regulation of cell projection organization"	"7.128"
"GO:0034971"	"histone H3-R17 methylation"	"7.109"
"GO:0060420"	"regulation of heart growth"	"7.109"
"GO:0071403"	"cellular response to high density lipoprotein particle stimulus"	"7.091"
"GO:2000342"	"negative regulation of chemokine (C-X-C motif) ligand 2 production"	"7.091"
"GO:0003308"	"negative regulation of Wnt signaling pathway involved in heart development"	"7.072"
"GO:0032446"	"protein modification by small protein conjugation"	"7.072"
"GO:0060532"	"bronchus cartilage development"	"7.036"
"GO:0061145"	"lung smooth muscle development"	"7.036"
"GO:0045666"	"positive regulation of neuron differentiation"	"7.019"
"GO:0001550"	"ovarian cumulus expansion"	"7.018"
"GO:0007638"	"mechanosensory behavior"	"7.018"
"GO:0042700"	"luteinizing hormone signaling pathway"	"7.018"
"GO:0051025"	"negative regulation of immunoglobulin secretion"	"7.018"
"GO:0032270"	"positive regulation of cellular protein metabolic process"	"7.015"
"GO:0045410"	"positive regulation of interleukin-6 biosynthetic process"	"6.989"
"GO:0021599"	"abducens nerve formation"	"6.982"
"GO:0090291"	"negative regulation of osteoclast proliferation"	"6.982"
"GO:0019547"	"arginine catabolic process to ornithine"	"6.964"
"GO:0072573"	"tolerance induction to lipopolysaccharide"	"6.964"
"GO:0003188"	"heart valve formation"	"6.947"
"GO:0006971"	"hypotonic response"	"6.947"
"GO:0034633"	"retinol transport"	"6.947"
"GO:1900135"	"positive regulation of renin secretion into blood stream"	"6.947"
"GO:0010469"	"regulation of receptor activity"	"6.938"
"GO:0060128"	"corticotropin hormone secreting cell differentiation"	"6.929"
