"GO.ID"	"GO.Term"	"Z-score"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"19.441"
"GO:0006954"	"inflammatory response"	"16.975"
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	"16.164"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"16.159"
"GO:0006955"	"immune response"	"15.902"
"GO:0006935"	"chemotaxis"	"15.755"
"GO:0050900"	"leukocyte migration"	"15.356"
"GO:0051897"	"positive regulation of protein kinase B signaling"	"15.295"
"GO:0050852"	"T cell receptor signaling pathway"	"15.263"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"14.904"
"GO:0010469"	"regulation of receptor activity"	"14.37"
"GO:0019221"	"cytokine-mediated signaling pathway"	"14.351"
"GO:0002223"	"stimulatory C-type lectin receptor signaling pathway"	"14.102"
"GO:0000165"	"MAPK cascade"	"13.588"
"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	"13.537"
"GO:0070098"	"chemokine-mediated signaling pathway"	"13.45"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"13.246"
"GO:0018350"	"protein esterification"	"12.865"
"GO:0044258"	"intestinal lipid catabolic process"	"12.865"
"GO:0007165"	"signal transduction"	"12.716"
"GO:0036092"	"phosphatidylinositol-3-phosphate biosynthetic process"	"12.548"
"GO:0002224"	"toll-like receptor signaling pathway"	"12.04"
"GO:0043123"	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	"12.035"
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"11.741"
"GO:0030335"	"positive regulation of cell migration"	"11.64"
"GO:0031295"	"T cell costimulation"	"11.568"
"GO:0038096"	"Fc-gamma receptor signaling pathway involved in phagocytosis"	"11.442"
"GO:0030168"	"platelet activation"	"11.435"
"GO:0010803"	"regulation of tumor necrosis factor-mediated signaling pathway"	"11.343"
"GO:0030593"	"neutrophil chemotaxis"	"11.327"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"11.314"
"GO:0014068"	"positive regulation of phosphatidylinositol 3-kinase signaling"	"11.133"
"GO:0002250"	"adaptive immune response"	"10.922"
"GO:0007411"	"axon guidance"	"10.804"
"GO:0071222"	"cellular response to lipopolysaccharide"	"10.748"
"GO:0043406"	"positive regulation of MAP kinase activity"	"10.718"
"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	"10.688"
"GO:0060326"	"cell chemotaxis"	"10.561"
"GO:0038128"	"ERBB2 signaling pathway"	"10.533"
"GO:0001525"	"angiogenesis"	"10.328"
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	"10.211"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"10.141"
"GO:0000187"	"activation of MAPK activity"	"10.089"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"9.934"
"GO:0034116"	"positive regulation of heterotypic cell-cell adhesion"	"9.764"
"GO:0050853"	"B cell receptor signaling pathway"	"9.716"
"GO:0007267"	"cell-cell signaling"	"9.562"
"GO:0042742"	"defense response to bacterium"	"9.551"
"GO:0045087"	"innate immune response"	"9.475"
"GO:0032760"	"positive regulation of tumor necrosis factor production"	"9.399"
"GO:0007155"	"cell adhesion"	"9.344"
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"9.302"
"GO:0034138"	"toll-like receptor 3 signaling pathway"	"9.136"
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"9.121"
"GO:0019722"	"calcium-mediated signaling"	"9.08"
"GO:0022617"	"extracellular matrix disassembly"	"9.073"
"GO:0038110"	"interleukin-2-mediated signaling pathway"	"9.073"
"GO:0002756"	"MyD88-independent toll-like receptor signaling pathway"	"8.916"
"GO:0071550"	"death-inducing signaling complex assembly"	"8.913"
"GO:0030595"	"leukocyte chemotaxis"	"8.797"
"GO:0071260"	"cellular response to mechanical stimulus"	"8.794"
"GO:0006468"	"protein phosphorylation"	"8.702"
"GO:0007218"	"neuropeptide signaling pathway"	"8.689"
"GO:0007166"	"cell surface receptor signaling pathway"	"8.639"
"GO:0002407"	"dendritic cell chemotaxis"	"8.454"
"GO:0051781"	"positive regulation of cell division"	"8.44"
"GO:0032729"	"positive regulation of interferon-gamma production"	"8.418"
"GO:0097190"	"apoptotic signaling pathway"	"8.413"
"GO:0043552"	"positive regulation of phosphatidylinositol 3-kinase activity"	"8.407"
"GO:0008284"	"positive regulation of cell proliferation"	"8.391"
"GO:0048749"	"compound eye development"	"8.388"
"GO:0043410"	"positive regulation of MAPK cascade"	"8.352"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"8.273"
"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	"8.231"
"GO:0035556"	"intracellular signal transduction"	"8.214"
"GO:0032755"	"positive regulation of interleukin-6 production"	"8.075"
"GO:0097191"	"extrinsic apoptotic signaling pathway"	"8.054"
