"GO.ID"	"GO.Term"	"Z-score"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"17.106"
"GO:0004713"	"protein tyrosine kinase activity"	"15.923"
"GO:0004252"	"serine-type endopeptidase activity"	"14.217"
"GO:0004930"	"G-protein coupled receptor activity"	"13.948"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"13.676"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"13.333"
"GO:0008083"	"growth factor activity"	"11.822"
"GO:0033038"	"bitter taste receptor activity"	"11.605"
"GO:0008009"	"chemokine activity"	"10.856"
"GO:0001784"	"phosphotyrosine binding"	"10.777"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"10.628"
"GO:0005104"	"fibroblast growth factor receptor binding"	"10.617"
"GO:0019957"	"C-C chemokine binding"	"9.47"
"GO:0016493"	"C-C chemokine receptor activity"	"9.254"
"GO:0019956"	"chemokine binding"	"9.179"
"GO:0005125"	"cytokine activity"	"9.119"
"GO:0005164"	"tumor necrosis factor receptor binding"	"8.967"
"GO:0043560"	"insulin receptor substrate binding"	"8.904"
"GO:0003823"	"antigen binding"	"8.483"
"GO:0008201"	"heparin binding"	"8.331"
"GO:0005178"	"integrin binding"	"8.241"
"GO:0043548"	"phosphatidylinositol 3-kinase binding"	"8.235"
"GO:0004896"	"cytokine receptor activity"	"8.21"
"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor activity"	"8.1"
"GO:0004908"	"interleukin-1 receptor activity"	"8.078"
"GO:0046875"	"ephrin receptor binding"	"8.021"
"GO:0005168"	"neurotrophin TRKA receptor binding"	"7.881"
"GO:0005161"	"platelet-derived growth factor receptor binding"	"7.87"
"GO:0005154"	"epidermal growth factor receptor binding"	"7.74"
"GO:0008527"	"taste receptor activity"	"7.69"
"GO:0042802"	"identical protein binding"	"7.624"
"GO:0035005"	"1-phosphatidylinositol-4-phosphate 3-kinase activity"	"7.599"
"GO:0035004"	"phosphatidylinositol 3-kinase activity"	"7.598"
"GO:0004910"	"interleukin-1, Type II, blocking receptor activity"	"7.545"
"GO:0042923"	"neuropeptide binding"	"7.543"
"GO:0005158"	"insulin receptor binding"	"7.522"
"GO:0097199"	"cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"7.442"
"GO:0004950"	"chemokine receptor activity"	"7.43"
"GO:0004773"	"steryl-sulfatase activity"	"7.382"
"GO:0017159"	"pantetheine hydrolase activity"	"7.382"
"GO:0005524"	"ATP binding"	"7.33"
"GO:0005123"	"death receptor binding"	"7.312"
"GO:0005139"	"interleukin-7 receptor binding"	"7.299"
"GO:0042056"	"chemoattractant activity"	"7.056"
"GO:0004888"	"transmembrane signaling receptor activity"	"7.003"
"GO:0005102"	"receptor binding"	"6.968"
"GO:0019955"	"cytokine binding"	"6.852"
"GO:0097153"	"cysteine-type endopeptidase activity involved in apoptotic process"	"6.83"
"GO:0017124"	"SH3 domain binding"	"6.759"
"GO:0016301"	"kinase activity"	"6.7"
"GO:0019838"	"growth factor binding"	"6.646"
"GO:0004708"	"MAP kinase kinase activity"	"6.541"
"GO:0002114"	"interleukin-33 receptor activity"	"6.494"
"GO:0140031"	NA	"6.485"
"GO:0005138"	"interleukin-6 receptor binding"	"6.461"
"GO:0004175"	"endopeptidase activity"	"6.334"
"GO:0050431"	"transforming growth factor beta binding"	"6.23"
"GO:0042803"	"protein homodimerization activity"	"6.093"
"GO:0005070"	"SH3/SH2 adaptor activity"	"6.064"
"GO:0034987"	"immunoglobulin receptor binding"	"6.026"
"GO:0035877"	"death effector domain binding"	"5.944"
