"ID"	"Pathway"	"Z-score"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"20.983"
"hsa04062"	"Chemokine signaling pathway"	"18.551"
"hsa05200"	"Pathways in cancer"	"15.985"
"hsa04620"	"Toll-like receptor signaling pathway"	"15.024"
"hsa04014"	"Ras signaling pathway"	"14.916"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.859"
"hsa04668"	"TNF signaling pathway"	"14.483"
"hsa04810"	"Regulation of actin cytoskeleton"	"14.2"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"14.197"
"hsa04664"	"Fc epsilon RI signaling pathway"	"14.086"
"hsa04012"	"ErbB signaling pathway"	"14.039"
"hsa04064"	"NF-kappa B signaling pathway"	"14.024"
"hsa05160"	"Hepatitis C"	"14.016"
"hsa04660"	"T cell receptor signaling pathway"	"13.99"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"13.764"
"hsa04015"	"Rap1 signaling pathway"	"13.763"
"hsa05133"	"Pertussis"	"13.716"
"hsa04072"	"Phospholipase D signaling pathway"	"13.56"
"hsa04380"	"Osteoclast differentiation"	"13.526"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"13.414"
"hsa04662"	"B cell receptor signaling pathway"	"13.32"
"hsa04510"	"Focal adhesion"	"13.27"
"hsa05161"	"Hepatitis B"	"13.171"
"hsa04625"	"C-type lectin receptor signaling pathway"	"12.569"
"hsa04722"	"Neurotrophin signaling pathway"	"12.491"
"hsa04926"	"Relaxin signaling pathway"	"12.445"
"hsa05221"	"Acute myeloid leukemia"	"12.176"
"hsa05152"	"Tuberculosis"	"12.121"
"hsa04657"	"IL-17 signaling pathway"	"12.116"
"hsa04630"	"Jak-STAT signaling pathway"	"12.086"
"hsa04071"	"Sphingolipid signaling pathway"	"11.88"
"hsa04742"	"Taste transduction"	"11.849"
"hsa05140"	"Leishmaniasis"	"11.687"
"hsa05215"	"Prostate cancer"	"11.614"
"hsa04917"	"Prolactin signaling pathway"	"11.598"
"hsa05205"	"Proteoglycans in cancer"	"11.561"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"11.544"
"hsa04360"	"Axon guidance"	"11.439"
"hsa05211"	"Renal cell carcinoma"	"11.181"
"hsa05220"	"Chronic myeloid leukemia"	"11.16"
"hsa05218"	"Melanoma"	"10.923"
"hsa05165"	"Human papillomavirus infection"	"10.861"
"hsa05223"	"Non-small cell lung cancer"	"10.735"
"hsa04658"	"Th1 and Th2 cell differentiation"	"10.56"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"10.43"
"hsa04010"	"MAPK signaling pathway"	"10.417"
"hsa04068"	"FoxO signaling pathway"	"10.41"
"hsa05231"	"Choline metabolism in cancer"	"10.38"
"hsa05224"	"Breast cancer"	"10.376"
"hsa05146"	"Amoebiasis"	"10.32"
"hsa04659"	"Th17 cell differentiation"	"10.274"
"hsa04621"	"NOD-like receptor signaling pathway"	"10.246"
"hsa04910"	"Insulin signaling pathway"	"10.234"
"hsa04217"	"Necroptosis"	"10.226"
"hsa05214"	"Glioma"	"10.17"
"hsa05226"	"Gastric cancer"	"10.106"
"hsa05210"	"Colorectal cancer"	"9.839"
"hsa05213"	"Endometrial cancer"	"9.764"
"hsa04610"	"Complement and coagulation cascades"	"9.535"
"hsa04210"	"Apoptosis"	"9.475"
