"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa03040"	"Spliceosome"	"28.748"	"5164"	"2558.457"	"90.634"
"hsa03015"	"mRNA surveillance pathway"	"21.311"	"2523"	"1437.072"	"50.956"
"hsa03050"	"Proteasome"	"17.772"	"1331"	"742.487"	"33.114"
"hsa03013"	"RNA transport"	"17.363"	"4089"	"2557.014"	"88.231"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"17.158"	"3650"	"2193.859"	"84.867"
"hsa03018"	"RNA degradation"	"16.573"	"1660"	"1023.431"	"38.411"
"hsa05322"	"Systemic lupus erythematosus"	"15.562"	"2381"	"1587.968"	"50.959"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"13.416"	"1543"	"1017.447"	"39.172"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"12.931"	"579"	"352.963"	"17.48"
"hsa03010"	"Ribosome"	"12.641"	"1614"	"1104.588"	"40.298"
"hsa00020"	"Citrate cycle (TCA cycle)"	"11.234"	"670"	"416.937"	"22.527"
"hsa00052"	"Galactose metabolism"	"10.498"	"456"	"290.808"	"15.735"
"hsa00230"	"Purine metabolism"	"10.424"	"1464"	"1111.906"	"33.776"
"hsa00051"	"Fructose and mannose metabolism"	"9.916"	"503"	"329.767"	"17.47"
"hsa00240"	"Pyrimidine metabolism"	"9.659"	"1281"	"948.627"	"34.409"
"hsa00260"	"Glycine, serine and threonine metabolism"	"9.627"	"504"	"335.961"	"17.455"
"hsa00030"	"Pentose phosphate pathway"	"9.176"	"503"	"332.99"	"18.528"
"hsa00620"	"Pyruvate metabolism"	"8.117"	"633"	"447.611"	"22.839"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"8.107"	"462"	"317.468"	"17.829"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"7.893"	"307"	"203.734"	"13.083"
"hsa03030"	"DNA replication"	"7.886"	"694"	"494.931"	"25.245"
"hsa00500"	"Starch and sucrose metabolism"	"7.772"	"389"	"270.129"	"15.295"
"hsa05034"	"Alcoholism"	"6.748"	"2952"	"2440.574"	"75.785"
"hsa04136"	"Autophagy - other"	"6.588"	"455"	"333.952"	"18.373"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"6.529"	"124"	"73.519"	"7.731"
"hsa00270"	"Cysteine and methionine metabolism"	"6.509"	"477"	"359.458"	"18.06"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"6.446"	"305"	"217.361"	"13.595"
"hsa03020"	"RNA polymerase"	"6.01"	"753"	"589.702"	"27.171"
"hsa05169"	"Epstein-Barr virus infection"	"5.982"	"4629"	"3861.961"	"128.225"
"hsa04216"	"Ferroptosis"	"5.969"	"423"	"325.136"	"16.396"
"hsa04217"	"Necroptosis"	"5.646"	"1991"	"1697.936"	"51.903"
"hsa03430"	"Mismatch repair"	"5.613"	"456"	"342.049"	"20.303"
