"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0003723"	"RNA binding"	"23.744"	"21760"	"14047.296"	"324.828"
"GO:0003729"	"mRNA binding"	"22.515"	"2566"	"1519.893"	"46.462"
"GO:0003743"	"translation initiation factor activity"	"19.589"	"1366"	"729.511"	"32.491"
"GO:0036002"	"pre-mRNA binding"	"15.656"	"423"	"207.832"	"13.744"
"GO:0003730"	"mRNA 3'-UTR binding"	"15.489"	"1254"	"791.353"	"29.869"
"GO:0003735"	"structural constituent of ribosome"	"15.365"	"3649"	"2269.449"	"89.785"
"GO:0017070"	"U6 snRNA binding"	"13.959"	"358"	"173.278"	"13.233"
"GO:0000339"	"RNA cap binding"	"13.884"	"391"	"200.035"	"13.755"
"GO:0043021"	"ribonucleoprotein complex binding"	"13.593"	"892"	"535.897"	"26.198"
"GO:1990446"	"U1 snRNP binding"	"13.252"	"246"	"110.707"	"10.209"
"GO:0070034"	"telomerase RNA binding"	"13.06"	"494"	"272.057"	"16.994"
"GO:0019843"	"rRNA binding"	"13.025"	"673"	"406.871"	"20.432"
"GO:0008143"	"poly(A) binding"	"12.925"	"691"	"409.102"	"21.81"
"GO:0003724"	"RNA helicase activity"	"12.851"	"357"	"183.918"	"13.468"
"GO:0008135"	"translation factor activity, RNA binding"	"12.476"	"557"	"328.266"	"18.335"
"GO:0003727"	"single-stranded RNA binding"	"12.03"	"651"	"406.431"	"20.33"
"GO:0004298"	"threonine-type endopeptidase activity"	"11.738"	"455"	"253.275"	"17.185"
"GO:0030619"	"U1 snRNA binding"	"11.684"	"161"	"69.295"	"7.849"
"GO:0004004"	"ATP-dependent RNA helicase activity"	"11.503"	"469"	"271.623"	"17.159"
"GO:0034459"	"ATP-dependent 3'-5' RNA helicase activity"	"11.492"	"248"	"123.789"	"10.809"
"GO:0003725"	"double-stranded RNA binding"	"11.47"	"1133"	"793.113"	"29.633"
"GO:0030620"	"U2 snRNA binding"	"11.27"	"183"	"83.209"	"8.854"
"GO:0003688"	"DNA replication origin binding"	"11.176"	"412"	"236.117"	"15.738"
"GO:0008131"	"primary amine oxidase activity"	"11.173"	"97"	"35.418"	"5.512"
"GO:0031369"	"translation initiation factor binding"	"11.143"	"434"	"252.403"	"16.297"
"GO:0016018"	"cyclosporin A binding"	"11.013"	"369"	"209.248"	"14.506"
"GO:0050811"	"GABA receptor binding"	"10.943"	"294"	"161.181"	"12.138"
"GO:0003697"	"single-stranded DNA binding"	"10.941"	"1350"	"969.388"	"34.787"
"GO:0008266"	"poly(U) RNA binding"	"10.917"	"548"	"348.488"	"18.276"
"GO:0030621"	"U4 snRNA binding"	"10.868"	"207"	"103"	"9.569"
"GO:0017069"	"snRNA binding"	"10.758"	"181"	"89.235"	"8.53"
"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"10.722"	"430"	"261.82"	"15.685"
"GO:0043022"	"ribosome binding"	"10.706"	"805"	"542.776"	"24.494"
"GO:0005524"	"ATP binding"	"10.637"	"12833"	"10891.541"	"182.515"
"GO:0017056"	"structural constituent of nuclear pore"	"10.536"	"506"	"300.32"	"19.522"
"GO:0030628"	"pre-mRNA 3'-splice site binding"	"10.497"	"148"	"67.314"	"7.687"
"GO:0045182"	"translation regulator activity"	"10.375"	"406"	"245.935"	"15.428"
"GO:0071208"	"histone pre-mRNA DCP binding"	"10.273"	"108"	"43.982"	"6.232"
"GO:0048027"	"mRNA 5'-UTR binding"	"10.268"	"525"	"333.042"	"18.694"
"GO:1990825"	"sequence-specific mRNA binding"	"10.196"	"194"	"98.745"	"9.343"
"GO:0004175"	"endopeptidase activity"	"10.174"	"612"	"420.289"	"18.843"
"GO:0000340"	"RNA 7-methylguanosine cap binding"	"9.889"	"244"	"134.618"	"11.06"
"GO:0000049"	"tRNA binding"	"9.816"	"503"	"331.262"	"17.496"
"GO:0030622"	"U4atac snRNA binding"	"9.403"	"121"	"56.421"	"6.868"
