"Pathway"	"Z-score"
"Spliceosome"	"28.748"
"mRNA surveillance pathway"	"21.311"
"Proteasome"	"17.772"
"RNA transport"	"17.363"
"Ribosome biogenesis in eukaryotes"	"17.158"
"RNA degradation"	"16.573"
"Systemic lupus erythematosus"	"15.562"
"Glycolysis / Gluconeogenesis"	"13.416"
"Amino sugar and nucleotide sugar metabolism"	"12.931"
"Ribosome"	"12.641"
"Citrate cycle (TCA cycle)"	"11.234"
"Galactose metabolism"	"10.498"
"Purine metabolism"	"10.424"
"Fructose and mannose metabolism"	"9.916"
"Pyrimidine metabolism"	"9.659"
"Glycine, serine and threonine metabolism"	"9.627"
"Pentose phosphate pathway"	"9.176"
"Pyruvate metabolism"	"8.117"
"Aminoacyl-tRNA biosynthesis"	"8.107"
"Alanine, aspartate and glutamate metabolism"	"7.893"
"DNA replication"	"7.886"
"Starch and sucrose metabolism"	"7.772"
"Alcoholism"	"6.748"
"Autophagy - other"	"6.588"
"Neomycin, kanamycin and gentamicin biosynthesis"	"6.529"
"Cysteine and methionine metabolism"	"6.509"
"Glyoxylate and dicarboxylate metabolism"	"6.446"
"RNA polymerase"	"6.01"
"Epstein-Barr virus infection"	"5.982"
"Ferroptosis"	"5.969"
"Necroptosis"	"5.646"
"Mismatch repair"	"5.613"
"Legionellosis"	"5.514"
"Arginine and proline metabolism"	"5.466"
"Pathogenic Escherichia coli infection"	"5.35"
"Protein processing in endoplasmic reticulum"	"5.248"
"One carbon pool by folate"	"5.198"
"Nucleotide excision repair"	"5.044"
"Protein export"	"5.03"
"Histidine metabolism"	"4.85"
"Cell cycle"	"4.73"
"Tryptophan metabolism"	"4.702"
"Valine, leucine and isoleucine biosynthesis"	"4.51"
"Glycerolipid metabolism"	"4.501"
"Valine, leucine and isoleucine degradation"	"4.442"
"Antigen processing and presentation"	"4.399"
"Lysine degradation"	"3.735"
"beta-Alanine metabolism"	"3.694"
"Transcriptional misregulation in cancer"	"3.653"
"Phagosome"	"3.611"
"Arginine biosynthesis"	"3.59"
"Central carbon metabolism in cancer"	"3.468"
"Herpes simplex infection"	"3.423"
"Synthesis and degradation of ketone bodies"	"3.31"
"Ubiquitin mediated proteolysis"	"3.268"
"Fatty acid degradation"	"3.254"
"Circadian rhythm"	"3.247"
"Influenza A"	"3.104"
"Mitophagy - animal"	"2.915"
"Propanoate metabolism"	"2.848"
"Glutathione metabolism"	"2.846"
"Peroxisome"	"2.747"
"HIF-1 signaling pathway"	"2.664"
"Measles"	"2.644"
"p53 signaling pathway"	"2.573"
"Pantothenate and CoA biosynthesis"	"2.518"
"Collecting duct acid secretion"	"2.483"
"Fatty acid biosynthesis"	"2.447"
"Ascorbate and aldarate metabolism"	"2.389"
"Drug metabolism - other enzymes"	"2.18"
"Viral carcinogenesis"	"2.139"
"Base excision repair"	"2.111"
"Terpenoid backbone biosynthesis"	"2.045"
"Oocyte meiosis"	"2.039"
"AMPK signaling pathway"	"1.952"
"Gap junction"	"1.871"
"Lipoic acid metabolism"	"1.849"
"Hedgehog signaling pathway"	"1.825"
"Thiamine metabolism"	"1.803"
"Sulfur relay system"	"1.757"
"Butanoate metabolism"	"1.688"
"Longevity regulating pathway - multiple species"	"1.558"
"African trypanosomiasis"	"1.544"
"Homologous recombination"	"1.192"
"Fanconi anemia pathway"	"1.184"
"Phosphonate and phosphinate metabolism"	"1.184"
"Vitamin B6 metabolism"	"1.144"
"Cellular senescence"	"1.124"
"Selenocompound metabolism"	"1.073"
"Malaria"	"1.031"
"Leishmaniasis"	"1.029"
"Phenylalanine metabolism"	"1.025"
"Vibrio cholerae infection"	"0.981"
"Folate biosynthesis"	"0.94"
"Thyroid cancer"	"0.933"
"Tyrosine metabolism"	"0.91"
"Nicotinate and nicotinamide metabolism"	"0.836"
"NOD-like receptor signaling pathway"	"0.736"
"Cytosolic DNA-sensing pathway"	"0.686"
"PPAR signaling pathway"	"0.68"
