"Pathway"	"Z-score"
"Spliceosome"	"22.243"
"Proteasome"	"19.805"
"Cell cycle"	"16.646"
"DNA replication"	"15.895"
"RNA transport"	"13.19"
"Ribosome"	"10.164"
"Epstein-Barr virus infection"	"9.143"
"Mismatch repair"	"7.667"
"mRNA surveillance pathway"	"7.359"
"HTLV-I infection"	"7.096"
"Nucleotide excision repair"	"6.441"
"Base excision repair"	"6.43"
"RNA degradation"	"5.932"
"Pyrimidine metabolism"	"5.906"
"Ribosome biogenesis in eukaryotes"	"5.819"
"Viral carcinogenesis"	"5.533"
"Drug metabolism - other enzymes"	"5.228"
"Herpes simplex infection"	"5.13"
"Hepatitis B"	"4.498"
"Oocyte meiosis"	"4.26"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.067"
"Purine metabolism"	"3.936"
"Aminoacyl-tRNA biosynthesis"	"3.745"
"Parkinson's disease"	"3.736"
"Cysteine and methionine metabolism"	"3.704"
"Arginine and proline metabolism"	"3.509"
"Cellular senescence"	"3.396"
"Glutathione metabolism"	"3.317"
"Riboflavin metabolism"	"3.22"
"Ubiquitin mediated proteolysis"	"3.017"
"Progesterone-mediated oocyte maturation"	"3.011"
"HIF-1 signaling pathway"	"2.931"
"Huntington's disease"	"2.854"
"Alanine, aspartate and glutamate metabolism"	"2.676"
"Necroptosis"	"2.575"
"Chronic myeloid leukemia"	"2.55"
"Protein processing in endoplasmic reticulum"	"2.542"
"Pyruvate metabolism"	"2.462"
"Ferroptosis"	"2.461"
"Non-homologous end-joining"	"2.425"
"Homologous recombination"	"2.416"
"Bladder cancer"	"2.385"
"TGF-beta signaling pathway"	"2.329"
"PI3K-Akt signaling pathway"	"2.305"
"Systemic lupus erythematosus"	"2.293"
"Thiamine metabolism"	"2.231"
"Small cell lung cancer"	"2.116"
"Cholesterol metabolism"	"2.061"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.011"
"Phenylalanine metabolism"	"1.962"
"One carbon pool by folate"	"1.788"
"Arginine biosynthesis"	"1.777"
"Thermogenesis"	"1.725"
"Influenza A"	"1.674"
"Central carbon metabolism in cancer"	"1.622"
"p53 signaling pathway"	"1.556"
"Glycolysis / Gluconeogenesis"	"1.54"
"Oxidative phosphorylation"	"1.402"
"Measles"	"1.394"
"Antigen processing and presentation"	"1.364"
"Cardiac muscle contraction"	"1.32"
"Pentose phosphate pathway"	"1.303"
