"GO.ID"	"GO.Term"	"Z-score"
"GO:0046603"	"negative regulation of mitotic centrosome separation"	"Inf"
"GO:0000398"	"mRNA splicing, via spliceosome"	"32.985"
"GO:0008380"	"RNA splicing"	"24.639"
"GO:0006413"	"translational initiation"	"24.326"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"24.021"
"GO:0031124"	"mRNA 3'-end processing"	"23.146"
"GO:0070255"	"regulation of mucus secretion"	"22.327"
"GO:0006397"	"mRNA processing"	"22.283"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"21.113"
"GO:0006369"	"termination of RNA polymerase II transcription"	"20.918"
"GO:0000375"	"RNA splicing, via transesterification reactions"	"20.472"
"GO:0006406"	"mRNA export from nucleus"	"20.214"
"GO:0045292"	"mRNA cis splicing, via spliceosome"	"19.958"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"19.729"
"GO:0006405"	"RNA export from nucleus"	"19.198"
"GO:0016070"	"RNA metabolic process"	"19.04"
"GO:0002181"	"cytoplasmic translation"	"18.735"
"GO:0006412"	"translation"	"18.388"
"GO:0000245"	"spliceosomal complex assembly"	"18.124"
"GO:0000387"	"spliceosomal snRNP assembly"	"17.828"
"GO:0006364"	"rRNA processing"	"17.273"
"GO:0006334"	"nucleosome assembly"	"16.514"
"GO:0051170"	"nuclear import"	"15.88"
"GO:0006446"	"regulation of translational initiation"	"15.173"
"GO:0008334"	"histone mRNA metabolic process"	"14.761"
"GO:0048025"	"negative regulation of mRNA splicing, via spliceosome"	"14.699"
"GO:0098789"	"pre-mRNA cleavage required for polyadenylation"	"14.552"
"GO:0001732"	"formation of cytoplasmic translation initiation complex"	"14.52"
"GO:0006396"	"RNA processing"	"13.677"
"GO:0048026"	"positive regulation of mRNA splicing, via spliceosome"	"13.522"
"GO:0042274"	"ribosomal small subunit biogenesis"	"13.141"
"GO:0035238"	"vitamin A biosynthetic process"	"12.865"
"GO:1901810"	"beta-carotene metabolic process"	"12.865"
"GO:0000028"	"ribosomal small subunit assembly"	"12.655"
"GO:0043484"	"regulation of RNA splicing"	"12.625"
"GO:0075522"	"IRES-dependent viral translational initiation"	"12.587"
"GO:0000244"	"spliceosomal tri-snRNP complex assembly"	"12.574"
"GO:0017148"	"negative regulation of translation"	"12.277"
"GO:0000027"	"ribosomal large subunit assembly"	"12.059"
"GO:0061621"	"canonical glycolysis"	"12.038"
"GO:0006096"	"glycolytic process"	"11.898"
"GO:0006376"	"mRNA splice site selection"	"11.876"
"GO:0006995"	"cellular response to nitrogen starvation"	"11.806"
"GO:0000380"	"alternative mRNA splicing, via spliceosome"	"11.801"
"GO:0042273"	"ribosomal large subunit biogenesis"	"11.8"
"GO:0060964"	"regulation of gene silencing by miRNA"	"11.784"
"GO:0000413"	"protein peptidyl-prolyl isomerization"	"11.689"
"GO:0043248"	"proteasome assembly"	"11.612"
"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"11.59"
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"11.42"
"GO:0000389"	"mRNA 3'-splice site recognition"	"11.406"
"GO:1990771"	"clathrin-dependent extracellular exosome endocytosis"	"11.376"
"GO:0006099"	"tricarboxylic acid cycle"	"11.238"
"GO:0006325"	"chromatin organization"	"11.136"
"GO:0016121"	"carotene catabolic process"	"11.13"
"GO:0060945"	"cardiac neuron differentiation"	"11.034"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	"10.898"
"GO:0003366"	"cell-matrix adhesion involved in ameboidal cell migration"	"10.888"
"GO:0006414"	"translational elongation"	"10.838"
"GO:0070934"	"CRD-mediated mRNA stabilization"	"10.838"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"10.739"
"GO:0000226"	"microtubule cytoskeleton organization"	"10.722"
"GO:0007017"	"microtubule-based process"	"10.674"
"GO:0090502"	"RNA phosphodiester bond hydrolysis, endonucleolytic"	"10.643"
"GO:0006378"	"mRNA polyadenylation"	"10.617"
"GO:0010498"	"proteasomal protein catabolic process"	"10.473"
"GO:0009072"	"aromatic amino acid family metabolic process"	"10.461"
"GO:2001202"	"negative regulation of transforming growth factor-beta secretion"	"10.38"
"GO:1900087"	"positive regulation of G1/S transition of mitotic cell cycle"	"10.379"
"GO:0052047"	"interaction with other organism via secreted substance involved in symbiotic interaction"	"10.374"
"GO:1904237"	"positive regulation of substrate-dependent cell migration, cell attachment to substrate"	"10.374"
"GO:0075525"	"viral translational termination-reinitiation"	"10.339"
"GO:0010501"	"RNA secondary structure unwinding"	"10.316"
"GO:1900363"	"regulation of mRNA polyadenylation"	"10.19"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"10.186"
"GO:0043687"	"post-translational protein modification"	"10.162"
"GO:0050904"	"diapedesis"	"10.124"
"GO:0006260"	"DNA replication"	"10.123"
"GO:0045727"	"positive regulation of translation"	"10.072"
"GO:0006379"	"mRNA cleavage"	"10.005"
"GO:0006270"	"DNA replication initiation"	"9.862"
"GO:0010830"	"regulation of myotube differentiation"	"9.747"
"GO:0006094"	"gluconeogenesis"	"9.744"
"GO:0060385"	"axonogenesis involved in innervation"	"9.642"
"GO:1903608"	"protein localization to cytoplasmic stress granule"	"9.516"
"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"9.361"
"GO:0030490"	"maturation of SSU-rRNA"	"9.348"
"GO:0000278"	"mitotic cell cycle"	"9.341"
"GO:0006370"	"7-methylguanosine mRNA capping"	"9.326"
"GO:0051365"	"cellular response to potassium ion starvation"	"9.24"
"GO:0010950"	"positive regulation of endopeptidase activity"	"9.018"
"GO:0002227"	"innate immune response in mucosa"	"8.988"
"GO:0006284"	"base-excision repair"	"8.938"
"GO:0006541"	"glutamine metabolic process"	"8.877"
"GO:0046778"	"modification by virus of host mRNA processing"	"8.86"
"GO:2000767"	"positive regulation of cytoplasmic translation"	"8.82"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	"8.805"
"GO:0000470"	"maturation of LSU-rRNA"	"8.776"
"GO:1901166"	"neural crest cell migration involved in autonomic nervous system development"	"8.708"
"GO:0050901"	"leukocyte tethering or rolling"	"8.705"
