"GO.ID"	"GO.Term"	"Z-score"
"GO:0070187"	"telosome"	"10.668"
"GO:0000783"	"nuclear telomere cap complex"	"9.483"
"GO:0016013"	"syntrophin complex"	"8.77"
"GO:0005943"	"phosphatidylinositol 3-kinase complex, class IA"	"8.275"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"8.258"
"GO:0034993"	"LINC complex"	"7.725"
"GO:0070724"	"BMP receptor complex"	"7.408"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"7.307"
"GO:0005667"	"transcription factor complex"	"7.288"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"7.055"
"GO:0030665"	"clathrin-coated vesicle membrane"	"7.031"
"GO:0043235"	"receptor complex"	"6.906"
"GO:0062023"	NA	"6.89"
"GO:0042613"	"MHC class II protein complex"	"6.75"
"GO:0030018"	"Z disc"	"6.658"
"GO:1990907"	"beta-catenin-TCF complex"	"6.566"
"GO:0005911"	"cell-cell junction"	"6.517"
"GO:0071141"	"SMAD protein complex"	"6.304"
"GO:0016010"	"dystrophin-associated glycoprotein complex"	"6.239"
"GO:0030014"	"CCR4-NOT complex"	"6.238"
"GO:0005788"	"endoplasmic reticulum lumen"	"6.219"
"GO:0005886"	"plasma membrane"	"5.98"
"GO:0097058"	"CRLF-CLCF1 complex"	"5.889"
"GO:0000118"	"histone deacetylase complex"	"5.84"
"GO:0032993"	"protein-DNA complex"	"5.779"
"GO:0099091"	NA	"5.734"
"GO:0031012"	"extracellular matrix"	"5.733"
"GO:0016592"	"mediator complex"	"5.648"
"GO:0005885"	"Arp2/3 protein complex"	"5.642"
"GO:0097512"	"cardiac myofibril"	"5.555"
"GO:0042105"	"alpha-beta T cell receptor complex"	"5.528"
"GO:0005861"	"troponin complex"	"5.509"
"GO:0031430"	"M band"	"5.383"
"GO:0034657"	"GID complex"	"5.375"
"GO:1990777"	"lipoprotein particle"	"5.35"
"GO:0005856"	"cytoskeleton"	"5.235"
"GO:0005896"	"interleukin-6 receptor complex"	"5.202"
"GO:1990589"	"ATF4-CREB1 transcription factor complex"	"5.193"
"GO:0071556"	"integral component of lumenal side of endoplasmic reticulum membrane"	"5.079"
"GO:0032587"	"ruffle membrane"	"5.022"
"GO:0005796"	"Golgi lumen"	"4.996"
"GO:0031309"	"integral component of nuclear outer membrane"	"4.995"
"GO:0005737"	"cytoplasm"	"4.99"
"GO:0036117"	"hyaluranon cable"	"4.962"
"GO:0005862"	"muscle thin filament tropomyosin"	"4.941"
"GO:0090619"	"meiotic spindle pole"	"4.937"
"GO:0031093"	"platelet alpha granule lumen"	"4.834"
"GO:0016942"	"insulin-like growth factor binding protein complex"	"4.822"
"GO:1990578"	"perinuclear endoplasmic reticulum membrane"	"4.818"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"4.786"
"GO:0030658"	"transport vesicle membrane"	"4.776"
"GO:0045121"	"membrane raft"	"4.771"
"GO:0000801"	"central element"	"4.765"
"GO:0005905"	"clathrin-coated pit"	"4.693"
"GO:0000800"	"lateral element"	"4.647"
"GO:0030870"	"Mre11 complex"	"4.627"
"GO:0031088"	"platelet dense granule membrane"	"4.6"
"GO:0031410"	"cytoplasmic vesicle"	"4.583"
"GO:0035525"	"NF-kappaB p50/p65 complex"	"4.456"
"GO:0005592"	"collagen type XI trimer"	"4.455"
"GO:0098978"	"glutamatergic synapse"	"4.454"
"GO:0031143"	"pseudopodium"	"4.453"
"GO:0016581"	"NuRD complex"	"4.375"
"GO:0042567"	"insulin-like growth factor ternary complex"	"4.343"
"GO:0000421"	"autophagosome membrane"	"4.317"
"GO:0032839"	"dendrite cytoplasm"	"4.306"
"GO:0043005"	"neuron projection"	"4.297"
"GO:0034365"	"discoidal high-density lipoprotein particle"	"4.289"
"GO:0072536"	"interleukin-23 receptor complex"	"4.289"
"GO:0000127"	"transcription factor TFIIIC complex"	"4.277"
"GO:0035253"	"ciliary rootlet"	"4.264"
"GO:0030122"	"AP-2 adaptor complex"	"4.245"
"GO:0043197"	"dendritic spine"	"4.221"
"GO:0009897"	"external side of plasma membrane"	"4.18"
"GO:0043025"	"neuronal cell body"	"4.16"
"GO:0005640"	"nuclear outer membrane"	"4.159"
"GO:0016514"	"SWI/SNF complex"	"4.156"
"GO:0030015"	"CCR4-NOT core complex"	"4.114"
"GO:0097129"	"cyclin D2-CDK4 complex"	"4.102"
"GO:0043514"	"interleukin-12 complex"	"4.094"
"GO:0034706"	"sodium channel complex"	"4.089"
"GO:0005638"	"lamin filament"	"4.067"
"GO:1990565"	"HSP90-CDC37 chaperone complex"	"4.065"
"GO:0071564"	"npBAF complex"	"4.056"
"GO:0070743"	"interleukin-23 complex"	"4.006"
"GO:0000785"	"chromatin"	"3.981"
"GO:0030128"	"clathrin coat of endocytic vesicle"	"3.96"
"GO:0071565"	"nBAF complex"	"3.954"
"GO:0005637"	"nuclear inner membrane"	"3.949"
"GO:0044754"	"autolysosome"	"3.939"
"GO:0002133"	"polycystin complex"	"3.916"
"GO:0043231"	"intracellular membrane-bounded organelle"	"3.902"
"GO:0017053"	"transcriptional repressor complex"	"3.899"
"GO:0044309"	"neuron spine"	"3.876"
"GO:0060987"	"lipid tube"	"3.818"
"GO:0097450"	"astrocyte end-foot"	"3.777"
"GO:0070022"	"transforming growth factor beta receptor homodimeric complex"	"3.714"
"GO:1902773"	"GTPase activator complex"	"3.69"
"GO:0000790"	"nuclear chromatin"	"3.678"
"GO:0034362"	"low-density lipoprotein particle"	"3.664"
